mode,path_radius,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,is_stopped,colliding,distance_from_line,distance_outside,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ
M,L,427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.148665,-0.935348,-0.320971,-0.000729,0.324474,-0.945894,
M,L,518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.148549,-0.937116,-0.315827,-0.002470,0.319018,-0.947745,
M,L,609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.146984,-0.945549,-0.290402,-0.006392,0.292676,-0.956190,
M,L,700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.136445,-0.961791,-0.237362,-0.010163,0.238231,-0.971155,
M,L,790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.130103,-0.971863,-0.196355,-0.008138,0.196985,-0.980373,
M,L,881,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.120502,-0.988440,-0.092014,-0.014334,0.090948,-0.995753,
M,L,972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.107787,-0.993248,-0.042891,-0.050738,0.037591,-0.998004,
M,L,1063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.103048,-0.994676,0.000254,-0.093775,-0.009969,-0.995544,
M,L,1154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.102895,-0.993670,0.045098,-0.129680,-0.058352,-0.989837,
M,L,1245,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.107765,-0.990303,0.087671,-0.154230,-0.103770,-0.982571,
M,L,1336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.116442,-0.983248,0.140234,-0.170297,-0.158869,-0.972502,
M,L,1427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.123961,-0.977343,0.171565,-0.171614,-0.191409,-0.966391,
M,L,1518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.124198,-0.977040,0.173110,-0.171413,-0.192964,-0.966117,
M,L,1609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.123819,-0.977598,0.170206,-0.171791,-0.190054,-0.966627,
M,L,1699,0.000000,-0.037415,0.000000,-0.037415,0.037415,0.000000,-1.000000,0,0,0.001306,0.000000,0.411639,0.122903,-0.979351,0.160520,-0.174982,-0.180597,-0.967867,
M,L,1790,0.000000,-0.149682,0.000000,-0.112267,0.112267,0.000000,-1.000000,0,0,0.005224,0.000000,1.234916,0.121896,-0.981451,0.147973,-0.179950,-0.168468,-0.969142,
M,L,1881,0.000000,-0.316823,0.000000,-0.167141,0.167141,0.000000,-1.000000,0,0,0.011057,0.000000,1.838652,0.121049,-0.982906,0.138715,-0.181249,-0.159279,-0.970453,
M,L,1972,0.000000,-0.533890,0.000000,-0.217067,0.217067,0.000000,-1.000000,0,0,0.025028,0.000000,2.387504,0.120362,-0.983829,0.132645,-0.182013,-0.153222,-0.971285,
M,L,2063,0.000000,-0.755925,0.000000,-0.222035,0.222035,0.000000,-1.000000,0,0,0.042387,0.000000,2.442389,0.120105,-0.984267,0.129591,-0.185246,-0.150462,-0.971105,
M,L,2154,0.000000,-0.977924,0.000000,-0.221999,0.221999,0.000000,-1.000000,0,0,0.065592,0.000000,2.442389,0.120328,-0.984624,0.126632,-0.190879,-0.148126,-0.970373,
M,L,2245,0.000000,-1.199971,0.000000,-0.222047,0.222047,0.000000,-1.000000,0,0,0.093789,0.000000,2.442389,0.120127,-0.985073,0.123292,-0.207020,-0.146317,-0.967333,
M,L,2336,0.000000,-1.422006,0.000000,-0.222035,0.222035,0.000000,-1.000000,0,0,0.125003,0.000000,2.442389,0.123320,-0.985498,0.116559,-0.227687,-0.142421,-0.963262,
M,L,2427,0.000000,-1.644117,0.000000,-0.222111,0.222111,0.000000,-1.000000,0,0,0.163573,0.000000,2.442389,0.128498,-0.985525,0.110581,-0.248967,-0.139992,-0.958341,
M,L,2518,0.000000,-1.861110,0.000000,-0.216993,0.216993,0.000000,-1.000000,0,0,0.204245,0.000000,2.387504,0.128226,-0.985829,0.108164,-0.265331,-0.139190,-0.954057,
M,L,2609,0.000000,-2.055767,0.000000,-0.194657,0.194657,0.000000,-1.000000,0,0,0.244716,0.000000,2.140521,0.125896,-0.986975,0.100152,-0.285744,-0.132753,-0.949066,
M,L,2700,0.000000,-2.197954,0.000000,-0.142187,0.142187,0.000000,-1.000000,0,0,0.276262,0.000000,1.564227,0.123728,-0.987922,0.093285,-0.308166,-0.127614,-0.942735,
M,L,2790,0.000000,-2.340165,0.000000,-0.142212,0.142212,0.000000,-1.000000,0,0,0.310666,0.000000,1.564227,0.122973,-0.988228,0.091014,-0.323575,-0.126625,-0.937692,
M,L,2881,0.000000,-2.499822,0.000000,-0.159657,0.159657,-0.008296,-0.999965,0,0,0.349291,0.000000,1.756325,0.122020,-0.988586,0.088361,-0.340072,-0.125279,-0.932017,
M,L,2972,-0.000228,-2.527264,-0.000228,-0.027441,0.027442,-0.020619,-0.999787,0,0,0.356246,0.000000,0.301868,0.123180,-0.988509,0.087621,-0.360945,-0.126874,-0.923916,
M,L,3063,-0.000228,-2.527264,0.000000,0.000000,0.000000,-0.055247,-0.998473,1,0,0.356246,0.000000,0.000000,0.124939,-0.988351,0.086904,-0.372046,-0.127869,-0.919365,
M,L,3154,-0.002709,-2.572104,-0.002481,-0.044840,0.044908,-0.090911,-0.995859,0,0,0.366220,0.000000,0.493966,0.125608,-0.988400,0.085370,-0.380777,-0.127492,-0.915836,
M,L,3245,-0.016999,-2.728641,-0.014290,-0.156537,0.157188,-0.126462,-0.991971,0,0,0.395631,0.000000,1.728882,0.128036,-0.988178,0.084320,-0.386701,-0.128033,-0.913274,
M,L,3336,-0.038456,-2.896951,-0.021457,-0.168311,0.169673,-0.161852,-0.986815,0,0,0.422017,0.000000,1.866095,0.131309,-0.988048,0.080739,-0.387239,-0.126096,-0.913316,
M,L,3427,-0.056214,-3.005224,-0.017758,-0.108273,0.109719,-0.197014,-0.980401,0,0,0.438586,0.000000,1.207473,0.131885,-0.988369,0.075713,-0.381546,-0.121111,-0.916381,
M,L,3518,-0.082269,-3.134880,-0.026055,-0.129656,0.132248,-0.231946,-0.972729,0,0,0.453872,0.000000,1.454456,0.131085,-0.988620,0.073804,-0.376898,-0.118554,-0.918637,
M,L,3609,-0.114670,-3.270763,-0.032401,-0.135883,0.139692,-0.266571,-0.963815,0,0,0.466140,0.000000,1.536784,0.130651,-0.988644,0.074248,-0.376866,-0.118793,-0.918619,
M,L,3699,-0.151914,-3.405422,-0.037244,-0.134660,0.139715,-0.300862,-0.953668,0,0,0.477198,0.000000,1.536784,0.130760,-0.988610,0.074515,-0.376828,-0.119080,-0.918597,
M,L,3790,-0.193946,-3.538655,-0.042032,-0.133233,0.139706,-0.334765,-0.942302,0,0,0.483269,0.000000,1.536784,0.130326,-0.988746,0.073466,-0.376211,-0.117872,-0.919006,
M,L,3881,-0.240725,-3.670329,-0.046779,-0.131674,0.139737,-0.368248,-0.929728,0,0,0.487253,0.000000,1.536784,0.129758,-0.988922,0.072083,-0.369039,-0.115641,-0.922192,
M,L,3972,-0.297681,-3.814126,-0.056955,-0.143797,0.154666,-0.401250,-0.915968,0,0,0.488312,0.000000,1.701439,0.129758,-0.988922,0.072083,-0.359751,-0.114698,-0.925972,
M,L,4063,-0.359733,-3.955780,-0.062053,-0.141654,0.154649,-0.433736,-0.901040,0,0,0.484736,0.000000,1.701439,0.129530,-0.988945,0.072172,-0.349522,-0.113650,-0.930010,
M,L,4154,-0.429005,-4.099685,-0.069272,-0.143905,0.159710,-0.465682,-0.884952,0,0,0.479984,0.000000,1.756325,0.128745,-0.989026,0.072474,-0.334880,-0.112149,-0.935563,
M,L,4245,-0.503337,-4.240939,-0.074331,-0.141254,0.159618,-0.497014,-0.867743,0,0,0.469532,0.000000,1.756325,0.129504,-0.988763,0.074669,-0.318798,-0.112823,-0.941084,
M,L,4336,-0.582690,-4.379483,-0.079354,-0.138544,0.159660,-0.527720,-0.849419,0,0,0.458171,0.000000,1.756325,0.131850,-0.988022,0.080173,-0.291906,-0.115993,-0.949388,
M,L,4427,-0.669613,-4.519394,-0.086922,-0.139911,0.164713,-0.557762,-0.830001,0,0,0.441378,0.000000,1.811210,0.132656,-0.987689,0.082902,-0.265975,-0.116046,-0.956969,
M,L,4518,-0.761443,-4.656046,-0.091830,-0.136652,0.164641,-0.581729,-0.813383,0,0,0.422187,0.000000,1.811210,0.131855,-0.987700,0.084049,-0.251462,-0.115344,-0.960970,
M,L,4609,-0.857239,-4.789990,-0.095796,-0.133944,0.164675,-0.602871,-0.797838,0,0,0.400487,0.000000,1.811210,0.131855,-0.987700,0.084049,-0.241432,-0.114234,-0.963671,
M,L,4700,-0.956507,-4.921361,-0.099268,-0.131371,0.164659,-0.623597,-0.781746,0,0,0.376626,0.000000,1.811210,0.131855,-0.987700,0.084049,-0.232876,-0.113281,-0.965886,
M,L,4790,-1.063813,-5.055880,-0.107306,-0.134519,0.172075,-0.638548,-0.769582,0,0,0.350956,0.000000,1.893538,0.130237,-0.987879,0.084453,-0.225484,-0.112457,-0.967735,
M,L,4881,-1.197646,-5.217176,-0.133833,-0.161296,0.209589,-0.652159,-0.758082,0,0,0.318326,0.000000,2.305176,0.130237,-0.987879,0.084453,-0.215538,-0.111351,-0.970126,
M,L,4972,-1.339199,-5.381720,-0.141553,-0.164544,0.217053,-0.663373,-0.748289,0,0,0.285477,0.000000,2.387504,0.130599,-0.987688,0.086119,-0.206340,-0.112039,-0.972045,
M,L,5063,-1.483195,-5.544148,-0.143996,-0.162429,0.217067,-0.663373,-0.748289,0,0,0.254458,0.000000,2.387504,0.130599,-0.987688,0.086119,-0.204722,-0.111857,-0.972408,
M,L,5154,-1.627155,-5.706536,-0.143960,-0.162388,0.217012,-0.663373,-0.748289,0,0,0.225962,0.000000,2.387504,0.130599,-0.987688,0.086119,-0.205056,-0.111894,-0.972333,
M,L,5245,-1.771175,-5.868992,-0.144020,-0.162456,0.217103,-0.663373,-0.748289,0,0,0.204912,0.000000,2.387504,0.130599,-0.987688,0.086119,-0.209616,-0.112407,-0.971301,
M,L,5336,-1.915116,-6.031358,-0.143941,-0.162366,0.216984,-0.673625,-0.739073,0,0,0.186534,0.000000,2.387504,0.130599,-0.987688,0.086119,-0.216344,-0.113161,-0.969737,
M,L,5427,-2.061337,-6.191785,-0.146220,-0.160427,0.217065,-0.693049,-0.720890,0,0,0.170079,0.000000,2.387504,0.130599,-0.987688,0.086119,-0.226452,-0.114284,-0.967295,
M,L,5518,-2.211735,-6.348225,-0.150398,-0.156440,0.217010,-0.710949,-0.703243,0,0,0.153183,0.000000,2.387504,0.132422,-0.987584,0.084513,-0.232033,-0.113781,-0.966030,
M,L,5609,-2.366084,-6.500901,-0.154349,-0.152676,0.217103,-0.717527,-0.696531,0,0,0.133543,0.000000,2.387504,0.132422,-0.987584,0.084513,-0.232033,-0.113781,-0.966030,
