mode,path_radius,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,is_stopped,colliding,distance_from_line,distance_outside,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ
1,0.750000,445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.017534,-0.576190,-0.817127,0.011694,0.817315,-0.576072,
1,0.750000,536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.017547,-0.562589,-0.826550,0.010950,0.826736,-0.562483,
1,0.750000,627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.016819,-0.547067,-0.836920,0.010355,0.837089,-0.546969,
1,0.750000,718,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.014149,-0.492785,-0.870036,0.010584,0.870148,-0.492677,
1,0.750000,809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.038102,-0.417931,-0.907680,0.010900,0.908459,-0.417832,
1,0.750000,899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.058379,-0.377873,-0.924015,0.006043,0.925710,-0.378185,
1,0.750000,990,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.037405,-0.371867,-0.927532,-0.001012,0.928167,-0.372162,
1,0.750000,1081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.012501,-0.369015,-0.929340,-0.001429,0.929418,-0.369026,
1,0.750000,1172,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.072865,-0.374306,-0.924438,-0.014741,0.927205,-0.374265,
1,0.750000,1263,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.140354,-0.381058,-0.913836,-0.034321,0.924290,-0.380145,
1,0.750000,1354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.187941,-0.393089,-0.900088,-0.050657,0.919078,-0.390805,
1,0.750000,1445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.211357,-0.408700,-0.887858,-0.065582,0.912262,-0.404322,
