mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ,angle
M,436,-0.144025,-1.518948,-0.144025,-1.518948,1.525761,-0.186134,-0.982524,3.500000,0.120200,0.142963,-0.982402,0.004206,0.989494,0.144510,0.187226
M,527,-0.202561,-1.831721,-0.058535,-0.312773,0.318203,-0.217219,-0.976123,3.500000,0.120200,0.142963,-0.982402,0.004206,0.989494,0.144510,0.218965
M,618,-0.270867,-2.142395,-0.068306,-0.310674,0.318095,-0.248075,-0.968741,3.500000,0.120200,0.142963,-0.982402,0.004206,0.989494,0.144510,0.250693
M,709,-0.348930,-2.450889,-0.078063,-0.308493,0.318217,-0.278691,-0.960381,3.500000,0.120200,0.142963,-0.982402,0.004206,0.989494,0.144510,0.282431
M,800,-0.436648,-2.756787,-0.087719,-0.305898,0.318226,-0.309027,-0.951053,3.500000,0.113717,0.141308,-0.983413,0.004480,0.989750,0.142737,0.314169
M,890,-0.534960,-3.059359,-0.098312,-0.302572,0.318143,-0.339043,-0.940771,3.500000,0.091901,0.123685,-0.988057,0.007677,0.992138,0.124910,0.345899
M,981,-0.642705,-3.358627,-0.107745,-0.299268,0.318073,-0.368712,-0.929544,3.500000,0.050765,0.079260,-0.995561,0.014817,0.996676,0.080104,0.377623
M,1072,-0.759823,-3.654436,-0.117118,-0.295810,0.318151,-0.398019,-0.917377,3.500000,0.010191,0.022554,-0.999694,0.015029,0.999629,0.022706,0.409357
M,1163,-0.886190,-3.946453,-0.126367,-0.292017,0.318186,-0.426929,-0.904285,3.500000,-0.026549,-0.029408,-0.999215,0.006679,0.999540,-0.029595,0.441095
M,1254,-1.021660,-4.234338,-0.135470,-0.287885,0.318167,-0.455408,-0.890283,3.500000,-0.074663,-0.071310,-0.994656,-0.003794,0.997453,-0.071225,0.472831
M,1345,-1.166084,-4.517784,-0.144424,-0.283446,0.318119,-0.483424,-0.875386,3.500000,-0.112401,-0.101377,-0.988478,-0.019382,0.994816,-0.099824,0.504562
M,1436,-1.319337,-4.796549,-0.153253,-0.278765,0.318114,-0.510953,-0.859609,3.500000,-0.133039,-0.127664,-0.982854,-0.031349,0.991715,-0.124572,0.536293
M,1527,-1.481303,-5.070415,-0.161965,-0.273867,0.318176,-0.537972,-0.842963,3.500000,-0.146008,-0.163602,-0.975662,-0.036071,0.986455,-0.160014,0.568029
M,1618,-1.651734,-5.338974,-0.170431,-0.268559,0.318073,-0.564440,-0.825474,3.500000,-0.148269,-0.179879,-0.972450,-0.037045,0.983639,-0.176300,0.599754
M,1709,-1.830555,-5.602105,-0.178821,-0.263131,0.318143,-0.590345,-0.807151,3.500000,-0.147038,-0.208858,-0.966829,-0.041473,0.977895,-0.204942,0.631486
M,1800,-2.017628,-5.859587,-0.187073,-0.257482,0.318266,-0.615665,-0.788008,3.500000,-0.145025,-0.211539,-0.966550,-0.041874,0.977314,-0.207612,0.663229
M,1890,-2.213560,-6.110367,-0.195931,-0.250780,0.318245,-0.640361,-0.768075,3.500000,-0.144719,-0.207518,-0.967467,-0.043927,0.978144,-0.203238,0.694968
M,1981,-2.417195,-6.354772,-0.203635,-0.244405,0.318121,-0.664405,-0.747373,3.500000,-0.149324,-0.198060,-0.968749,-0.042605,0.980113,-0.193815,0.726698
M,2072,-2.628378,-6.592631,-0.211183,-0.237859,0.318081,-0.687777,-0.725922,3.500000,-0.155159,-0.186674,-0.970092,-0.041088,0.982354,-0.182462,0.758423
M,2163,-2.847002,-6.823820,-0.218624,-0.231189,0.318190,-0.710467,-0.703731,3.500000,-0.162410,-0.173811,-0.971294,-0.039374,0.984721,-0.169630,0.790162
M,2254,-3.072802,-7.048046,-0.225800,-0.224226,0.318218,-0.732443,-0.680828,3.500000,-0.164307,-0.162207,-0.972981,-0.037810,0.986698,-0.158109,0.821904
M,2345,-3.305408,-7.264951,-0.232606,-0.216905,0.318046,-0.753670,-0.657254,3.500000,-0.164719,-0.152597,-0.974465,-0.036545,0.988225,-0.148575,0.853628
M,2436,-3.544803,-7.474524,-0.239395,-0.209572,0.318167,-0.774145,-0.633009,3.500000,-0.165213,-0.140287,-0.976230,-0.034882,0.990044,-0.136369,0.885363
M,2527,-3.790698,-7.676499,-0.245894,-0.201976,0.318211,-0.793843,-0.608123,3.500000,-0.160460,-0.132794,-0.978069,-0.033654,0.991068,-0.129038,0.917102
M,2618,-4.042718,-7.870578,-0.252021,-0.194079,0.318090,-0.812734,-0.582634,3.500000,-0.151293,-0.123425,-0.980753,-0.032309,0.992261,-0.119890,0.948830
