mode,path_radius,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,is_stopped,colliding,distance_from_line,distance_outside,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ
N,L,309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.105432,0.173712,-0.979136,-0.014368,0.984787,0.173168,
N,L,363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.104350,0.189907,-0.976241,-0.016727,0.981796,0.189200,
N,L,390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.103299,0.182452,-0.977773,-0.015901,0.983209,0.181787,
N,L,409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.102780,0.169896,-0.980088,-0.013640,0.985454,0.169396,
N,L,427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.103049,0.161152,-0.981535,-0.012543,0.986920,0.160719,
N,L,445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.103286,0.153308,-0.982766,-0.011912,0.988170,0.152899,
N,L,463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.103816,0.133690,-0.985570,-0.010281,0.991016,0.133346,
N,L,481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.104696,0.113001,-0.988064,-0.008537,0.993589,0.112729,
N,L,500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.105799,0.100740,-0.989271,-0.007805,0.994909,0.100479,
N,L,518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.107989,0.080147,-0.990916,-0.007098,0.996782,0.079848,
N,L,536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.109040,0.071320,-0.991476,-0.006792,0.997453,0.071002,
N,L,554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.111476,0.050445,-0.992486,-0.005984,0.998727,0.050090,
N,L,572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.113605,0.028989,-0.993103,-0.004303,0.999579,0.028686,
N,L,590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.114653,0.015935,-0.993278,-0.003090,0.999872,0.015684,
N,L,609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.115698,-0.002493,-0.993281,-0.001325,0.999996,-0.002665,
N,L,627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.115997,-0.018389,-0.993079,0.000244,0.999829,-0.018485,
N,L,645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.116352,-0.044792,-0.992198,0.002892,0.998993,-0.044760,
N,L,663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.115954,-0.072922,-0.990574,0.005771,0.997334,-0.072744,
N,L,681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.114897,-0.089040,-0.989379,0.007385,0.996024,-0.088780,
N,L,700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.113779,-0.101830,-0.988274,0.008646,0.994797,-0.101507,
N,L,718,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.110508,-0.129863,-0.985354,0.011331,0.991527,-0.129406,
N,L,736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.105766,-0.156301,-0.982030,0.013819,0.987705,-0.155717,
N,L,754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.102432,-0.170609,-0.980000,0.014818,0.985334,-0.169990,
N,L,772,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.095697,-0.195039,-0.976116,0.015393,0.980789,-0.194464,
N,L,790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.092680,-0.205103,-0.974342,0.015362,0.978732,-0.204566,
N,L,809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.085204,-0.229206,-0.969642,0.014967,0.973365,-0.228771,
N,L,827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.077508,-0.254077,-0.964073,0.014236,0.967166,-0.253747,
N,L,845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.073098,-0.268795,-0.960419,0.013399,0.963173,-0.268546,
N,L,863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.069882,-0.279564,-0.957580,0.012609,0.960098,-0.279379,
N,L,881,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.062201,-0.305669,-0.950104,0.009869,0.952089,-0.305662,
N,L,900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.054609,-0.332242,-0.941612,0.006331,0.943116,-0.332405,
N,L,918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.050206,-0.347498,-0.936336,0.004000,0.937581,-0.347746,
N,L,936,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.042840,-0.372427,-0.927072,-0.000512,0.927916,-0.372789,
N,L,954,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.039753,-0.382113,-0.923260,-0.002403,0.923951,-0.382503,
N,L,972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.032347,-0.404350,-0.914032,-0.007261,0.914391,-0.404766,
N,L,990,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.025063,-0.424680,-0.904996,-0.012459,0.905078,-0.425063,
N,L,1009,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.021008,-0.435016,-0.900178,-0.015058,0.900136,-0.435347,
N,L,1027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.015361,-0.448338,-0.893732,-0.017954,0.893570,-0.448565,
N,L,1045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.013274,-0.452977,-0.891423,-0.018785,0.891232,-0.453159,
N,L,1063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.004875,-0.469391,-0.882977,-0.021230,0.882740,-0.469383,
N,L,1081,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.001363,-0.475204,-0.879874,-0.022041,0.879647,-0.475116,
N,L,1100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.002658,-0.480878,-0.876784,-0.022252,0.876598,-0.480708,
