time_stamp,trial_index,slot,mode,size_index,targetRadius,targetX,targetY,userX,userY,distance_from_center,elaspedTime,is_hit
709,0,s0,N,2,L,0.000000,5.054934,-0.019159,5.249385,0.187530,709,0
1363,0,s0,N,2,L,0.000000,5.054934,-0.041224,5.025555,0.050055,1363,1
2199,1,s8,N,2,L,-0.291500,2.281497,-0.371537,2.233204,0.092056,836,1
3018,2,s1,N,2,L,0.570260,4.933722,0.587839,4.980533,0.048178,818,1
3745,3,s9,N,2,L,-0.824097,2.518624,-0.834824,2.583277,0.064672,727,1
4545,4,s2,N,2,L,1.041917,4.591043,1.068030,4.541468,0.055951,799,1
5236,5,s10,N,2,L,-1.214200,2.951878,-1.155914,2.995703,0.070950,690,1
6054,6,s3,N,2,L,1.333417,4.086150,1.307023,4.037168,0.054796,818,1
6836,7,s11,N,2,L,-1.394357,3.506344,-1.234520,3.603280,0.183614,781,0
7872,7,s11,N,2,L,-1.394357,3.506344,-1.398669,3.531670,0.025687,1818,1
8781,8,s4,N,2,L,1.394357,3.506344,1.378484,3.543005,0.039639,909,1
9490,9,s12,N,2,L,-1.333417,4.086150,-1.311200,4.063638,0.030926,709,1
10327,10,s5,N,2,L,1.214200,2.951878,1.165301,2.909894,0.064283,836,1
11145,11,s13,N,2,L,-1.041917,4.591043,-1.028691,4.572739,0.021937,818,1
12181,12,s6,N,2,L,0.824097,2.518624,0.740382,2.556185,0.089955,1036,1
12890,13,s14,N,2,L,-0.570260,4.933722,-0.641565,4.901338,0.078314,709,1
13836,14,s7,N,2,L,0.291500,2.281497,0.276488,2.242048,0.041253,945,1
14745,15,s0,N,2,L,0.000000,5.054934,0.012329,4.974553,0.079034,909,1
15527,16,s8,N,2,L,-0.291500,2.281497,-0.378509,2.280125,0.086778,781,1
16436,17,s1,N,2,L,0.570260,4.933722,0.572500,4.906116,0.027007,909,1
17381,18,s9,N,2,L,-0.824097,2.518624,-0.840148,2.490285,0.031578,945,1
18000,19,s2,N,2,L,1.041917,4.591043,0.982165,4.536360,0.078456,618,1
18727,20,s10,N,2,L,-1.214200,2.951878,-1.237447,2.974689,0.032477,727,1
19581,21,s3,N,2,L,1.333417,4.086150,1.394407,4.131312,0.073331,854,1
20527,22,s11,N,2,L,-1.394357,3.506344,-1.404204,3.503701,0.009901,945,1
21199,23,s4,N,2,L,1.394357,3.506344,1.341312,3.482355,0.056876,672,1
21781,24,s12,N,2,L,-1.333417,4.086150,-1.413772,4.011691,0.108608,581,1
22709,25,s5,N,2,L,1.214200,2.951878,1.165494,3.032562,0.092272,927,1
