mode,path_radius,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,is_stopped,colliding,distance_from_line,distance_outside,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ
M,L,427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.014901,-0.440091,-0.897830,0.088930,0.893787,-0.439585,
M,L,518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.012988,-0.431809,-0.901872,0.088881,0.897879,-0.431177,
M,L,609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.012708,-0.422282,-0.906376,0.087679,0.902487,-0.421699,
M,L,700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.018481,-0.428339,-0.903429,0.087646,0.899411,-0.428226,
M,L,790,0.000000,-0.516260,0.000000,-0.516260,0.516260,0.000000,-1.000000,0,0,0.023798,0.000000,5.680613,-0.051105,-0.460423,-0.886227,0.079460,0.882699,-0.463172,
M,L,881,0.000000,-1.085156,0.000000,-0.568897,0.568897,0.000000,-1.000000,0,0,0.077810,0.000000,6.256907,-0.102268,-0.486101,-0.867898,0.061438,0.867721,-0.493241,
M,L,972,0.000000,-1.654053,0.000000,-0.568897,0.568897,0.000000,-1.000000,0,0,0.165298,0.000000,6.256907,-0.148979,-0.500998,-0.852529,0.039286,0.858471,-0.511356,
M,L,1063,0.000000,-2.217798,0.000000,-0.563745,0.563745,-0.050380,-0.998730,0,0,0.281063,0.000000,6.202022,-0.181145,-0.506002,-0.843296,0.018879,0.855535,-0.517401,
M,L,1154,-0.023629,-2.686216,-0.023629,-0.468417,0.469013,-0.129369,-0.991596,0,0,0.377564,0.000000,5.159204,-0.204054,-0.511532,-0.834684,0.004011,0.852180,-0.523234,
M,L,1245,-0.073638,-3.069530,-0.050009,-0.383314,0.386563,-0.207521,-0.978230,0,0,0.441886,0.000000,4.253599,-0.225427,-0.516112,-0.826324,-0.010369,0.849378,-0.527683,
M,L,1336,-0.154940,-3.452780,-0.081302,-0.383250,0.391779,-0.259744,-0.965678,0,0,0.490551,0.000000,4.308484,-0.244365,-0.514376,-0.822012,-0.027219,0.851017,-0.524433,
M,L,1427,-0.256677,-3.831017,-0.101736,-0.378237,0.391680,-0.289199,-0.957269,0,0,0.532658,0.000000,4.308484,-0.263376,-0.512481,-0.817310,-0.039800,0.852274,-0.521579,
M,L,1518,-0.369950,-4.205960,-0.113274,-0.374943,0.391680,-0.324971,-0.945724,0,0,0.577159,0.000000,4.308484,-0.274309,-0.511351,-0.814417,-0.043738,0.852661,-0.520631,
M,L,1609,-0.497237,-4.576385,-0.127286,-0.370425,0.391684,-0.373570,-0.927602,0,0,0.621292,0.000000,4.308484,-0.284460,-0.510268,-0.811609,-0.043747,0.852611,-0.520713,
