mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ,angle
N,318,-0.082053,-1.109907,-0.082053,-1.109907,1.112935,-0.145440,-0.989367,3.500000,0.007875,-0.525191,-0.850948,0.069357,0.849212,-0.523478,0.145958
N,372,-0.108639,-1.299074,-0.026585,-0.189167,0.191026,-0.164265,-0.986416,3.500000,0.008544,-0.512633,-0.858565,0.057010,0.857450,-0.511400,0.165012
N,399,-0.121923,-1.393597,-0.013284,-0.094523,0.095452,-0.173647,-0.984808,3.500000,0.009176,-0.504949,-0.863101,0.054618,0.862102,-0.503784,0.174532
N,427,-0.138477,-1.487482,-0.016554,-0.093885,0.095333,-0.183002,-0.983113,3.500000,0.010870,-0.501006,-0.865376,0.058840,0.864248,-0.499613,0.184039
N,454,-0.155082,-1.581652,-0.016605,-0.094171,0.095623,-0.192370,-0.981323,3.500000,0.013826,-0.498862,-0.866571,0.063379,0.865348,-0.497147,0.193576
N,481,-0.171645,-1.675585,-0.016563,-0.093933,0.095382,-0.201696,-0.979448,3.500000,0.017241,-0.497202,-0.867463,0.067004,0.866216,-0.495156,0.203089
N,509,-0.189314,-1.769402,-0.017670,-0.093818,0.095467,-0.211012,-0.977483,3.500000,0.021703,-0.494646,-0.868824,0.070776,0.867608,-0.492186,0.212611
N,536,-0.209159,-1.862762,-0.019844,-0.093359,0.095445,-0.220308,-0.975430,3.500000,0.022893,-0.493711,-0.869325,0.072320,0.868093,-0.491106,0.222130
N,563,-0.229003,-1.956125,-0.019845,-0.093363,0.095449,-0.229584,-0.973289,3.500000,0.022403,-0.495717,-0.868195,0.073291,0.866891,-0.493081,0.231651
N,590,-0.248833,-2.049416,-0.019830,-0.093291,0.095375,-0.238832,-0.971061,3.500000,0.020198,-0.498830,-0.866464,0.073673,0.865028,-0.496285,0.241163
N,618,-0.270859,-2.142365,-0.022026,-0.092949,0.095523,-0.248072,-0.968741,3.500000,0.017190,-0.502260,-0.864546,0.073731,0.862956,-0.499870,0.250690
N,645,-0.293939,-2.234931,-0.023079,-0.092566,0.095400,-0.257278,-0.966337,3.500000,0.013789,-0.505332,-0.862815,0.073772,0.861060,-0.503124,0.260205
N,672,-0.317035,-2.327564,-0.023096,-0.092634,0.095470,-0.266468,-0.963844,3.500000,0.008239,-0.509093,-0.860672,0.072580,0.858736,-0.507253,0.269727
N,699,-0.340110,-2.420113,-0.023075,-0.092549,0.095382,-0.275624,-0.961266,3.500000,0.004610,-0.511140,-0.859485,0.070189,0.857540,-0.509606,0.279239
N,727,-0.366446,-2.511976,-0.026336,-0.091863,0.095564,-0.284772,-0.958595,3.500000,-0.000586,-0.514508,-0.857485,0.066474,0.855569,-0.513403,0.288769
N,754,-0.392754,-2.603724,-0.026308,-0.091748,0.095445,-0.293885,-0.955841,3.500000,-0.004073,-0.516526,-0.856261,0.064141,0.854371,-0.515691,0.298289
N,781,-0.419090,-2.695565,-0.026335,-0.091841,0.095543,-0.302980,-0.952997,3.500000,-0.007544,-0.519147,-0.854651,0.062733,0.852746,-0.518544,0.307818
N,809,-0.446424,-2.786874,-0.027335,-0.091309,0.095313,-0.312025,-0.950074,3.500000,-0.010581,-0.520670,-0.853692,0.062746,0.851712,-0.520240,0.317324
N,836,-0.475943,-2.877724,-0.029519,-0.090850,0.095526,-0.321062,-0.947058,3.500000,-0.014931,-0.521879,-0.852889,0.064199,0.850723,-0.521678,0.326851
N,863,-0.505429,-2.968472,-0.029485,-0.090747,0.095417,-0.330061,-0.943959,3.500000,-0.017226,-0.523337,-0.851952,0.064989,0.849690,-0.523262,0.336368
N,890,-0.534937,-3.059288,-0.029508,-0.090817,0.095490,-0.339036,-0.940773,3.500000,-0.020333,-0.526680,-0.849820,0.064941,0.847505,-0.526799,0.345892
