mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ,angle
M,445,-0.149543,-1.550238,-0.149543,-1.550238,1.557434,-0.189247,-0.981930,3.500000,-0.069658,-0.170877,-0.982827,0.064595,0.982380,-0.175378,0.190395
M,536,-0.209156,-1.862748,-0.059613,-0.312510,0.318145,-0.220306,-0.975431,3.500000,-0.069878,-0.174169,-0.982233,0.064361,0.981802,-0.178671,0.222129
M,627,-0.278548,-2.173201,-0.069392,-0.310452,0.318113,-0.251142,-0.967950,3.500000,-0.070354,-0.181211,-0.980924,0.063856,0.980526,-0.185718,0.253859
M,718,-0.357700,-2.481475,-0.079152,-0.308274,0.318273,-0.281738,-0.959491,3.500000,-0.070831,-0.189884,-0.979248,0.063284,0.978881,-0.194390,0.285604
M,809,-0.446453,-2.786961,-0.088753,-0.305487,0.318118,-0.312034,-0.950071,3.500000,-0.075439,-0.202141,-0.976447,0.062547,0.976349,-0.206954,0.317333
M,900,-0.544796,-3.089623,-0.098343,-0.302661,0.318238,-0.342027,-0.939690,3.500000,-0.085383,-0.208539,-0.974280,0.062201,0.974828,-0.214108,0.349073
M,990,-0.653620,-3.388615,-0.108824,-0.298992,0.318181,-0.371668,-0.928366,3.500000,-0.099796,-0.211323,-0.972309,0.062185,0.973952,-0.218062,0.380805
M,1081,-0.771778,-3.684026,-0.118158,-0.295410,0.318164,-0.400937,-0.916106,3.500000,-0.109267,-0.211008,-0.971358,0.062286,0.973835,-0.218552,0.412540
M,1172,-0.899142,-3.975543,-0.127364,-0.291518,0.318126,-0.429799,-0.902925,3.500000,-0.115738,-0.210452,-0.970729,0.062392,0.973826,-0.218562,0.444271
M,1263,-1.035584,-4.262887,-0.136442,-0.287343,0.318092,-0.458227,-0.888835,3.500000,-0.122174,-0.210433,-0.969944,0.062417,0.973701,-0.219111,0.475999
M,1354,-1.180996,-4.545828,-0.145412,-0.282942,0.318121,-0.486195,-0.873850,3.500000,-0.128432,-0.214022,-0.968349,0.061991,0.972794,-0.223226,0.507730
M,1445,-1.335250,-4.824111,-0.154254,-0.278282,0.318175,-0.513679,-0.857983,3.500000,-0.135333,-0.213968,-0.967421,0.062053,0.972656,-0.223806,0.539467
M,1536,-1.498138,-5.097358,-0.162888,-0.273247,0.318114,-0.540640,-0.841254,3.500000,-0.141887,-0.210459,-0.967251,0.062555,0.973278,-0.220947,0.571198
M,1627,-1.669578,-5.365428,-0.171440,-0.268071,0.318204,-0.567064,-0.823674,3.500000,-0.150666,-0.203072,-0.967503,0.063511,0.974664,-0.214466,0.602937
M,1718,-1.849258,-5.627847,-0.179680,-0.262419,0.318039,-0.592903,-0.805274,3.500000,-0.160073,-0.196803,-0.967288,0.064297,0.975764,-0.209167,0.634660
