mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ,angle
J,454,-0.155068,-1.581573,-0.155068,-1.581573,1.589157,-0.192362,-0.981324,3.500000,0.057165,-0.108311,-0.992472,0.059157,0.992719,-0.104931,0.193568
J,545,-0.215787,-1.893947,-0.060719,-0.312374,0.318220,-0.223409,-0.974725,3.500000,0.056946,-0.113266,-0.991931,0.059429,0.992167,-0.109881,0.225310
J,636,-0.286290,-2.204254,-0.070503,-0.310307,0.318216,-0.254230,-0.967144,3.500000,0.056093,-0.126681,-0.990356,0.060191,0.990543,-0.123296,0.257051
J,727,-0.366479,-2.512091,-0.080189,-0.307837,0.318110,-0.284784,-0.958592,3.500000,0.049460,-0.144997,-0.988195,0.061233,0.987985,-0.141901,0.288781
J,818,-0.456301,-2.817272,-0.089822,-0.305182,0.318125,-0.315052,-0.949075,3.500000,0.038299,-0.164281,-0.985670,0.062191,0.984873,-0.161732,0.320512
J,909,-0.555674,-3.119509,-0.099372,-0.302237,0.318154,-0.345005,-0.938601,3.500000,0.025987,-0.160931,-0.986624,0.062122,0.985309,-0.159080,0.352244
J,1000,-0.664494,-3.418488,-0.108821,-0.298979,0.318167,-0.374609,-0.927183,3.500000,0.014821,-0.159321,-0.987115,0.062059,0.985467,-0.158124,0.383975
J,1090,-0.783745,-3.713644,-0.119250,-0.295156,0.318336,-0.403854,-0.914824,3.500000,0.002325,-0.158598,-0.987341,0.061983,0.985467,-0.158151,0.415726
J,1181,-0.912079,-4.004601,-0.128335,-0.290958,0.318003,-0.432661,-0.901556,3.500000,-0.009912,-0.156162,-0.987682,0.061871,0.985742,-0.156476,0.447443
J,1272,-1.049581,-4.291585,-0.137502,-0.286984,0.318224,-0.461055,-0.887372,3.500000,-0.018243,-0.152440,-0.988144,0.061849,0.986244,-0.153288,0.479184
J,1363,-1.195950,-4.573953,-0.146369,-0.282368,0.318049,-0.488969,-0.872301,3.500000,-0.023956,-0.152117,-0.988072,0.061846,0.986237,-0.153334,0.510907
J,1454,-1.351182,-4.851706,-0.155232,-0.277752,0.318188,-0.516403,-0.856346,3.500000,-0.029977,-0.151765,-0.987962,0.061833,0.986232,-0.153375,0.542645
J,1545,-1.515025,-5.124382,-0.163843,-0.272677,0.318115,-0.543311,-0.839531,3.500000,-0.037788,-0.150313,-0.987916,0.064210,0.986214,-0.152510,0.574376
J,1636,-1.687431,-5.391897,-0.172406,-0.267514,0.318257,-0.569684,-0.821864,3.500000,-0.041939,-0.142348,-0.988928,0.064495,0.987349,-0.144856,0.606121
J,1727,-1.868028,-5.653682,-0.180597,-0.261785,0.318036,-0.595465,-0.803381,3.500000,-0.041612,-0.137258,-0.989661,0.064685,0.988071,-0.139757,0.637845
J,1818,-2.056848,-5.909785,-0.188820,-0.256104,0.318185,-0.620658,-0.784081,3.500000,-0.040945,-0.126819,-0.991080,0.065092,0.989467,-0.129302,0.669582
J,1909,-2.253602,-6.159810,-0.196754,-0.250025,0.318158,-0.645221,-0.763996,3.500000,-0.040348,-0.118220,-0.992167,0.065399,0.990534,-0.120685,0.701313
J,1999,-2.458059,-6.403473,-0.204457,-0.243663,0.318079,-0.669130,-0.743145,3.500000,-0.039542,-0.106770,-0.993497,0.065794,0.991839,-0.109210,0.733037
J,2090,-2.671001,-6.639969,-0.212942,-0.236496,0.318237,-0.692375,-0.721538,3.500000,-0.038816,-0.096293,-0.994596,0.066174,0.992913,-0.098713,0.764775
J,2181,-2.891249,-6.869639,-0.220248,-0.229670,0.318209,-0.714924,-0.699203,3.500000,-0.039092,-0.101035,-0.994115,0.065987,0.992442,-0.103460,0.796515
J,2272,-3.118500,-7.092176,-0.227252,-0.222538,0.318066,-0.736742,-0.676174,3.500000,-0.039692,-0.112733,-0.992832,0.065499,0.991185,-0.115165,0.828240
J,2363,-3.352778,-7.307603,-0.234277,-0.215426,0.318268,-0.757833,-0.652449,3.500000,-0.040415,-0.125951,-0.991213,0.064912,0.989597,-0.128393,0.859985
J,2454,-3.593551,-7.515428,-0.240773,-0.207825,0.318061,-0.778147,-0.628083,3.500000,-0.040207,-0.122540,-0.991649,0.065032,0.990026,-0.124976,0.891710
J,2545,-3.840859,-7.715690,-0.247308,-0.200262,0.318224,-0.797688,-0.603070,3.500000,-0.039410,-0.109321,-0.993225,0.065364,0.991586,-0.111734,0.923451
J,2636,-4.094147,-7.907944,-0.253288,-0.192254,0.317988,-0.816412,-0.577470,3.500000,-0.038708,-0.097135,-0.994518,0.066459,0.992810,-0.099555,0.955170
J,2727,-4.353509,-8.092262,-0.259362,-0.184319,0.318186,-0.834326,-0.551271,3.500000,-0.038472,-0.093276,-0.994897,0.071906,0.992795,-0.095859,0.986909
J,2818,-4.618626,-8.268399,-0.265117,-0.176137,0.318294,-0.851405,-0.524508,3.500000,-0.038472,-0.093276,-0.994897,0.074279,0.992612,-0.095934,1.018658
J,2909,-4.888966,-8.436010,-0.270339,-0.167611,0.318083,-0.867612,-0.497241,3.500000,-0.038678,-0.096216,-0.994609,0.074164,0.992332,-0.098880,1.050380
J,3000,-5.164468,-8.595070,-0.275502,-0.159060,0.318122,-0.882950,-0.469467,3.500000,-0.039152,-0.103183,-0.993892,0.072958,0.991704,-0.105830,1.082109
J,3090,-5.445403,-8.744446,-0.280935,-0.149376,0.318178,-0.897400,-0.441216,3.500000,-0.043336,-0.108624,-0.993138,0.065764,0.991605,-0.111326,1.113842
J,3181,-5.730839,-8.884896,-0.285436,-0.140450,0.318120,-0.910946,-0.412525,3.500000,-0.054337,-0.107656,-0.992702,0.060608,0.991982,-0.110895,1.145571
J,3272,-6.020615,-9.016344,-0.289776,-0.131448,0.318196,-0.923578,-0.383411,3.500000,-0.060468,-0.099850,-0.993163,0.060983,0.992756,-0.103522,1.177309
J,3363,-6.314426,-9.138642,-0.293811,-0.122298,0.318248,-0.935280,-0.353908,3.500000,-0.064217,-0.092090,-0.993678,0.061388,0.993483,-0.096039,1.209051
J,3454,-6.611743,-9.251579,-0.297318,-0.112937,0.318045,-0.946036,-0.324062,3.500000,-0.073322,-0.086761,-0.993527,0.061665,0.993908,-0.091345,1.240776
J,3545,-6.912605,-9.355171,-0.300861,-0.103592,0.318196,-0.955843,-0.293877,3.500000,-0.084877,-0.085956,-0.992677,0.061574,0.993916,-0.091328,1.272516
J,3636,-7.216511,-9.449241,-0.303906,-0.094069,0.318132,-0.964685,-0.263403,3.500000,-0.092676,-0.080334,-0.992450,0.061956,0.994343,-0.086273,1.304248
J,3727,-7.523261,-9.533729,-0.306750,-0.084488,0.318172,-0.972558,-0.232658,3.500000,-0.102384,-0.061917,-0.992816,0.061303,0.995771,-0.068423,1.335986
J,3818,-7.832423,-9.608520,-0.309162,-0.074791,0.318080,-0.979449,-0.201693,3.500000,-0.112532,-0.054575,-0.992148,0.059483,0.996330,-0.061552,1.367711
J,3909,-8.143878,-9.673583,-0.311455,-0.065063,0.318179,-0.985355,-0.170513,3.500000,-0.119447,-0.052311,-0.991462,0.059646,0.996429,-0.059759,1.399446
J,4000,-8.457260,-9.728836,-0.313382,-0.055253,0.318216,-0.990270,-0.139161,3.500000,-0.131925,-0.059460,-0.989475,0.058395,0.995999,-0.067638,1.431182
J,4090,-8.772230,-9.773102,-0.314970,-0.044266,0.318065,-0.994185,-0.107682,3.500000,-0.137927,-0.059389,-0.988660,0.058286,0.995984,-0.067960,1.462905
J,4181,-9.088617,-9.807472,-0.316387,-0.034370,0.318249,-0.997102,-0.076075,3.500000,-0.137015,-0.059446,-0.988784,0.060711,0.995817,-0.068281,1.494648
J,4272,-9.405904,-9.831882,-0.317286,-0.024409,0.318224,-0.999014,-0.044395,3.500000,-0.132455,-0.060821,-0.989321,0.067356,0.995256,-0.070204,1.526386
J,4363,-9.723700,-9.846307,-0.317796,-0.014425,0.318123,-0.999920,-0.012678,3.500000,-0.132441,-0.078162,-0.988104,0.068775,0.993759,-0.087827,1.558118
J,4454,-10.041664,-9.850743,-0.317965,-0.004436,0.317996,-0.999819,0.019041,3.500000,-0.133218,-0.092043,-0.986804,0.066818,0.992579,-0.101602,1.589839
J,4545,-10.359683,-9.845193,-0.318019,0.005550,0.318067,-0.998712,0.050746,3.500000,-0.131754,-0.093205,-0.986891,0.068105,0.992366,-0.102815,1.621564
J,4636,-10.677624,-9.829640,-0.317941,0.015553,0.318321,-0.996597,0.082424,3.500000,-0.124885,-0.093750,-0.987732,0.074577,0.991823,-0.103567,1.653314
