time_stamp,trial_index,slot,mode,size_index,targetRadius,targetX,targetY,userX,userY,distance_from_center,elaspedTime,is_hit
1872,0,s0,N,2,L,0.000000,5.045952,0.035118,5.000004,0.057429,1872,1
2854,1,s8,N,2,L,-0.291500,2.272515,-0.292400,2.335081,0.060948,981,1
3654,2,s1,N,2,L,0.570260,4.924739,0.647188,5.038686,0.133253,800,1
4599,3,s9,N,2,L,-0.824097,2.509642,-0.916070,2.590020,0.121640,945,1
5490,4,s2,N,2,L,1.041917,4.582060,1.055163,4.624024,0.043405,890,1
6381,5,s10,N,2,L,-1.214200,2.942895,-1.356918,2.887942,0.150183,890,0
6945,5,s10,N,2,L,-1.214200,2.942895,-1.324265,2.911328,0.113121,1454,1
8127,6,s3,N,2,L,1.333417,4.077168,1.334772,4.089363,0.012255,1181,1
9036,7,s11,N,2,L,-1.394357,3.497361,-1.472669,3.564952,0.103265,909,1
10072,8,s4,N,2,L,1.394357,3.497361,1.396715,3.497137,0.002262,1036,1
11163,9,s12,N,2,L,-1.333417,4.077168,-1.375934,4.051335,0.049481,1090,1
12054,10,s5,N,2,L,1.214200,2.942895,1.275872,2.926700,0.060699,890,1
12836,11,s13,N,2,L,-1.041917,4.582060,-1.007359,4.673754,0.097793,781,1
13854,12,s6,N,2,L,0.824097,2.509642,0.848126,2.468761,0.045095,1018,1
14799,13,s14,N,2,L,-0.570260,4.924739,-0.583121,4.987588,0.063504,945,1
15854,14,s7,N,2,L,0.291500,2.272515,0.312979,2.373687,0.100952,1054,1
16818,15,s0,N,2,L,0.000000,5.045952,0.027909,5.076665,0.040891,963,1
17999,16,s8,N,2,L,-0.291500,2.272515,-0.375880,2.187189,0.117948,1181,1
19145,17,s1,N,2,L,0.570260,4.924739,0.533446,4.869530,0.065017,1145,1
20381,18,s9,N,2,L,-0.824097,2.509642,-0.822792,2.587229,0.075645,1236,1
21218,19,s2,N,2,L,1.041917,4.582060,1.089640,4.480000,0.112531,836,1
22181,20,s10,N,2,L,-1.214200,2.942895,-1.261616,2.991301,0.067683,963,1
23145,21,s3,N,2,L,1.333417,4.077168,1.260064,4.055758,0.073746,963,1
24090,22,s11,N,2,L,-1.394357,3.497361,-1.410729,3.579057,0.083194,945,1
25036,23,s4,N,2,L,1.394357,3.497361,1.403037,3.557102,0.060320,945,1
