mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ,angle
J,445,-0.149539,-1.550217,-0.149539,-1.550217,1.557413,-0.189245,-0.981930,3.500000,0.002194,-0.245383,-0.969424,-0.007097,0.969398,-0.245393,0.190393
J,536,-0.209143,-1.862687,-0.059604,-0.312469,0.318103,-0.220300,-0.975432,3.500000,0.007421,-0.203804,-0.978983,-0.017110,0.978841,-0.203904,0.222122
J,627,-0.278535,-2.173150,-0.069392,-0.310463,0.318124,-0.251137,-0.967952,3.500000,-0.011104,-0.126514,-0.991903,-0.036340,0.991360,-0.126038,0.253854
J,718,-0.357660,-2.481333,-0.079125,-0.308183,0.318179,-0.281723,-0.959496,3.500000,-0.022331,-0.116199,-0.992975,-0.034100,0.992733,-0.115404,0.285590
J,809,-0.446409,-2.786828,-0.088750,-0.305495,0.318125,-0.312021,-0.950075,3.500000,-0.048567,-0.130836,-0.990214,-0.028402,0.991164,-0.129568,0.317319
J,899,-0.544717,-3.089387,-0.098307,-0.302559,0.318129,-0.342003,-0.939699,3.500000,-0.073144,-0.128372,-0.989025,-0.030936,0.991496,-0.126404,0.349048
J,990,-0.653541,-3.388398,-0.108824,-0.299011,0.318199,-0.371647,-0.928375,3.500000,-0.100787,-0.138852,-0.985171,-0.025490,0.990249,-0.136959,0.380782
J,1081,-0.771705,-3.683844,-0.118164,-0.295446,0.318199,-0.400919,-0.916113,3.500000,-0.124481,-0.156260,-0.979840,-0.026229,0.987694,-0.154180,0.412520
J,1172,-0.899058,-3.975355,-0.127353,-0.291511,0.318116,-0.429781,-0.902933,3.500000,-0.161355,-0.166461,-0.972757,-0.025091,0.986045,-0.164573,0.444250
J,1263,-1.035539,-4.262795,-0.136481,-0.287441,0.318197,-0.458218,-0.888840,3.500000,-0.198400,-0.174840,-0.964400,-0.018076,0.984446,-0.174756,0.475989
J,1354,-1.180913,-4.545674,-0.145374,-0.282878,0.318047,-0.486180,-0.873859,3.500000,-0.229003,-0.157990,-0.960519,-0.014083,0.987175,-0.159017,0.507713
J,1445,-1.335194,-4.824013,-0.154280,-0.278339,0.318238,-0.513669,-0.857988,3.500000,-0.264501,-0.140257,-0.954132,-0.020873,0.989968,-0.139739,0.539456
J,1536,-1.498136,-5.097354,-0.162942,-0.273341,0.318222,-0.540640,-0.841254,3.500000,-0.290058,-0.144801,-0.945991,-0.030365,0.989382,-0.142133,0.571198
J,1627,-1.669525,-5.365350,-0.171389,-0.267996,0.318113,-0.567056,-0.823679,3.500000,-0.309449,-0.180602,-0.933608,-0.049205,0.983525,-0.173949,0.602927
J,1718,-1.849202,-5.627770,-0.179677,-0.262420,0.318038,-0.592896,-0.805279,3.500000,-0.320569,-0.190919,-0.927785,-0.061085,0.981605,-0.180888,0.634650
J,1809,-2.037097,-5.884505,-0.187894,-0.256735,0.318146,-0.618146,-0.786063,3.500000,-0.329437,-0.197073,-0.923381,-0.064291,0.980387,-0.186302,0.666382
J,1899,-2.232974,-6.135217,-0.195878,-0.250712,0.318158,-0.642772,-0.766057,3.500000,-0.341482,-0.198445,-0.918700,-0.068827,0.980112,-0.186127,0.698112
J,1990,-2.437541,-6.379020,-0.204567,-0.243804,0.318257,-0.666761,-0.745272,3.500000,-0.345341,-0.206764,-0.915417,-0.076954,0.978382,-0.191954,0.729854
J,2081,-2.649591,-6.616190,-0.212050,-0.237170,0.318143,-0.690069,-0.723743,3.500000,-0.345146,-0.209188,-0.914940,-0.079782,0.977856,-0.193477,0.761585
J,2172,-2.868978,-6.846577,-0.219387,-0.230387,0.318133,-0.712684,-0.701485,3.500000,-0.345169,-0.208922,-0.914992,-0.080911,0.977903,-0.192764,0.793317
J,2263,-3.095519,-7.069983,-0.226541,-0.223406,0.318169,-0.734584,-0.678518,3.500000,-0.345250,-0.208007,-0.915170,-0.081479,0.978091,-0.191571,0.825054
J,2354,-3.328983,-7.286178,-0.233464,-0.216195,0.318191,-0.755745,-0.654866,3.500000,-0.348975,-0.206170,-0.914172,-0.079549,0.978496,-0.190310,0.856792
J,2445,-3.568973,-7.494804,-0.239990,-0.208626,0.317993,-0.776133,-0.630569,3.500000,-0.349787,-0.192349,-0.916870,-0.069121,0.981327,-0.179501,0.888510
J,2536,-3.815638,-7.695984,-0.246665,-0.201180,0.318304,-0.795758,-0.605614,3.500000,-0.344943,-0.180243,-0.921155,-0.064050,0.983622,-0.168481,0.920259
J,2627,-4.068321,-7.889180,-0.252683,-0.193195,0.318077,-0.814569,-0.580066,3.500000,-0.340521,-0.170681,-0.924615,-0.059501,0.985326,-0.159975,0.951986
J,2718,-4.327038,-8.074407,-0.258718,-0.185227,0.318188,-0.832566,-0.553926,3.500000,-0.341108,-0.155801,-0.927023,-0.057228,0.987782,-0.144955,0.983724
