mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ,angle
N,327,-0.086510,-1.141616,-0.086510,-1.141616,1.144889,-0.148600,-0.988897,3.500000,0.076568,-0.641802,-0.763038,0.051917,0.766813,-0.639767,0.149152
N,381,-0.113085,-1.330711,-0.026575,-0.189095,0.190953,-0.167407,-0.985888,3.500000,0.079580,-0.636115,-0.767480,0.051288,0.771515,-0.634141,0.168199
N,409,-0.127441,-1.424894,-0.014356,-0.094183,0.095271,-0.176767,-0.984253,3.500000,0.080638,-0.632327,-0.770493,0.050800,0.774613,-0.630392,0.177701
N,427,-0.138501,-1.487616,-0.011060,-0.062722,0.063689,-0.183015,-0.983110,3.500000,0.080691,-0.631185,-0.771424,0.050668,0.775545,-0.629256,0.184053
N,445,-0.149555,-1.550307,-0.011054,-0.062691,0.063658,-0.189253,-0.981928,3.500000,0.080715,-0.630560,-0.771933,0.050602,0.776053,-0.628634,0.190402
N,472,-0.166149,-1.644415,-0.016594,-0.094109,0.095560,-0.198603,-0.980080,3.500000,0.080783,-0.628752,-0.773398,0.050414,0.777518,-0.626836,0.199933
N,490,-0.177182,-1.706989,-0.011033,-0.062574,0.063539,-0.204810,-0.978802,3.500000,0.080783,-0.628752,-0.773398,0.050414,0.777518,-0.626836,0.206269
N,509,-0.189286,-1.769269,-0.012104,-0.062280,0.063445,-0.210999,-0.977486,3.500000,0.080807,-0.628123,-0.773907,0.050348,0.778027,-0.626210,0.212597
N,527,-0.202548,-1.831659,-0.013261,-0.062390,0.063784,-0.217213,-0.976124,3.500000,0.080832,-0.627474,-0.774430,0.050281,0.778550,-0.625565,0.218958
N,545,-0.215786,-1.893940,-0.013238,-0.062281,0.063672,-0.223408,-0.974725,3.500000,0.080858,-0.626811,-0.774965,0.050212,0.779085,-0.624904,0.225309
N,563,-0.229027,-1.956234,-0.013241,-0.062294,0.063686,-0.229595,-0.973286,3.500000,0.080897,-0.625803,-0.775775,0.050107,0.779895,-0.623901,0.231662
N,581,-0.242245,-2.018419,-0.013218,-0.062185,0.063574,-0.235762,-0.971811,3.500000,0.080897,-0.625803,-0.775775,0.050107,0.779895,-0.623901,0.238003
N,600,-0.255483,-2.080693,-0.013238,-0.062274,0.063665,-0.241927,-0.970294,3.500000,0.080958,-0.624297,-0.776981,0.049950,0.781101,-0.622403,0.244352
N,618,-0.270888,-2.142480,-0.015405,-0.061787,0.063679,-0.248084,-0.968739,3.500000,0.080994,-0.623409,-0.777690,0.050250,0.781815,-0.621482,0.250702
N,636,-0.286260,-2.204132,-0.015372,-0.061652,0.063539,-0.254218,-0.967147,3.500000,0.081026,-0.622624,-0.778315,0.050168,0.782440,-0.620701,0.257039
N,654,-0.301653,-2.265868,-0.015393,-0.061737,0.063627,-0.260350,-0.965514,3.500000,0.081073,-0.621521,-0.779192,0.050054,0.783318,-0.619603,0.263385
N,672,-0.317061,-2.327670,-0.015409,-0.061801,0.063693,-0.266479,-0.963841,3.500000,0.081104,-0.620799,-0.779764,0.049979,0.783890,-0.618885,0.269738
N,690,-0.332452,-2.389396,-0.015390,-0.061727,0.063616,-0.272588,-0.962131,3.500000,0.081133,-0.620117,-0.780303,0.049908,0.784429,-0.618207,0.276082
N,709,-0.348910,-2.450818,-0.016458,-0.061422,0.063589,-0.278684,-0.960383,3.500000,0.081133,-0.620117,-0.780303,0.049908,0.784429,-0.618207,0.282424
