mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ,angle
J,436,-0.144027,-1.518955,-0.144027,-1.518955,1.525768,-0.186135,-0.982524,3.500000,0.013157,-0.003958,-0.999906,0.020411,0.999785,-0.003688,0.187227
J,527,-0.202539,-1.831618,-0.058512,-0.312664,0.318092,-0.217209,-0.976125,3.500000,0.025262,-0.026760,-0.999323,0.033074,0.999117,-0.025918,0.218954
J,618,-0.270835,-2.142266,-0.068296,-0.310648,0.318067,-0.248063,-0.968744,3.500000,0.044375,-0.072337,-0.996393,0.047291,0.996409,-0.070232,0.250680
J,709,-0.348914,-2.450835,-0.078079,-0.308568,0.318294,-0.278686,-0.960382,3.500000,0.058467,-0.105808,-0.992666,0.047433,0.993538,-0.103107,0.282426
J,799,-0.436586,-2.756582,-0.087672,-0.305748,0.318069,-0.309006,-0.951060,3.500000,0.056922,-0.126125,-0.990380,0.043426,0.991362,-0.123754,0.314148
J,890,-0.534909,-3.059202,-0.098323,-0.302620,0.318192,-0.339028,-0.940776,3.500000,0.045272,-0.133478,-0.990017,0.043796,0.990345,-0.131520,0.345883
J,981,-0.642681,-3.358561,-0.107772,-0.299358,0.318167,-0.368705,-0.929547,3.500000,0.029538,-0.132937,-0.990684,0.043640,0.990343,-0.131590,0.377616
J,1072,-0.759831,-3.654455,-0.117150,-0.295895,0.318242,-0.398021,-0.917376,3.500000,0.008152,-0.132153,-0.991196,0.043241,0.990348,-0.131684,0.409359
J,1163,-0.886177,-3.946424,-0.126346,-0.291969,0.318134,-0.426927,-0.904286,3.500000,-0.009159,-0.130297,-0.991433,0.042907,0.990510,-0.130572,0.441091
J,1254,-1.021625,-4.234266,-0.135447,-0.287842,0.318118,-0.455401,-0.890286,3.500000,-0.019156,-0.129895,-0.991343,0.042788,0.990510,-0.130613,0.472823
J,1345,-1.166013,-4.517651,-0.144389,-0.283384,0.318048,-0.483411,-0.875393,3.500000,-0.019357,-0.129888,-0.991340,0.042787,0.990510,-0.130615,0.504547
J,1436,-1.319278,-4.796445,-0.153264,-0.278795,0.318145,-0.510943,-0.859615,3.500000,-0.026172,-0.127847,-0.991448,0.043828,0.990688,-0.128906,0.536281
J,1527,-1.481194,-5.070240,-0.161916,-0.273795,0.318089,-0.537955,-0.842974,3.500000,-0.044405,-0.124494,-0.991226,0.047627,0.990813,-0.126575,0.568009
J,1618,-1.651684,-5.338899,-0.170490,-0.268659,0.318189,-0.564432,-0.825480,3.500000,-0.061573,-0.130011,-0.989599,0.048415,0.989924,-0.133066,0.599745
J,1709,-1.830599,-5.602165,-0.178915,-0.263266,0.318307,-0.590351,-0.807147,3.500000,-0.065091,-0.140731,-0.987906,0.047569,0.988442,-0.143942,0.631494
J,1799,-2.017588,-5.859534,-0.186989,-0.257369,0.318125,-0.615660,-0.788012,3.500000,-0.069003,-0.147486,-0.986654,0.047051,0.987430,-0.150893,0.663223
J,1890,-2.213476,-6.110260,-0.195887,-0.250726,0.318175,-0.640350,-0.768083,3.500000,-0.074677,-0.150203,-0.985831,0.046798,0.986974,-0.153922,0.694954
J,1981,-2.417146,-6.354714,-0.203670,-0.244454,0.318181,-0.664399,-0.747378,3.500000,-0.074677,-0.150203,-0.985831,0.046798,0.986974,-0.153922,0.726690
J,2072,-2.628392,-6.592648,-0.211247,-0.237934,0.318179,-0.687779,-0.725920,3.500000,-0.074697,-0.150966,-0.985713,0.043320,0.987050,-0.154453,0.758425
J,2163,-2.846900,-6.823715,-0.218508,-0.231067,0.318021,-0.710457,-0.703741,3.500000,-0.074812,-0.156452,-0.984848,0.037343,0.986484,-0.159548,0.790147
J,2254,-3.072652,-7.047901,-0.225752,-0.224186,0.318156,-0.732429,-0.680843,3.500000,-0.074916,-0.163511,-0.983693,0.029251,0.985680,-0.166069,0.821883
J,2345,-3.305341,-7.264891,-0.232689,-0.216990,0.318165,-0.753664,-0.657260,3.500000,-0.074918,-0.163752,-0.983653,0.022870,0.985883,-0.165865,0.853618
J,2436,-3.544755,-7.474483,-0.239414,-0.209592,0.318195,-0.774141,-0.633013,3.500000,-0.074914,-0.162823,-0.983807,0.022941,0.986037,-0.164939,0.885356
J,2527,-3.790570,-7.676400,-0.245816,-0.201917,0.318113,-0.793833,-0.608136,3.500000,-0.072030,-0.155567,-0.985196,0.027622,0.987072,-0.157883,0.917086
J,2618,-4.042667,-7.870542,-0.252097,-0.194142,0.318189,-0.812731,-0.582640,3.500000,-0.066543,-0.149743,-0.986483,0.030676,0.987900,-0.152027,0.948823
J,2709,-4.300710,-8.056648,-0.258043,-0.186107,0.318154,-0.830807,-0.556561,3.500000,-0.063939,-0.149803,-0.986646,0.030688,0.987906,-0.151983,0.980556
J,2799,-4.564494,-8.234573,-0.263783,-0.177925,0.318181,-0.848050,-0.529917,3.500000,-0.063939,-0.149803,-0.986646,0.030688,0.987906,-0.151983,1.012294
J,2890,-4.834298,-8.403164,-0.269804,-0.168591,0.318146,-0.864432,-0.502749,3.500000,-0.063939,-0.149803,-0.986646,0.030688,0.987906,-0.151983,1.044020
J,2981,-5.109284,-8.563211,-0.274986,-0.160048,0.318171,-0.879949,-0.475068,3.500000,-0.063939,-0.149803,-0.986646,0.030688,0.987906,-0.151983,1.075754
J,3072,-5.389117,-8.714519,-0.279833,-0.151307,0.318120,-0.894578,-0.446913,3.500000,-0.063632,-0.149810,-0.986665,0.030690,0.987907,-0.151978,1.107485
J,3163,-5.673566,-8.856963,-0.284450,-0.142445,0.318123,-0.908306,-0.418306,3.500000,-0.060806,-0.149871,-0.986834,0.025490,0.988108,-0.151635,1.139216
J,3254,-5.962359,-8.990407,-0.288793,-0.133444,0.318133,-0.921120,-0.389278,3.500000,-0.060806,-0.149871,-0.986834,0.023085,0.988188,-0.151499,1.170949
J,3345,-6.255160,-9.114697,-0.292801,-0.124290,0.318089,-0.933005,-0.359862,3.500000,-0.060544,-0.149875,-0.986849,0.023088,0.988188,-0.151495,1.202676
J,3436,-6.551825,-9.229771,-0.296665,-0.115073,0.318201,-0.943955,-0.330073,3.500000,-0.056048,-0.149944,-0.987104,0.023138,0.988198,-0.151424,1.234415
J,3527,-6.851802,-9.335415,-0.299977,-0.105644,0.318036,-0.953950,-0.299965,3.500000,-0.055736,-0.149950,-0.987122,0.023141,0.988199,-0.151420,1.266140
J,3618,-7.155223,-9.431667,-0.303421,-0.096252,0.318322,-0.962991,-0.269532,3.500000,-0.055726,-0.149095,-0.987251,0.023189,0.988328,-0.150566,1.297889
J,3709,-7.461366,-9.518297,-0.306143,-0.086630,0.318164,-0.971058,-0.238841,3.500000,-0.055697,-0.147002,-0.987567,0.023308,0.988641,-0.148476,1.329625
J,3799,-7.770045,-9.595259,-0.308679,-0.076962,0.318129,-0.978147,-0.207917,3.500000,-0.055697,-0.147002,-0.987567,0.023308,0.988641,-0.148476,1.361351
J,3890,-8.081251,-9.661409,-0.311206,-0.066151,0.318159,-0.984251,-0.176779,3.500000,-0.055697,-0.147002,-0.987567,0.023308,0.988641,-0.148476,1.393084
J,3981,-8.394505,-9.717775,-0.313253,-0.056366,0.318284,-0.989366,-0.145451,3.500000,-0.055689,-0.146403,-0.987656,0.023342,0.988730,-0.147878,1.424827
J,4072,-8.709158,-9.764238,-0.314653,-0.046463,0.318065,-0.993482,-0.113996,3.500000,-0.055689,-0.146403,-0.987656,0.023342,0.988730,-0.147878,1.456553
J,4163,-9.025187,-9.800805,-0.316029,-0.036567,0.318137,-0.996598,-0.082416,3.500000,-0.055689,-0.146403,-0.987656,0.023342,0.988730,-0.147878,1.488287
J,4254,-9.342108,-9.827420,-0.316921,-0.026615,0.318037,-0.998711,-0.050766,3.500000,-0.055689,-0.146403,-0.987656,0.023342,0.988730,-0.147878,1.520008
J,4345,-9.659879,-9.844078,-0.317771,-0.016658,0.318207,-0.999819,-0.019047,3.500000,-0.055689,-0.146403,-0.987656,0.023342,0.988730,-0.147878,1.551748
J,4436,-9.977896,-9.850743,-0.318017,-0.006665,0.318087,-0.999920,0.012681,3.500000,-0.055689,-0.146403,-0.987656,0.023342,0.988730,-0.147878,1.583478
