mode,path_radius,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,is_stopped,colliding,distance_from_line,distance_outside,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ
M,L,418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.054873,0.011843,-0.998423,-0.030712,0.999476,0.010168,
M,L,509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.048089,-0.076149,-0.995936,-0.025184,0.996680,-0.077421,
M,L,600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.031117,-0.181547,-0.982890,-0.023279,0.982968,-0.182298,
M,L,690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.000236,-0.256132,-0.966642,-0.017094,0.966502,-0.256090,
M,L,781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.039655,-0.327529,-0.944009,-0.014677,0.944841,-0.327201,
M,L,872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.073458,-0.367238,-0.927222,-0.015492,0.930042,-0.367127,
M,L,963,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.089750,-0.374577,-0.922842,-0.015911,0.927002,-0.374718,
M,L,1054,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.086794,-0.366695,-0.926284,-0.015094,0.930170,-0.366819,
M,L,1145,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.085205,-0.366730,-0.926417,-0.015086,0.930167,-0.366827,
M,L,1236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.085184,-0.368259,-0.925812,-0.015226,0.929563,-0.368350,
M,L,1327,0.000000,-0.117251,0.000000,-0.117251,0.117251,0.000000,-1.000000,0,0,0.004092,0.000000,1.289801,-0.085184,-0.368259,-0.925812,-0.015226,0.929563,-0.368350,
M,L,1418,0.000000,-0.266967,0.000000,-0.149716,0.149716,0.000000,-1.000000,0,0,0.009317,0.000000,1.646554,-0.085184,-0.368260,-0.925812,-0.015226,0.929563,-0.368350,
M,L,1509,0.000000,-0.416622,0.000000,-0.149655,0.149655,0.000000,-1.000000,0,0,0.016847,0.000000,1.646554,-0.084162,-0.368526,-0.925800,-0.015238,0.929464,-0.368598,
M,L,1599,0.000000,-0.566319,0.000000,-0.149696,0.149696,-0.013057,-0.999915,0,0,0.027290,0.000000,1.646554,-0.077970,-0.369969,-0.925767,-0.016946,0.928951,-0.369814,
M,L,1690,-0.001954,-0.715965,-0.001954,-0.149646,0.149659,-0.026109,-0.999659,0,0,0.036266,0.000000,1.646554,-0.077595,-0.370235,-0.925692,-0.019646,0.928879,-0.369863,
M,L,1781,-0.005863,-0.865645,-0.003909,-0.149680,0.149731,-0.040261,-0.999189,0,0,0.048024,0.000000,1.646554,-0.077338,-0.375303,-0.923670,-0.025585,0.926887,-0.374468,
M,L,1872,-0.011887,-1.015128,-0.006023,-0.149483,0.149604,-0.070099,-0.997540,0,0,0.057659,0.000000,1.646554,-0.076986,-0.381574,-0.921127,-0.027036,0.924328,-0.380640,
M,L,1963,-0.022034,-1.159537,-0.010148,-0.144409,0.144766,-0.099905,-0.994997,0,0,0.066342,0.000000,1.591669,-0.076937,-0.382417,-0.920781,-0.027106,0.923980,-0.381480,
M,L,2054,-0.035996,-1.298584,-0.013961,-0.139047,0.139746,-0.129615,-0.991564,0,0,0.071868,0.000000,1.536784,-0.076937,-0.382417,-0.920781,-0.027106,0.923979,-0.381480,
M,L,2145,-0.052808,-1.427198,-0.016812,-0.128614,0.129708,-0.159197,-0.987247,0,0,0.073899,0.000000,1.427014,-0.076937,-0.382417,-0.920781,-0.027106,0.923979,-0.381480,
M,L,2236,-0.070286,-1.535588,-0.017478,-0.108390,0.109791,-0.188647,-0.982045,0,0,0.075508,0.000000,1.207473,-0.076937,-0.382417,-0.920781,-0.027106,0.923979,-0.381480,
M,L,2327,-0.090977,-1.643296,-0.020690,-0.107708,0.109677,-0.217898,-0.975971,0,0,0.073836,0.000000,1.207473,-0.076937,-0.382417,-0.920781,-0.027106,0.923979,-0.381480,
M,L,2418,-0.114909,-1.750491,-0.023933,-0.107195,0.109834,-0.246996,-0.969016,0,0,0.068881,0.000000,1.207473,-0.076937,-0.382417,-0.920781,-0.027106,0.923979,-0.381480,
M,L,2509,-0.142048,-1.856961,-0.027138,-0.106470,0.109874,-0.275883,-0.961191,0,0,0.064438,0.000000,1.207473,-0.076937,-0.382417,-0.920781,-0.027106,0.923979,-0.381480,
M,L,2599,-0.172303,-1.962373,-0.030255,-0.105411,0.109667,-0.304470,-0.952522,0,0,0.056760,0.000000,1.207473,-0.076937,-0.382417,-0.920781,-0.027106,0.923979,-0.381480,
M,L,2690,-0.205725,-2.066931,-0.033422,-0.104558,0.109770,-0.332811,-0.942993,0,0,0.045808,0.000000,1.207473,-0.076937,-0.382417,-0.920781,-0.027106,0.923979,-0.381480,
M,L,2781,-0.242260,-2.170450,-0.036535,-0.103519,0.109777,-0.358123,-0.933674,0,0,0.034545,0.000000,1.207473,-0.076937,-0.382417,-0.920781,-0.027106,0.923979,-0.381480,
M,L,2872,-0.281562,-2.272918,-0.039303,-0.102467,0.109746,-0.373678,-0.927558,0,0,0.021199,0.000000,1.207473,-0.076937,-0.382417,-0.920781,-0.027106,0.923979,-0.381480,
M,L,2963,-0.322588,-2.374753,-0.041025,-0.101835,0.109788,-0.389135,-0.921180,0,0,0.006028,0.000000,1.207473,-0.076937,-0.382417,-0.920781,-0.027106,0.923979,-0.381480,
M,L,3054,-0.365303,-2.475871,-0.042715,-0.101118,0.109770,-0.404481,-0.914546,0,0,0.008853,0.000000,1.207473,-0.076937,-0.382417,-0.920781,-0.027106,0.923979,-0.381480,
M,L,3145,-0.409700,-2.576254,-0.044397,-0.100383,0.109763,-0.419713,-0.907657,0,0,0.023861,0.000000,1.207473,-0.076937,-0.382417,-0.920781,-0.027106,0.923979,-0.381480,
M,L,3236,-0.455762,-2.675866,-0.046062,-0.099612,0.109746,-0.434825,-0.900515,0,0,0.040682,0.000000,1.207473,-0.076937,-0.382417,-0.920781,-0.027106,0.923979,-0.381480,
M,L,3327,-0.503492,-2.774714,-0.047730,-0.098849,0.109769,-0.449818,-0.893120,0,0,0.058033,0.000000,1.207473,-0.076937,-0.382417,-0.920781,-0.027106,0.923979,-0.381480,
M,L,3418,-0.552883,-2.872780,-0.049391,-0.098066,0.109801,-0.464691,-0.885473,0,0,0.074702,0.000000,1.207473,-0.076937,-0.382417,-0.920781,-0.027106,0.923979,-0.381480,
M,L,3509,-0.606210,-2.974396,-0.053327,-0.101615,0.114758,-0.479429,-0.877581,0,0,0.094018,0.000000,1.262358,-0.076937,-0.382417,-0.920781,-0.027106,0.923979,-0.381480,
