mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ,angle
M,436,-0.144041,-1.519034,-0.144041,-1.519034,1.525848,-0.186142,-0.982523,3.500000,0.120964,-0.469706,-0.874496,0.019993,0.881939,-0.470938,0.187235
M,527,-0.202567,-1.831752,-0.058527,-0.312718,0.318148,-0.217222,-0.976122,3.500000,0.100375,-0.558153,-0.823644,0.030507,0.829162,-0.558175,0.218968
M,618,-0.270881,-2.142450,-0.068313,-0.310698,0.318119,-0.248081,-0.968739,3.500000,0.104915,-0.602030,-0.791551,0.029608,0.797482,-0.602617,0.250699
M,709,-0.348918,-2.450848,-0.078038,-0.308399,0.318119,-0.278687,-0.960382,3.500000,0.117152,-0.581523,-0.805051,0.037364,0.812640,-0.581567,0.282427
M,800,-0.436649,-2.756790,-0.087731,-0.305942,0.318272,-0.309027,-0.951053,3.500000,0.123132,-0.462727,-0.877908,0.007192,0.885033,-0.465473,0.314170
M,890,-0.534941,-3.059299,-0.098291,-0.302509,0.318077,-0.339037,-0.940773,3.500000,0.111366,-0.333238,-0.936242,-0.009618,0.941697,-0.336324,0.345893
M,981,-0.642711,-3.358643,-0.107771,-0.299344,0.318153,-0.368713,-0.929543,3.500000,0.100887,-0.234817,-0.966790,-0.028474,0.970668,-0.238730,0.377624
M,1072,-0.759856,-3.654517,-0.117145,-0.295874,0.318221,-0.398027,-0.917373,3.500000,0.088868,-0.219541,-0.971547,-0.028350,0.974454,-0.222791,0.409365
M,1163,-0.886182,-3.946434,-0.126326,-0.291917,0.318078,-0.426928,-0.904286,3.500000,0.080967,-0.203408,-0.975740,-0.030720,0.977980,-0.206424,0.441092
M,1254,-1.021674,-4.234367,-0.135492,-0.287933,0.318219,-0.455411,-0.890281,3.500000,0.072556,-0.194289,-0.978257,-0.030852,0.979936,-0.196910,0.472834
M,1345,-1.166117,-4.517846,-0.144443,-0.283478,0.318157,-0.483430,-0.875383,3.500000,0.059593,-0.186876,-0.980574,-0.032233,0.981448,-0.189001,0.504569
M,1436,-1.319411,-4.796676,-0.153294,-0.278831,0.318191,-0.510965,-0.859601,3.500000,0.037748,-0.171452,-0.984469,-0.031771,0.984467,-0.172670,0.536307
M,1527,-1.481279,-5.070377,-0.161868,-0.273701,0.317984,-0.537968,-0.842965,3.500000,0.014257,-0.151946,-0.988286,-0.024571,0.988035,-0.152262,0.568025
M,1618,-1.651823,-5.339105,-0.170544,-0.268728,0.318276,-0.564453,-0.825466,3.500000,-0.010166,-0.136063,-0.990648,-0.023262,0.990463,-0.135799,0.599770
M,1709,-1.830650,-5.602235,-0.178827,-0.263130,0.318146,-0.590358,-0.807141,3.500000,-0.027988,-0.127139,-0.991490,-0.021428,0.991727,-0.126565,0.631502
M,1800,-2.017699,-5.859678,-0.187049,-0.257442,0.318220,-0.615674,-0.788001,3.500000,-0.044517,-0.124557,-0.991213,-0.021277,0.992090,-0.123711,0.663241
M,1890,-2.213541,-6.110343,-0.195842,-0.250665,0.318099,-0.640358,-0.768076,3.500000,-0.059700,-0.125134,-0.990342,-0.021182,0.992047,-0.124072,0.694965
M,1981,-2.417202,-6.354781,-0.203661,-0.244439,0.318164,-0.664406,-0.747372,3.500000,-0.072200,-0.126925,-0.989281,-0.021146,0.991842,-0.125710,0.726699
M,2072,-2.628399,-6.592655,-0.211197,-0.237874,0.318101,-0.687780,-0.725920,3.500000,-0.078737,-0.121208,-0.989499,-0.020683,0.992566,-0.119937,0.758426
M,2163,-2.847046,-6.823866,-0.218647,-0.231211,0.318221,-0.710472,-0.703726,3.500000,-0.084334,-0.114712,-0.989813,-0.020134,0.993345,-0.113406,0.790168
M,2254,-3.072712,-7.047959,-0.225666,-0.224093,0.318030,-0.732435,-0.680837,3.500000,-0.090038,-0.102557,-0.990644,-0.018983,0.994680,-0.101249,0.821891
M,2345,-3.305423,-7.264965,-0.232711,-0.217006,0.318192,-0.753671,-0.657252,3.500000,-0.097324,-0.091307,-0.991056,-0.017877,0.995782,-0.089987,0.853630
M,2436,-3.544843,-7.474557,-0.239419,-0.209592,0.318199,-0.774148,-0.633004,3.500000,-0.102096,-0.084509,-0.991178,-0.017175,0.996386,-0.083184,0.885368
M,2527,-3.790667,-7.676475,-0.245824,-0.201918,0.318120,-0.793840,-0.608126,3.500000,-0.102553,-0.078287,-0.991642,-0.017067,0.996890,-0.076936,0.917098
M,2618,-4.042812,-7.870646,-0.252145,-0.194171,0.318245,-0.812741,-0.582625,3.500000,-0.138899,-0.068976,-0.987902,-0.008336,0.997618,-0.068482,0.948841
M,2709,-4.300803,-8.056711,-0.257991,-0.186065,0.318088,-0.830813,-0.556551,3.500000,-0.262523,-0.046930,-0.963784,0.052251,0.996660,-0.062763,0.980567
M,2800,-4.564507,-8.234581,-0.263703,-0.177870,0.318084,-0.848050,-0.529916,3.500000,-0.492991,-0.001603,-0.870033,0.112861,0.991431,-0.065778,1.012295
M,2890,-4.834320,-8.403178,-0.269813,-0.168597,0.318157,-0.864434,-0.502748,3.500000,-0.688992,0.055318,-0.722655,0.143817,0.987690,-0.061512,1.044023
M,2981,-5.109416,-8.563288,-0.275096,-0.160110,0.318297,-0.879956,-0.475056,3.500000,-0.793786,0.082849,-0.602528,0.150285,0.986677,-0.062319,1.075770
M,3072,-5.389211,-8.714568,-0.279795,-0.151280,0.318074,-0.894582,-0.446903,3.500000,-0.872959,0.095947,-0.478264,0.145214,0.987128,-0.067021,1.107495
M,3163,-5.673751,-8.857053,-0.284540,-0.142485,0.318222,-0.908314,-0.418288,3.500000,-0.923313,0.085732,-0.374358,0.125662,0.988549,-0.083543,1.139237
M,3254,-5.962520,-8.990479,-0.288769,-0.133426,0.318104,-0.921127,-0.389261,3.500000,-0.939477,0.056837,-0.337864,0.095388,0.990544,-0.098605,1.170966
M,3345,-6.255353,-9.114776,-0.292833,-0.124297,0.318121,-0.933013,-0.359843,3.500000,-0.939141,0.016548,-0.343132,0.053371,0.993739,-0.098150,1.202696
M,3436,-6.551986,-9.229829,-0.296632,-0.115053,0.318163,-0.943961,-0.330057,3.500000,-0.931525,-0.011946,-0.363481,0.022331,0.995696,-0.089952,1.234432
M,3527,-6.851981,-9.335473,-0.299995,-0.105644,0.318053,-0.953956,-0.299947,3.500000,-0.926943,-0.019557,-0.374693,0.012533,0.996469,-0.083018,1.266159
M,3618,-7.155343,-9.431701,-0.303361,-0.096228,0.318258,-0.962995,-0.269521,3.500000,-0.909395,-0.045897,-0.413394,-0.014647,0.996810,-0.078453,1.297901
M,3709,-7.461301,-9.518281,-0.305959,-0.086580,0.317973,-0.971057,-0.238847,3.500000,-0.853605,-0.114552,-0.508170,-0.081277,0.992862,-0.087287,1.329618
M,3800,-7.770212,-9.595296,-0.308910,-0.077015,0.318366,-0.978150,-0.207901,3.500000,-0.788358,-0.246206,-0.563804,-0.179936,0.968633,-0.171388,1.361368
M,3890,-8.081399,-9.661441,-0.311187,-0.066145,0.318139,-0.984253,-0.176764,3.500000,-0.705042,-0.416735,-0.573801,-0.308813,0.908794,-0.280585,1.393099
M,3981,-8.394461,-9.717767,-0.313062,-0.056326,0.318088,-0.989365,-0.145455,3.500000,-0.682729,-0.411505,-0.603775,-0.294433,0.911211,-0.288104,1.424823
M,4072,-8.709134,-9.764235,-0.314673,-0.046468,0.318086,-0.993481,-0.113997,3.500000,-0.638117,-0.405005,-0.654811,-0.267269,0.914105,-0.304925,1.456550
M,4163,-9.025365,-9.800824,-0.316231,-0.036590,0.318341,-0.996599,-0.082398,3.500000,-0.570856,-0.387030,-0.724108,-0.250520,0.921978,-0.295290,1.488305
M,4254,-9.342391,-9.827440,-0.317026,-0.026616,0.318141,-0.998712,-0.050737,3.500000,-0.464918,-0.333111,-0.820298,-0.214544,0.941293,-0.260649,1.520037
M,4345,-9.659963,-9.844081,-0.317572,-0.016641,0.318007,-0.999819,-0.019039,3.500000,-0.346603,-0.274914,-0.896822,-0.202627,0.955458,-0.214577,1.551756
M,4436,-9.978084,-9.850743,-0.318121,-0.006662,0.318191,-0.999919,0.012700,3.500000,-0.275266,-0.208494,-0.938487,-0.172498,0.971068,-0.165137,1.583497
M,4527,-10.296323,-9.847405,-0.318239,0.003338,0.318257,-0.999013,0.044431,3.500000,-0.269762,-0.146460,-0.951724,-0.123999,0.985420,-0.116498,1.615242
M,4618,-10.614020,-9.834088,-0.317698,0.013317,0.317977,-0.997102,0.076085,3.500000,-0.237666,-0.084869,-0.967632,-0.124715,0.990597,-0.056251,1.646955
M,4709,-10.931389,-9.810781,-0.317369,0.023308,0.318223,-0.994184,0.107690,3.500000,-0.195924,-0.032484,-0.980081,-0.156285,0.987711,-0.001495,1.678695
M,4800,-11.247836,-9.777518,-0.316447,0.033262,0.318191,-0.990267,0.139181,3.500000,-0.182893,0.024584,-0.982825,-0.149184,0.987417,0.052461,1.710431
M,4890,-11.562957,-9.733231,-0.315121,0.044288,0.318218,-0.985352,0.170533,3.500000,-0.185630,0.063977,-0.980535,-0.104345,0.990952,0.084411,1.742167
M,4981,-11.876306,-9.679103,-0.313349,0.054128,0.317989,-0.979448,0.201694,3.500000,-0.196327,0.047060,-0.979409,-0.042821,0.997483,0.056512,1.773884
M,5072,-12.187995,-9.615124,-0.311689,0.063979,0.318188,-0.972555,0.232671,3.500000,-0.209505,0.026956,-0.977436,0.003925,0.999635,0.026726,1.805619
M,5163,-12.497553,-9.541377,-0.309558,0.073747,0.318221,-0.964682,0.263420,3.500000,-0.218956,0.030014,-0.975273,0.042429,0.998874,0.021214,1.837362
M,5254,-12.804595,-9.457952,-0.307042,0.083425,0.318174,-0.955837,0.293898,3.500000,-0.203964,0.037936,-0.978243,0.071551,0.997154,0.023750,1.869098
M,5345,-13.108744,-9.364963,-0.304149,0.092990,0.318046,-0.946033,0.324068,3.500000,-0.173614,0.035101,-0.984188,0.066787,0.997484,0.023794,1.900822
M,5436,-13.410005,-9.262403,-0.301261,0.102559,0.318240,-0.935271,0.353931,3.500000,-0.160509,0.041911,-0.986144,0.055702,0.997890,0.033344,1.932567
