mode,path_radius,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,is_stopped,colliding,distance_from_line,distance_outside,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ
N,L,309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.072603,0.162190,-0.984085,-0.088208,0.983867,0.155647,
N,L,363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.072603,0.162190,-0.984085,-0.088208,0.983867,0.155647,
N,L,390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.072603,0.162190,-0.984085,-0.088208,0.983867,0.155647,
N,L,409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.072603,0.162190,-0.984085,-0.088208,0.983867,0.155647,
N,L,427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.072603,0.162190,-0.984085,-0.088208,0.983867,0.155647,
N,L,445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.072603,0.162190,-0.984085,-0.088208,0.983867,0.155647,
N,L,463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.072896,0.162198,-0.984062,-0.088213,0.983869,0.155631,
N,L,481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.074168,0.162228,-0.983962,-0.088237,0.983877,0.155562,
N,L,499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.075435,0.162256,-0.983861,-0.088261,0.983886,0.155493,
N,L,518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.075795,0.162264,-0.983832,-0.088268,0.983889,0.155474,
N,L,536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.075795,0.162264,-0.983832,-0.088268,0.983889,0.155474,
N,L,554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.075795,0.162264,-0.983832,-0.088268,0.983889,0.155474,
N,L,572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.075795,0.162264,-0.983832,-0.088268,0.983889,0.155474,
N,L,590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.075795,0.162264,-0.983832,-0.088268,0.983889,0.155474,
N,L,609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.075795,0.162264,-0.983832,-0.088268,0.983889,0.155474,
N,L,627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.075795,0.162264,-0.983832,-0.088268,0.983889,0.155474,
N,L,645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.075934,0.158278,-0.984470,-0.087517,0.984569,0.151544,
N,L,663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.076073,0.154183,-0.985109,-0.086796,0.985246,0.147502,
N,L,681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.076162,0.151466,-0.985524,-0.086263,0.985690,0.144825,
N,L,699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.075939,0.148836,-0.985942,-0.085737,0.986110,0.142257,
N,L,718,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.074233,0.141834,-0.987103,-0.084153,0.987195,0.135518,
N,L,736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.071187,0.132088,-0.988679,-0.081383,0.988657,0.126226,
N,L,754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.066605,0.119471,-0.990601,-0.076492,0.990496,0.114315,
N,L,772,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.063287,0.110448,-0.991865,-0.072497,0.991740,0.105808,
N,L,790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.060332,0.102478,-0.992904,-0.069301,0.992746,0.098251,
N,L,809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.052361,0.080200,-0.995403,-0.061491,0.995137,0.076944,
N,L,827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.043498,0.051825,-0.997708,-0.053785,0.997327,0.049461,
N,L,845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.043498,0.051825,-0.997708,-0.053785,0.997327,0.049461,
N,L,863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.028907,-0.003202,-0.999577,-0.041644,0.999123,-0.004406,
N,L,881,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.024391,-0.021441,-0.999473,-0.038476,0.999009,-0.022370,
N,L,899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.024391,-0.021441,-0.999473,-0.038476,0.999009,-0.022370,
