time_stamp,trial_index,slot,mode,size_index,targetRadius,targetX,targetY,userX,userY,distance_from_center,elaspedTime,is_hit
1272,0,s0,J,2,L,0.000000,4.803545,0.012544,4.745993,0.057224,1272,1
2727,1,s8,J,2,L,-0.291500,2.030108,-0.294507,2.005867,0.023621,1454,1
3909,2,s1,J,2,L,0.570260,4.682333,0.576400,4.645414,0.036629,1181,1
5181,3,s9,J,2,L,-0.824097,2.267236,-0.796155,2.374183,0.108051,1272,1
6363,4,s2,J,2,L,1.041917,4.339654,1.046957,4.262491,0.076488,1181,1
7545,5,s10,J,2,L,-1.214200,2.700489,-1.113667,2.727382,0.102117,1181,1
8636,6,s3,J,2,L,1.333417,3.834761,1.331295,3.834034,0.002145,1090,1
9818,7,s11,J,2,L,-1.394357,3.254955,-1.372320,3.242879,0.024751,1181,1
11090,8,s4,J,2,L,1.394357,3.254955,1.355425,3.249212,0.037841,1272,1
12363,9,s12,J,2,L,-1.333417,3.834761,-1.302848,3.783208,0.059172,1272,1
13545,10,s5,J,2,L,1.214200,2.700489,1.091134,2.680859,0.121567,1181,1
14545,11,s13,J,2,L,-1.041917,4.339654,-0.937200,4.250368,0.134833,1000,1
15818,12,s6,J,2,L,0.824097,2.267236,0.713250,2.386383,0.157241,1272,0
16545,12,s6,J,2,L,0.824097,2.267236,0.789154,2.245841,0.040918,2000,1
17636,13,s14,J,2,L,-0.570260,4.682333,-0.599874,4.645683,0.046668,1090,1
18909,14,s7,J,2,L,0.291500,2.030108,0.271388,2.076809,0.049073,1272,1
20181,15,s0,J,2,L,0.000000,4.803545,-0.066220,4.694631,0.124169,1272,1
21363,16,s8,J,2,L,-0.291500,2.030108,-0.295273,2.060904,0.030071,1181,1
22363,17,s1,J,2,L,0.570260,4.682333,0.573300,4.681076,0.003285,1000,1
23454,18,s9,J,2,L,-0.824097,2.267236,-0.861567,2.265974,0.037226,1090,1
24545,19,s2,J,2,L,1.041917,4.339654,0.998350,4.224977,0.119174,1090,1
25727,20,s10,J,2,L,-1.214200,2.700489,-1.168074,2.664266,0.058573,1181,1
26727,21,s3,J,2,L,1.333417,3.834761,1.241278,3.842317,0.089257,999,1
27999,22,s11,J,2,L,-1.394357,3.254955,-1.391963,3.314804,0.059884,1272,1
29272,23,s4,J,2,L,1.394357,3.254955,1.464233,3.161460,0.114192,1272,1
30545,24,s12,J,2,L,-1.333417,3.834761,-1.217501,3.712221,0.166172,1272,0
