mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ,angle
M,445,-0.149541,-1.550228,-0.149541,-1.550228,1.557424,-0.189246,-0.981930,3.500000,0.889681,0.228825,-0.395104,-0.147762,0.963079,0.225043,0.190394
M,536,-0.209140,-1.862673,-0.059599,-0.312445,0.318079,-0.220299,-0.975432,3.500000,0.898728,0.226495,-0.375485,-0.156951,0.965701,0.206852,0.222121
M,627,-0.278528,-2.173123,-0.069389,-0.310450,0.318110,-0.251134,-0.967952,3.500000,0.867544,0.226267,-0.442911,-0.156530,0.969484,0.188676,0.253851
M,718,-0.357668,-2.481363,-0.079140,-0.308241,0.318238,-0.281726,-0.959495,3.500000,0.750747,0.219267,-0.623138,-0.134316,0.974268,0.181000,0.285593
M,809,-0.446441,-2.786925,-0.088773,-0.305561,0.318195,-0.312030,-0.950072,3.500000,0.555669,0.183556,-0.810888,-0.082175,0.982674,0.166131,0.317329
M,899,-0.544763,-3.089530,-0.098322,-0.302605,0.318178,-0.342017,-0.939693,3.500000,0.347252,0.133870,-0.928168,-0.032970,0.990889,0.130581,0.349063
M,990,-0.653591,-3.388536,-0.108828,-0.299006,0.318195,-0.371660,-0.928369,3.500000,0.191091,0.090788,-0.977365,-0.000938,0.995730,0.092311,0.380797
M,1081,-0.771713,-3.683863,-0.118121,-0.295327,0.318074,-0.400921,-0.916113,3.500000,0.043351,0.015316,-0.998942,0.035908,0.999213,0.016879,0.412522
M,1172,-0.899065,-3.975370,-0.127352,-0.291507,0.318112,-0.429782,-0.902933,3.500000,-0.071717,-0.057684,-0.995756,0.038800,0.997409,-0.060574,0.444252
M,1263,-1.035573,-4.262864,-0.136508,-0.287494,0.318256,-0.458224,-0.888836,3.500000,-0.164243,-0.105530,-0.980759,0.014288,0.993902,-0.109337,0.475997
M,1354,-1.180948,-4.545739,-0.145375,-0.282875,0.318044,-0.486186,-0.873855,3.500000,-0.266544,-0.207546,-0.941211,-0.016058,0.977361,-0.210970,0.507720
M,1445,-1.335173,-4.823977,-0.154225,-0.278238,0.318122,-0.513666,-0.857990,3.500000,-0.314931,-0.264195,-0.911603,-0.034299,0.963017,-0.267247,0.539452
