mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ
J,15654,-33.864998,12.809394,-0.292324,-0.125295,0.318044,-0.905636,-0.424060,3.500000,0.827323,-0.066510,0.557775,0.112751,0.992419,-0.048901,
J,15745,-34.153378,12.674919,-0.288380,-0.134475,0.318192,-0.891724,-0.452584,3.500000,0.843053,-0.070561,0.533182,0.116146,0.991850,-0.052385,
J,15836,-34.437378,12.531455,-0.284000,-0.143464,0.318179,-0.876911,-0.480651,3.500000,0.878414,-0.087117,0.469893,0.123283,0.991273,-0.046685,
J,15927,-34.716633,12.379197,-0.279255,-0.152258,0.318066,-0.861225,-0.508224,3.500000,0.954987,-0.129069,0.267097,0.149431,0.987112,-0.057278,
J,16018,-34.991013,12.218221,-0.274380,-0.160976,0.318116,-0.844666,-0.535295,3.500000,0.981243,-0.178931,-0.071737,0.174924,0.982827,-0.058759,
J,16109,-35.260254,12.048667,-0.269241,-0.169554,0.318181,-0.827259,-0.561822,3.500000,0.855515,-0.186742,-0.482931,0.189399,0.980924,-0.043786,
J,16200,-35.524014,11.870760,-0.263760,-0.177907,0.318151,-0.809013,-0.587789,3.500000,0.736958,-0.165505,-0.655363,0.200876,0.979382,-0.021446,
J,16290,-35.781490,11.683691,-0.257477,-0.187069,0.318259,-0.789959,-0.613160,3.500000,0.671520,-0.177989,-0.719292,0.219116,0.975008,-0.036702,
J,16381,-36.032848,11.488717,-0.251358,-0.194974,0.318113,-0.770107,-0.637916,3.500000,0.665014,-0.185203,-0.723502,0.225422,0.973357,-0.041963,
J,16472,-36.277977,11.285926,-0.245129,-0.202791,0.318139,-0.749477,-0.662031,3.500000,0.676208,-0.166800,-0.717579,0.208868,0.977472,-0.030386,
J,16563,-36.516670,11.075485,-0.238693,-0.210441,0.318213,-0.728092,-0.685479,3.500000,0.682716,-0.162504,-0.712384,0.201375,0.979044,-0.030344,
J,16654,-36.748619,10.857665,-0.231949,-0.217820,0.318192,-0.705975,-0.708238,3.500000,0.692968,-0.188119,-0.695993,0.217505,0.974929,-0.046952,
J,16745,-36.973507,10.632773,-0.224888,-0.224892,0.318042,-0.683151,-0.730275,3.500000,0.719304,-0.197224,-0.666112,0.221135,0.973982,-0.049585,
J,16836,-37.191383,10.400750,-0.217876,-0.232023,0.318284,-0.659630,-0.751592,3.500000,0.752262,-0.188650,-0.631279,0.208337,0.977079,-0.043724,
J,16927,-37.401691,10.162195,-0.210308,-0.238555,0.318022,-0.635460,-0.772133,3.500000,0.825342,-0.203241,-0.526787,0.203787,0.977309,-0.057776,
J,17018,-37.604450,9.917101,-0.202759,-0.245094,0.318092,-0.610649,-0.791901,3.500000,0.878205,-0.208384,-0.430502,0.201587,0.977510,-0.061933,
J,17109,-37.799507,9.665633,-0.195057,-0.251468,0.318250,-0.585201,-0.810887,3.500000,0.911404,-0.173747,-0.373034,0.170385,0.984471,-0.042246,
J,17200,-37.986469,9.408297,-0.186962,-0.257337,0.318083,-0.559189,-0.829040,3.500000,0.933812,-0.149103,-0.325213,0.144274,0.988767,-0.039061,
J,17290,-38.164413,9.144486,-0.177944,-0.263810,0.318214,-0.532608,-0.846362,3.500000,0.950779,-0.132753,-0.279995,0.124774,0.991108,-0.046215,
J,17381,-38.333973,8.875226,-0.169559,-0.269260,0.318201,-0.505478,-0.862840,3.500000,0.958541,-0.075784,-0.274691,0.070231,0.997079,-0.030011,
J,17472,-38.494984,8.600783,-0.161011,-0.274443,0.318187,-0.477844,-0.878445,3.500000,0.953333,-0.009532,-0.301772,0.009090,0.999955,-0.002869,
J,17563,-38.647228,8.321545,-0.152245,-0.279239,0.318045,-0.449741,-0.893158,3.500000,0.944050,0.035021,-0.327939,-0.033814,0.999384,0.009384,
J,17654,-38.790665,8.037587,-0.143436,-0.283957,0.318129,-0.421177,-0.906978,3.500000,0.909430,0.081583,-0.407776,-0.078703,0.996613,0.023865,
J,17745,-38.925148,7.749178,-0.134483,-0.288409,0.318223,-0.392178,-0.919889,3.500000,0.867780,0.096133,-0.487562,-0.089431,0.995303,0.037074,
J,17836,-39.050442,7.456837,-0.125294,-0.292341,0.318059,-0.362804,-0.931865,3.500000,0.818298,0.103805,-0.565344,-0.091535,0.994540,0.050120,
J,17927,-39.166531,7.160615,-0.116089,-0.296222,0.318157,-0.333057,-0.942906,3.500000,0.783520,0.103469,-0.612692,-0.087374,0.994587,0.056226,
J,18018,-39.273254,6.860889,-0.106724,-0.299726,0.318160,-0.302967,-0.953001,3.500000,0.763613,0.094470,-0.638726,-0.078484,0.995484,0.053405,
J,18109,-39.370499,6.558012,-0.097244,-0.302877,0.318105,-0.278687,-0.960382,3.500000,0.739472,0.071408,-0.669389,-0.051944,0.997446,0.049022,
J,18200,-39.458221,6.252092,-0.087723,-0.305921,0.318249,-0.309017,-0.951056,3.500000,0.783791,0.039517,-0.619766,-0.020300,0.999070,0.038029,
J,18290,-39.556561,5.949428,-0.098339,-0.302664,0.318239,-0.339054,-0.940768,3.500000,0.942467,-0.000942,-0.334298,0.005661,0.999897,0.013143,
J,18381,-39.664352,5.650050,-0.107792,-0.299378,0.318192,-0.368729,-0.929538,3.500000,0.997026,-0.020354,0.074333,0.021523,0.999656,-0.014958,
J,18472,-39.781433,5.354343,-0.117081,-0.295707,0.318042,-0.398022,-0.917375,3.500000,0.922441,0.001007,0.386138,0.019039,0.998662,-0.048085,
J,18563,-39.907818,5.062296,-0.126385,-0.292047,0.318221,-0.426941,-0.904280,3.500000,0.798907,0.014982,0.601268,0.042251,0.995822,-0.080951,
J,18654,-40.043282,4.774431,-0.135464,-0.287865,0.318145,-0.455414,-0.890279,3.500000,0.733658,0.004612,0.679504,0.068592,0.994367,-0.080809,
J,18745,-40.187737,4.490933,-0.144455,-0.283498,0.318180,-0.483437,-0.875380,3.500000,0.719271,-0.004412,0.694716,0.075297,0.994584,-0.071642,
J,18836,-40.340942,4.212259,-0.153206,-0.278674,0.318011,-0.510956,-0.859606,3.500000,0.707754,-0.007103,0.706423,0.078515,0.994545,-0.068662,
J,18927,-40.502937,3.938347,-0.161995,-0.273913,0.318230,-0.537983,-0.842955,3.500000,0.695809,-0.014935,0.718072,0.087254,0.994136,-0.063871,
J,19018,-40.673321,3.669868,-0.170383,-0.268479,0.317980,-0.564438,-0.825475,3.500000,0.713335,-0.021197,0.700503,0.087344,0.994438,-0.058852,
J,19109,-40.852188,3.406673,-0.178867,-0.263195,0.318222,-0.590347,-0.807148,3.500000,0.799386,-0.047225,0.598959,0.097074,0.993960,-0.051188,
J,19200,-41.039227,3.149235,-0.187038,-0.257438,0.318210,-0.615673,-0.788003,3.500000,0.932067,-0.100118,0.348178,0.118976,0.992343,-0.033152,
J,19290,-41.235130,2.898496,-0.195904,-0.250739,0.318195,-0.640362,-0.768075,3.500000,0.985546,-0.155752,-0.066635,0.154077,0.987615,-0.029608,
J,19381,-41.438789,2.654063,-0.203659,-0.244434,0.318158,-0.664406,-0.747372,3.500000,0.882788,-0.177054,-0.435129,0.182258,0.982789,-0.030134,
J,19472,-41.650021,2.416148,-0.211231,-0.237914,0.318154,-0.687782,-0.725916,3.500000,0.617698,-0.159424,-0.770087,0.200810,0.978749,-0.041549,
J,19563,-41.868622,2.184986,-0.218601,-0.231163,0.318155,-0.710472,-0.703727,3.500000,0.346474,-0.129933,-0.929017,0.199302,0.977946,-0.062447,
J,19654,-42.094345,1.960838,-0.225723,-0.224148,0.318109,-0.732437,-0.680835,3.500000,0.158409,-0.120935,-0.979940,0.201992,0.975450,-0.087729,
J,19745,-42.326984,1.743898,-0.232639,-0.216939,0.318094,-0.753666,-0.657256,3.500000,0.035244,-0.111063,-0.993188,0.187410,0.976910,-0.102592,
J,19836,-42.566456,1.534261,-0.239471,-0.209637,0.318268,-0.774151,-0.633000,3.500000,-0.078254,-0.103008,-0.991598,0.153853,0.981484,-0.114099,
J,19927,-42.812233,1.332381,-0.245777,-0.201880,0.318060,-0.793842,-0.608125,3.500000,-0.195206,-0.118246,-0.973608,0.124025,0.981760,-0.144102,
J,20018,-43.064312,1.138259,-0.252079,-0.194122,0.318162,-0.812733,-0.582636,3.500000,-0.273620,-0.141795,-0.951329,0.100650,0.979423,-0.174931,
J,20109,-43.322411,0.952116,-0.258099,-0.186143,0.318220,-0.830814,-0.556547,3.500000,-0.329548,-0.164465,-0.929704,0.075351,0.976988,-0.199539,
J,20200,-43.586128,0.774241,-0.263718,-0.177876,0.318099,-0.848053,-0.529914,3.500000,-0.370508,-0.185368,-0.910144,0.046175,0.974996,-0.217373,
J,20290,-43.856007,0.605602,-0.269878,-0.168639,0.318235,-0.864441,-0.502737,3.500000,-0.393924,-0.201019,-0.896892,0.029268,0.972553,-0.230832,
J,20381,-44.130970,0.445573,-0.274963,-0.160029,0.318142,-0.879955,-0.475058,3.500000,-0.408394,-0.210407,-0.888225,0.017359,0.971105,-0.238021,
J,20472,-44.410793,0.294276,-0.279823,-0.151297,0.318107,-0.894581,-0.446904,3.500000,-0.429626,-0.218152,-0.876260,0.001922,0.970157,-0.242470,
J,20563,-44.695320,0.151797,-0.284527,-0.142479,0.318207,-0.908314,-0.418291,3.500000,-0.453228,-0.226755,-0.862071,-0.014848,0.968890,-0.247046,
J,20654,-44.984043,0.018391,-0.288723,-0.133406,0.318054,-0.921124,-0.389268,3.500000,-0.480291,-0.235372,-0.844938,-0.031802,0.967361,-0.251397,
J,20745,-45.276928,-0.105929,-0.292885,-0.124320,0.318178,-0.933014,-0.359843,3.500000,-0.513779,-0.241876,-0.823120,-0.049275,0.966170,-0.253155,
J,20836,-45.573505,-0.220963,-0.296577,-0.115034,0.318106,-0.943958,-0.330062,3.500000,-0.548097,-0.242816,-0.800394,-0.063791,0.966282,-0.249459,
J,20927,-45.873631,-0.326651,-0.300125,-0.105688,0.318190,-0.953957,-0.299942,3.500000,-0.576835,-0.242221,-0.780122,-0.076519,0.966848,-0.243618,
J,21018,-46.176933,-0.422860,-0.303303,-0.096210,0.318196,-0.962994,-0.269519,3.500000,-0.598264,-0.243546,-0.763390,-0.087599,0.966860,-0.239808,
J,21109,-46.482964,-0.509457,-0.306030,-0.086597,0.318046,-0.971058,-0.238839,3.500000,-0.625368,-0.250397,-0.739064,-0.106583,0.965651,-0.236979,
J,21200,-46.791836,-0.586461,-0.308872,-0.077004,0.318326,-0.978149,-0.207897,3.500000,-0.655354,-0.257250,-0.710165,-0.125533,0.964234,-0.233440,
J,21290,-47.102932,-0.652587,-0.311096,-0.066126,0.318046,-0.984253,-0.176770,3.500000,-0.680204,-0.264102,-0.683793,-0.138608,0.962352,-0.233810,
J,21381,-47.416142,-0.708941,-0.313210,-0.056354,0.318239,-0.989365,-0.145445,3.500000,-0.706598,-0.276509,-0.651354,-0.158077,0.958911,-0.235587,
J,21472,-47.730812,-0.755404,-0.314671,-0.046463,0.318082,-0.993481,-0.113989,3.500000,-0.731370,-0.291729,-0.616435,-0.181923,0.954592,-0.235919,
J,21563,-48.046841,-0.791970,-0.316029,-0.036565,0.318137,-0.996597,-0.082411,3.500000,-0.752264,-0.307858,-0.582513,-0.205761,0.949675,-0.236180,
J,21654,-48.363976,-0.818598,-0.317135,-0.026628,0.318251,-0.998711,-0.050736,3.500000,-0.768411,-0.327696,-0.549691,-0.231540,0.943120,-0.238567,
J,21745,-48.681580,-0.835239,-0.317604,-0.016641,0.318040,-0.999821,-0.019033,3.500000,-0.776504,-0.350058,-0.523928,-0.262092,0.935576,-0.236654,
J,21836,-48.999664,-0.841900,-0.318085,-0.006661,0.318154,-0.999920,0.012698,3.500000,-0.778462,-0.373170,-0.504719,-0.288571,0.926842,-0.240189,
J,21927,-49.317684,-0.838570,-0.318020,0.003330,0.318037,-0.999012,0.044406,3.500000,-0.776374,-0.416883,-0.472708,-0.331509,0.907977,-0.256279,
J,22018,-49.635693,-0.825240,-0.318008,0.013330,0.318288,-0.997101,0.076095,3.500000,-0.759883,-0.479120,-0.439342,-0.386409,0.876400,-0.287420,
J,22109,-49.952972,-0.801938,-0.317280,0.023302,0.318134,-0.994183,0.107691,3.500000,-0.726691,-0.573024,-0.378899,-0.470972,0.817102,-0.332458,
J,22200,-50.269463,-0.768670,-0.316490,0.033269,0.318234,-0.990265,0.139185,3.500000,-0.714031,-0.605310,-0.351795,-0.501608,0.792848,-0.346096,
J,22290,-50.584541,-0.724388,-0.315079,0.044282,0.318175,-0.985352,0.170535,3.500000,-0.652803,-0.724853,-0.220085,-0.619583,0.678057,-0.395419,
J,22381,-50.898060,-0.670229,-0.313519,0.054159,0.318162,-0.979446,0.201710,3.500000,-0.621337,-0.766878,-0.160745,-0.669461,0.626179,-0.399651,
J,22472,-51.209724,-0.606250,-0.311665,0.063979,0.318164,-0.972553,0.232684,3.500000,-0.592056,-0.797423,-0.116564,-0.709885,0.584504,-0.392961,
J,22563,-51.519234,-0.532510,-0.309509,0.073740,0.318172,-0.964680,0.263428,3.500000,-0.570980,-0.816882,-0.081765,-0.739314,0.554937,-0.381391,
J,22654,-51.826141,-0.449121,-0.306908,0.083390,0.318035,-0.955837,0.293894,3.500000,-0.557115,-0.828772,-0.052540,-0.761365,0.535017,-0.366170,
J,22745,-52.130440,-0.356084,-0.304298,0.093036,0.318203,-0.946030,0.324079,3.500000,-0.547656,-0.836301,-0.025970,-0.778983,0.520958,-0.348980,
J,22836,-52.431557,-0.253573,-0.301117,0.102511,0.318088,-0.935272,0.353928,3.500000,-0.537899,-0.842992,0.005384,-0.794801,0.505000,-0.336551,
J,22927,-52.729294,-0.141660,-0.297737,0.111913,0.318075,-0.923573,0.383419,3.500000,-0.529585,-0.847482,0.036232,-0.806981,0.490194,-0.329380,
J,23018,-53.023468,-0.020407,-0.294174,0.121253,0.318184,-0.910942,0.412530,3.500000,-0.525678,-0.848527,0.060531,-0.815469,0.482379,-0.319875,
J,23109,-53.313663,0.110013,-0.290195,0.130419,0.318155,-0.897400,0.441220,3.500000,-0.523954,-0.848150,0.078189,-0.820972,0.478437,-0.311614,
J,23199,-53.599598,0.249472,-0.285934,0.139459,0.318131,-0.882950,0.469469,3.500000,-0.518728,-0.849618,0.095237,-0.827723,0.471205,-0.304698,
J,23290,-53.880604,0.398883,-0.281006,0.149411,0.318258,-0.867603,0.497255,3.500000,-0.510057,-0.855096,0.093023,-0.831806,0.462831,-0.306410,
J,23381,-54.156609,0.556956,-0.276005,0.158073,0.318065,-0.851395,0.524523,3.500000,-0.494401,-0.865805,0.077130,-0.838047,0.451227,-0.306711,
J,23472,-54.427677,0.723718,-0.271069,0.166762,0.318257,-0.834320,0.551280,3.500000,-0.494740,-0.867197,0.056585,-0.838268,0.459035,-0.294268,
J,23563,-54.693275,0.898850,-0.265598,0.175132,0.318141,-0.816406,0.577477,3.500000,-0.496318,-0.867646,0.029311,-0.830456,0.464664,-0.307295,
J,23654,-54.953255,1.082248,-0.259979,0.183398,0.318157,-0.797672,0.603090,3.500000,-0.490245,-0.871577,-0.003803,-0.823488,0.464616,-0.325574,
J,23745,-55.207333,1.273717,-0.254078,0.191469,0.318145,-0.778137,0.628095,3.500000,-0.502481,-0.861279,-0.075574,-0.797012,0.495312,-0.345598,
J,23836,-55.455273,1.473071,-0.247940,0.199353,0.318145,-0.757816,0.652466,3.500000,-0.559772,-0.782908,-0.271497,-0.699093,0.622092,-0.352519,
J,23927,-55.696823,1.680107,-0.241550,0.207037,0.318136,-0.736736,0.676180,3.500000,-0.605103,-0.578154,-0.547347,-0.512638,0.808951,-0.287750,
J,24018,-55.931740,1.894620,-0.234917,0.214513,0.318122,-0.714912,0.699214,3.500000,-0.570376,-0.332548,-0.751055,-0.326641,0.930799,-0.164072,
J,24109,-56.159790,2.116389,-0.228050,0.221769,0.318101,-0.692371,0.721542,3.500000,-0.533765,-0.190834,-0.823819,-0.229312,0.970365,-0.076206,
J,24200,-56.380859,2.345317,-0.221069,0.228928,0.318245,-0.669125,0.743150,3.500000,-0.519819,-0.091655,-0.849345,-0.153796,0.988024,-0.012493,
J,24290,-56.593834,2.581847,-0.212975,0.236530,0.318284,-0.645203,0.764012,3.500000,-0.526458,-0.045092,-0.849004,-0.103972,0.994512,0.011652,
J,24381,-56.799084,2.824740,-0.205250,0.242893,0.318001,-0.620647,0.784090,3.500000,-0.541858,-0.027000,-0.840036,-0.068808,0.997554,0.012321,
J,24472,-56.996769,3.074156,-0.197685,0.249417,0.318258,-0.595451,0.803391,3.500000,-0.552370,-0.017967,-0.833406,-0.046416,0.998879,0.009229,
J,24563,-57.186386,3.329481,-0.189617,0.255325,0.318034,-0.569672,0.821873,3.500000,-0.553992,-0.015787,-0.832372,-0.020363,0.999778,-0.005409,
J,24654,-57.367992,3.590779,-0.181606,0.261298,0.318210,-0.543297,0.839540,3.500000,-0.554793,-0.015452,-0.831845,-0.001314,0.999843,-0.017697,
J,24745,-57.541203,3.857507,-0.173210,0.266728,0.318034,-0.516396,0.856349,3.500000,-0.554832,-0.012517,-0.831869,0.008261,0.999754,-0.020554,
J,24836,-57.706043,4.129693,-0.164841,0.272185,0.318210,-0.488964,0.872304,3.500000,-0.554336,-0.012319,-0.832202,0.015424,0.999567,-0.025071,
J,24927,-57.862232,4.406885,-0.156189,0.277193,0.318168,-0.461040,0.887379,3.500000,-0.554732,-0.022741,-0.831718,0.014021,0.999229,-0.036672,
J,25018,-58.009624,4.688822,-0.147392,0.281937,0.318140,-0.432648,0.901563,3.500000,-0.554667,-0.038481,-0.831182,0.015209,0.998294,-0.056367,
J,25109,-58.148083,4.975247,-0.138458,0.286426,0.318136,-0.403839,0.914831,3.500000,-0.550113,-0.044475,-0.833905,0.016978,0.997779,-0.064414,
J,25200,-58.277515,5.265965,-0.129433,0.290718,0.318229,-0.374596,0.927188,3.500000,-0.549968,-0.038194,-0.834312,0.016154,0.998281,-0.056349,
J,25290,-58.396687,5.560918,-0.119171,0.294953,0.318118,-0.344994,0.938605,3.500000,-0.554652,-0.021021,-0.831817,0.037920,0.998003,-0.050506,
J,25381,-58.506599,5.859663,-0.109913,0.298745,0.318323,-0.315033,0.949081,3.500000,-0.560690,-0.015104,-0.827888,0.048640,0.997506,-0.051140,
J,25472,-58.606987,6.161459,-0.100388,0.301796,0.318054,-0.284771,0.958596,3.500000,-0.565506,0.013834,-0.824628,0.050025,0.998594,-0.017554,
J,25563,-58.697845,6.466243,-0.090858,0.304784,0.318038,-0.254215,0.967147,3.500000,-0.570907,0.024297,-0.820655,0.058176,0.998247,-0.010917,
J,25654,-58.779125,6.773880,-0.081280,0.307637,0.318193,-0.223396,0.974727,3.500000,-0.574592,0.027344,-0.817983,0.066535,0.997694,-0.013385,
J,25745,-58.850693,7.083879,-0.071568,0.310000,0.318154,-0.192360,0.981325,3.500000,-0.571429,0.039821,-0.819685,0.069938,0.997551,-0.000295,
J,25836,-58.912491,7.396008,-0.061798,0.312128,0.318187,-0.161125,0.986935,3.500000,-0.552362,0.045546,-0.832359,0.069759,0.997530,0.008292,
J,25927,-58.964439,7.709824,-0.051949,0.313817,0.318087,-0.129738,0.991548,3.500000,-0.526818,0.046582,-0.848701,0.064920,0.997786,0.014467,
J,26018,-59.006512,8.025126,-0.042072,0.315302,0.318097,-0.098209,0.995166,3.500000,-0.474487,0.046449,-0.879036,0.053526,0.998281,0.023858,
J,26109,-59.038662,8.341672,-0.032150,0.316545,0.318174,-0.066586,0.997781,3.500000,-0.424063,0.026792,-0.905236,0.040591,0.999120,0.010555,
J,26200,-59.060860,8.659142,-0.022198,0.317470,0.318245,-0.034889,0.999392,3.500000,-0.369699,0.008946,-0.929108,0.025856,0.999666,-0.000663,
J,26290,-59.071964,8.977129,-0.011105,0.317987,0.318181,-0.003166,0.999995,3.500000,-0.319555,0.002429,-0.947564,0.021225,0.999764,-0.004595,
J,26381,-59.073071,9.295300,-0.001106,0.318172,0.318173,0.028564,0.999592,3.500000,-0.275444,-0.007379,-0.961289,0.019637,0.999719,-0.013301,
J,26472,-59.064186,9.613284,0.008884,0.317984,0.318108,0.060261,0.998182,3.500000,-0.229031,-0.005342,-0.973405,0.021468,0.999714,-0.010537,
J,26563,-59.045319,9.930811,0.018867,0.317527,0.318087,0.091892,0.995769,3.500000,-0.188668,0.013617,-0.981946,0.021600,0.999720,0.009713,
J,26654,-59.016476,10.247742,0.028843,0.316931,0.318241,0.123455,0.992350,3.500000,-0.140668,0.018547,-0.989883,0.022441,0.999628,0.015540,
J,26745,-58.977715,10.563407,0.038761,0.315665,0.318036,0.154873,0.987935,3.500000,-0.099733,0.051373,-0.993687,0.024352,0.998493,0.049177,
J,26836,-58.929047,10.877775,0.048668,0.314368,0.318113,0.186131,0.982525,3.500000,-0.068140,0.094889,-0.993153,0.023969,0.995335,0.093452,
J,26927,-58.870518,11.190528,0.058529,0.312753,0.318182,0.217213,0.976124,3.500000,-0.029915,0.110483,-0.993428,0.027965,0.993576,0.109658,
J,27018,-58.802208,11.501225,0.068310,0.310698,0.318118,0.248070,0.968741,3.500000,-0.004595,0.117272,-0.993089,0.028592,0.992709,0.117095,
J,27109,-58.724152,11.809709,0.078056,0.308483,0.318205,0.278690,0.960381,3.500000,0.039816,0.116923,-0.992343,0.029260,0.992568,0.118124,
J,27200,-58.636421,12.115635,0.087730,0.305926,0.318257,0.309032,0.951052,3.500000,0.065176,0.115361,-0.991183,0.025867,0.992766,0.117246,
J,27290,-58.538101,12.418233,0.098320,0.302598,0.318170,0.339043,0.940771,3.500000,0.090315,0.111701,-0.989629,0.019540,0.993300,0.113899,
J,27381,-58.430328,12.717575,0.107773,0.299342,0.318152,0.368717,0.929541,3.500000,0.115750,0.096623,-0.988568,0.013450,0.995014,0.098828,
J,27472,-58.313232,13.013324,0.117096,0.295749,0.318086,0.398029,0.917373,3.500000,0.147690,0.072585,-0.986367,0.009988,0.997143,0.074873,
J,27563,-58.186840,13.305385,0.126392,0.292061,0.318237,0.426937,0.904282,3.500000,0.201169,0.036618,-0.978872,0.001944,0.999284,0.037781,
J,27654,-58.051430,13.593143,0.135410,0.287759,0.318027,0.421181,0.906978,3.500000,0.276091,-0.009353,-0.961086,-0.001925,0.999945,-0.010285,
J,27745,-57.916992,13.881450,0.134438,0.288306,0.318110,0.392193,0.919882,3.500000,0.360634,-0.037961,-0.931935,-0.003740,0.999104,-0.042144,
J,27836,-57.791656,14.173868,0.125336,0.292418,0.318147,0.362804,0.931865,3.500000,0.420133,-0.049067,-0.906135,-0.002619,0.998467,-0.055281,
J,27927,-57.675556,14.470135,0.116100,0.296267,0.318203,0.333054,0.942908,3.500000,0.498218,-0.072493,-0.864016,0.009956,0.996912,-0.077902,
J,28018,-57.568855,14.769779,0.106701,0.299644,0.318075,0.302982,0.952996,3.500000,0.551836,-0.102129,-0.827676,0.032541,0.994354,-0.100999,
J,28109,-57.471588,15.072732,0.097267,0.302953,0.318184,0.272587,0.962131,3.500000,0.579147,-0.121535,-0.806113,0.051904,0.992316,-0.112319,
J,28200,-57.383858,15.378691,0.087730,0.305959,0.318288,0.241905,0.970299,3.500000,0.609826,-0.145773,-0.779013,0.084250,0.989293,-0.119169,
J,28290,-57.306900,15.687359,0.076958,0.308668,0.318117,0.211010,0.977484,3.500000,0.629611,-0.164656,-0.759262,0.108878,0.986339,-0.123614,
J,28381,-57.239666,15.998347,0.067234,0.310988,0.318173,0.179886,0.983687,3.500000,0.646579,-0.180137,-0.741274,0.127790,0.983565,-0.127551,
J,28472,-57.182247,16.311197,0.057419,0.312850,0.318076,0.148594,0.988899,3.500000,0.659060,-0.189189,-0.727906,0.139308,0.981804,-0.129047,
J,28563,-57.134674,16.625771,0.047573,0.314573,0.318150,0.117146,0.993114,3.500000,0.670247,-0.196398,-0.715679,0.148335,0.980341,-0.130108,
J,28654,-57.096989,16.941805,0.037685,0.316034,0.318273,0.085564,0.996332,3.500000,0.678823,-0.202769,-0.705750,0.155954,0.979002,-0.131273,
J,28745,-57.069267,17.258696,0.027721,0.316891,0.318101,0.053909,0.998547,3.500000,0.689963,-0.210268,-0.692631,0.165218,0.977367,-0.132126,
J,28836,-57.051517,17.576227,0.017750,0.317532,0.318027,0.022213,0.999754,3.500000,0.701030,-0.216532,-0.679463,0.171289,0.976023,-0.134313,
J,28927,-57.043743,17.894325,0.007774,0.318098,0.318193,-0.009521,0.999954,3.500000,0.712252,-0.217031,-0.667528,0.173176,0.975934,-0.132523,
J,29018,-57.045967,18.212479,-0.002224,0.318153,0.318161,-0.041245,0.999149,3.500000,0.725731,-0.217675,-0.652634,0.174062,0.975858,-0.131922,
