mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ,angle
N,345,-0.095367,-1.204638,-0.095367,-1.204638,1.208407,-0.154874,-0.987934,3.500000,0.017517,0.093943,-0.995423,-0.172438,0.980942,0.089542,0.155500
N,409,-0.127480,-1.425115,-0.032113,-0.220477,0.222804,-0.176789,-0.984249,3.500000,0.009474,0.087186,-0.996147,-0.181320,0.979827,0.084033,0.177724
N,436,-0.144042,-1.519041,-0.016562,-0.093926,0.095375,-0.186143,-0.982523,3.500000,0.002724,0.086129,-0.996280,-0.183557,0.979399,0.084168,0.187235
N,454,-0.155091,-1.581704,-0.011049,-0.062663,0.063630,-0.192375,-0.981321,3.500000,-0.000309,0.085648,-0.996326,-0.184026,0.979305,0.084242,0.193582
N,472,-0.166143,-1.644381,-0.011052,-0.062677,0.063644,-0.198600,-0.980081,3.500000,-0.000309,0.085648,-0.996326,-0.184026,0.979305,0.084242,0.199929
N,490,-0.177182,-1.706989,-0.011040,-0.062608,0.063574,-0.204810,-0.978802,3.500000,-0.008155,0.085718,-0.996286,-0.183425,0.979286,0.085757,0.206269
N,509,-0.189334,-1.769495,-0.012152,-0.062506,0.063676,-0.211022,-0.977481,3.500000,-0.010263,0.085310,-0.996302,-0.183266,0.979317,0.085743,0.212620
N,527,-0.202548,-1.831663,-0.013214,-0.062168,0.063557,-0.217213,-0.976124,3.500000,-0.014639,0.082838,-0.996455,-0.182983,0.979511,0.084118,0.218959
N,545,-0.215784,-1.893933,-0.013236,-0.062270,0.063662,-0.223407,-0.974725,3.500000,-0.017976,0.082340,-0.996442,-0.183837,0.979340,0.084243,0.225309
N,563,-0.229011,-1.956159,-0.013227,-0.062226,0.063616,-0.229588,-0.973288,3.500000,-0.019506,0.082689,-0.996385,-0.184698,0.979124,0.084873,0.231654
N,581,-0.242305,-2.018703,-0.013294,-0.062544,0.063941,-0.235790,-0.971804,3.500000,-0.021319,0.082788,-0.996339,-0.186566,0.978731,0.085317,0.238032
N,600,-0.255524,-2.080856,-0.013219,-0.062153,0.063543,-0.241944,-0.970290,3.500000,-0.021628,0.083061,-0.996310,-0.187599,0.978504,0.085649,0.244368
N,618,-0.270894,-2.142504,-0.015371,-0.061648,0.063535,-0.248086,-0.968738,3.500000,-0.021806,0.083589,-0.996262,-0.190263,0.977940,0.086216,0.250704
N,636,-0.286251,-2.204095,-0.015356,-0.061591,0.063476,-0.254214,-0.967148,3.500000,-0.021892,0.083538,-0.996264,-0.193049,0.977396,0.086198,0.257035
N,654,-0.301658,-2.265889,-0.015407,-0.061794,0.063686,-0.260352,-0.965514,3.500000,-0.021946,0.083509,-0.996265,-0.194553,0.977098,0.086188,0.263387
N,672,-0.317063,-2.327676,-0.015405,-0.061787,0.063679,-0.266479,-0.963840,3.500000,-0.022270,0.083441,-0.996264,-0.195827,0.976843,0.086192,0.269738
N,690,-0.332466,-2.389454,-0.015403,-0.061777,0.063669,-0.272594,-0.962129,3.500000,-0.023823,0.083146,-0.996252,-0.198549,0.976290,0.086228,0.276088
N,709,-0.348936,-2.450909,-0.016470,-0.061455,0.063624,-0.278693,-0.960380,3.500000,-0.026080,0.081654,-0.996320,-0.200524,0.975974,0.085235,0.282433
N,727,-0.366447,-2.511980,-0.017512,-0.061071,0.063532,-0.284773,-0.958595,3.500000,-0.027875,0.080257,-0.996384,-0.201103,0.975941,0.084237,0.288769
N,745,-0.383981,-2.573128,-0.017534,-0.061148,0.063612,-0.290849,-0.956769,3.500000,-0.031930,0.076245,-0.996578,-0.201134,0.976198,0.081130,0.295114
N,763,-0.401538,-2.634356,-0.017557,-0.061229,0.063696,-0.296922,-0.954902,3.500000,-0.033945,0.073909,-0.996687,-0.201038,0.976372,0.079250,0.301467
N,781,-0.419108,-2.695629,-0.017570,-0.061273,0.063742,-0.302986,-0.952995,3.500000,-0.033945,0.073909,-0.996687,-0.201038,0.976372,0.079250,0.307825
N,800,-0.436658,-2.756816,-0.017550,-0.061187,0.063654,-0.309029,-0.951052,3.500000,-0.045382,0.059601,-0.997190,-0.200239,0.977417,0.067532,0.314172
N,818,-0.456283,-2.817216,-0.019625,-0.060399,0.063508,-0.315046,-0.949076,3.500000,-0.049277,0.054941,-0.997273,-0.199959,0.977728,0.063744,0.320506
N,836,-0.475983,-2.877845,-0.019700,-0.060629,0.063749,-0.321074,-0.947054,3.500000,-0.052811,0.050785,-0.997312,-0.199719,0.977991,0.060377,0.326864
N,854,-0.495588,-2.938184,-0.019605,-0.060340,0.063445,-0.327061,-0.945003,3.500000,-0.060915,0.041540,-0.997278,-0.199798,0.978405,0.052958,0.333192
N,872,-0.515263,-2.998736,-0.019675,-0.060552,0.063668,-0.333056,-0.942907,3.500000,-0.069777,0.032210,-0.997043,-0.200439,0.978642,0.045644,0.339542
N,890,-0.534957,-3.059349,-0.019694,-0.060612,0.063731,-0.339042,-0.940771,3.500000,-0.075088,0.026528,-0.996824,-0.200855,0.978755,0.041177,0.345898
N,909,-0.555718,-3.119631,-0.020761,-0.060282,0.063757,-0.345017,-0.938596,3.500000,-0.084633,0.015614,-0.996290,-0.201530,0.978944,0.032462,0.352257
N,927,-0.577411,-3.179232,-0.021693,-0.059602,0.063427,-0.350947,-0.936395,3.500000,-0.088995,0.010480,-0.995977,-0.201964,0.978982,0.028348,0.358582
N,945,-0.599195,-3.239084,-0.021784,-0.059852,0.063693,-0.356888,-0.934147,3.500000,-0.098581,-0.001067,-0.995129,-0.203260,0.978939,0.019086,0.364935
N,963,-0.620935,-3.298814,-0.021740,-0.059730,0.063563,-0.362803,-0.931866,3.500000,-0.107710,-0.011450,-0.994116,-0.205320,0.978633,0.010974,0.371275
N,981,-0.642734,-3.358706,-0.021799,-0.059891,0.063735,-0.368719,-0.929541,3.500000,-0.112325,-0.016539,-0.993534,-0.206797,0.978358,0.007093,0.377631
N,1000,-0.664504,-3.418510,-0.021770,-0.059805,0.063644,-0.374611,-0.927182,3.500000,-0.116018,-0.020624,-0.993033,-0.208371,0.978042,0.004032,0.383977
N,1018,-0.688332,-3.477488,-0.023828,-0.058977,0.063609,-0.380485,-0.924787,3.500000,-0.123062,-0.028758,-0.991982,-0.212401,0.977180,-0.001979,0.390321
N,1036,-0.712156,-3.536455,-0.023824,-0.058968,0.063599,-0.386344,-0.922355,3.500000,-0.128935,-0.035738,-0.991009,-0.216963,0.976155,-0.006974,0.396664
N,1054,-0.736004,-3.595481,-0.023848,-0.059026,0.063662,-0.392193,-0.919883,3.500000,-0.131847,-0.039282,-0.990492,-0.219706,0.975521,-0.009443,0.403014
N,1072,-0.759853,-3.654510,-0.023849,-0.059029,0.063665,-0.398027,-0.917374,3.500000,-0.136188,-0.044917,-0.989664,-0.224378,0.974411,-0.013348,0.409365
N,1090,-0.783683,-3.713491,-0.023830,-0.058981,0.063613,-0.403839,-0.914830,3.500000,-0.138046,-0.047415,-0.989290,-0.226408,0.973916,-0.015085,0.415709
N,1109,-0.808559,-3.772092,-0.024876,-0.058601,0.063662,-0.409639,-0.912248,3.500000,-0.142114,-0.052951,-0.988433,-0.230470,0.972894,-0.018983,0.422058
N,1127,-0.834407,-3.830147,-0.025848,-0.058055,0.063550,-0.415412,-0.909633,3.500000,-0.146249,-0.058370,-0.987524,-0.234127,0.971939,-0.022775,0.428396
