time_stamp,trial_index,slot,mode,size_index,targetRadius,targetX,targetY,userX,userY,distance_from_center,elaspedTime,is_hit
1363,0,s0,M,2,L,0.000000,4.888099,-0.064477,4.794824,0.111213,1363,1
2545,1,s8,M,2,L,-0.291500,2.114662,-0.362755,2.170593,0.089874,1181,1
3636,2,s1,M,2,L,0.570260,4.766886,0.549000,4.684626,0.082520,1090,1
4909,3,s9,M,2,L,-0.824097,2.351789,-0.768254,2.389578,0.065952,1272,1
6090,4,s2,M,2,L,1.041917,4.424208,0.921016,4.318346,0.155650,1181,0
6727,4,s2,M,2,L,1.041917,4.424208,0.986643,4.344843,0.093628,1818,1
8181,5,s10,M,2,L,-1.214200,2.785043,-1.177467,2.719947,0.074668,1454,1
9363,6,s3,M,2,L,1.333417,3.919315,1.245156,3.813416,0.134274,1181,1
11090,7,s11,M,2,L,-1.394357,3.339509,-1.391849,3.297821,0.041736,1727,1
12363,8,s4,M,2,L,1.394357,3.339509,1.288422,3.301622,0.109036,1272,1
13545,9,s12,M,2,L,-1.333417,3.919315,-1.301836,3.876534,0.052390,1181,1
14909,10,s5,M,2,L,1.214200,2.785043,1.152214,2.732781,0.080628,1363,1
16454,11,s13,M,2,L,-1.041917,4.424208,-1.056909,4.319539,0.104855,1545,1
17727,12,s6,M,2,L,0.824097,2.351789,0.795131,2.348574,0.028904,1272,1
19272,13,s14,M,2,L,-0.570260,4.766886,-0.513282,4.732855,0.065118,1545,1
20363,14,s7,M,2,L,0.291500,2.114662,0.370027,2.244808,0.149978,1090,0
20818,14,s7,M,2,L,0.291500,2.114662,0.383186,2.045696,0.112273,1545,1
22181,15,s0,M,2,L,0.000000,4.888099,0.013289,4.790922,0.094504,1363,1
23272,16,s8,M,2,L,-0.291500,2.114662,-0.229837,2.165478,0.078739,1090,1
24454,17,s1,M,2,L,0.570260,4.766886,0.491803,4.720391,0.088659,1181,1
26000,18,s9,M,2,L,-0.824097,2.351789,-0.773909,2.400170,0.067876,1545,1
27181,19,s2,M,2,L,1.041917,4.424208,0.994434,4.362975,0.074676,1181,1
28363,20,s10,M,2,L,-1.214200,2.785043,-1.195326,2.799674,0.023290,1181,1
29636,21,s3,M,2,L,1.333417,3.919315,1.323564,3.889232,0.031295,1272,1
30818,22,s11,M,2,L,-1.394357,3.339509,-1.380302,3.350965,0.017756,1181,1
32090,23,s4,M,2,L,1.394357,3.339509,1.399762,3.245654,0.093816,1272,1
33272,24,s12,M,2,L,-1.333417,3.919315,-1.306788,3.847459,0.075949,1181,1
34454,25,s5,M,2,L,1.214200,2.785043,1.296562,2.819684,0.087281,1181,1
35909,26,s13,M,2,L,-1.041917,4.424208,-0.989009,4.338441,0.098711,1454,1
