double time_stamp,w_posX,w_posY,w_posZ,w_dirX,w_dirY,w_dirZ,w_upX,w_upY,w_upZ,t_colorR,t_colorG,t_colorB,t_posX,t_posY,t_posZ,t_scale,t_index,intersectionX,intersectionY,intersectionZ,distance_to_target,button_status,t_slot,mode,scale_char
18.199000,-0.140436,3.583363,-0.096494,0.039467,-0.084882,-0.995609,0.080540,0.993414,-0.081502,0.000000,1.000000,0.000000,0.000000,4.982634,-4.755000,0.135266,0,0.044233,3.186197,-4.755000,1.790351,0,s0,N,L
36.380000,-0.140709,3.582778,-0.097641,0.038098,-0.084430,-0.995701,0.079841,0.993496,-0.081188,0.000000,1.000000,0.000000,0.000000,4.982634,-4.755000,0.135266,0,0.037494,3.187858,-4.755000,1.788638,0,s0,N,L
54.562000,-0.140928,3.582252,-0.100106,0.037254,-0.084396,-0.995736,0.077864,0.993643,-0.081306,0.000000,1.000000,0.000000,0.000000,4.982634,-4.755000,0.135266,0,0.033229,3.187713,-4.755000,1.788720,0,s0,N,L
72.755000,-0.141070,3.582243,-0.100845,0.037427,-0.084510,-0.995720,0.072583,0.994016,-0.081637,0.000000,1.000000,0.000000,0.000000,4.982634,-4.755000,0.135266,0,0.033869,3.187228,-4.755000,1.789195,0,s0,N,L
90.926000,-0.141030,3.582232,-0.100844,0.038163,-0.084606,-0.995683,0.069690,0.994208,-0.081810,0.000000,1.000000,0.000000,0.000000,4.982634,-4.755000,0.135266,0,0.037355,3.186756,-4.755000,1.789707,0,s0,N,L
109.093000,-0.140946,3.582018,-0.100859,0.039335,-0.085807,-0.995535,0.065706,0.994372,-0.083111,0.000000,1.000000,0.000000,0.000000,4.982634,-4.755000,0.135266,0,0.042944,3.180868,-4.755000,1.795488,0,s0,N,L
127.273000,-0.140830,3.583222,-0.100896,0.040501,-0.088392,-0.995262,0.062753,0.994338,-0.085756,0.000000,1.000000,0.000000,0.000000,4.982634,-4.755000,0.135266,0,0.048561,3.169881,-4.755000,1.806135,0,s0,N,L
145.441000,-0.140754,3.584559,-0.100906,0.041037,-0.089257,-0.995163,0.062095,0.994304,-0.086619,0.000000,1.000000,0.000000,0.000000,4.982634,-4.755000,0.135266,0,0.051165,3.167129,-4.755000,1.808792,0,s0,N,L
163.638000,-0.142159,3.586289,-0.100936,0.042556,-0.091878,-0.994860,0.061119,0.994137,-0.089197,0.000000,1.000000,0.000000,0.000000,4.982634,-4.755000,0.135266,0,0.056923,3.156473,-4.755000,1.819102,0,s0,N,L
181.847000,-0.146344,3.586248,-0.100939,0.042353,-0.092090,-0.994850,0.062240,0.994052,-0.089366,0.000000,1.000000,0.000000,0.000000,4.982634,-4.755000,0.135266,0,0.051788,3.155437,-4.755000,1.819965,0,s0,N,L
