time_stamp,trial_index,slot,mode,size_index,targetRadius,targetX,targetY,userX,userY,distance_from_center,elaspedTime,is_hit
909,0,s0,N,2,L,0.000000,4.940147,-0.034538,4.915330,0.042149,909,1
1872,1,s8,N,2,L,-0.291500,2.166710,-0.334204,2.288405,0.126607,963,1
2936,2,s1,N,2,L,0.570260,4.818935,0.582021,4.814820,0.012458,1063,1
4009,3,s9,N,2,L,-0.824097,2.403838,-0.776939,2.456462,0.068532,1072,1
5009,4,s2,N,2,L,1.041917,4.476256,0.979599,4.431397,0.074799,1000,1
6027,5,s10,N,2,L,-1.214200,2.837091,-1.203541,2.876384,0.039969,1018,1
7263,6,s3,N,2,L,1.333417,3.971364,1.282744,4.020850,0.070370,1236,1
8281,7,s11,N,2,L,-1.394357,3.391557,-1.434375,3.411874,0.043915,1018,1
9263,8,s4,N,2,L,1.394357,3.391557,1.422292,3.419068,0.038821,981,1
10263,9,s12,N,2,L,-1.333417,3.971364,-1.309822,3.879815,0.094204,1000,1
11209,10,s5,N,2,L,1.214200,2.837091,1.292431,2.803385,0.082022,945,1
12245,11,s13,N,2,L,-1.041917,4.476256,-1.054334,4.426573,0.051081,1036,1
13336,12,s6,N,2,L,0.824097,2.403838,0.846590,2.452616,0.053167,1090,1
14318,13,s14,N,2,L,-0.570260,4.818935,-0.644328,4.753069,0.099072,981,1
15300,14,s7,N,2,L,0.291500,2.166710,0.287079,2.265309,0.095229,981,1
16300,15,s0,N,2,L,0.000000,4.940147,-0.071488,4.888648,0.087651,1000,1
17263,16,s8,N,2,L,-0.291500,2.166710,-0.311311,2.196856,0.035393,963,1
18245,17,s1,N,2,L,0.570260,4.818935,0.531630,4.764727,0.065429,981,1
19154,18,s9,N,2,L,-0.824097,2.403838,-0.858257,2.398095,0.034058,909,1
20081,19,s2,N,2,L,1.041917,4.476256,0.988760,4.478590,0.052493,927,1
21063,20,s10,N,2,L,-1.214200,2.837091,-1.249536,2.865868,0.045472,981,1
22027,21,s3,N,2,L,1.333417,3.971364,1.319128,3.983337,0.018418,963,1
23027,22,s11,N,2,L,-1.394357,3.391557,-1.370019,3.414803,0.032894,1000,1
23990,23,s4,N,2,L,1.394357,3.391557,1.413218,3.414148,0.029297,963,1
24863,24,s12,N,2,L,-1.333417,3.971364,-1.383199,4.010356,0.061802,872,1
25918,25,s5,N,2,L,1.214200,2.837091,1.189373,2.901788,0.067654,1054,1
26845,26,s13,N,2,L,-1.041917,4.476256,-1.074197,4.504076,0.041527,927,1
27718,27,s6,N,2,L,0.824097,2.403838,0.815035,2.497755,0.091527,872,1
28481,28,s14,N,2,L,-0.570260,4.818935,-0.604812,4.823386,0.034488,763,1
29372,29,s7,N,2,L,0.291500,2.166710,0.248753,2.197888,0.051975,890,1
30118,30,s0,N,2,L,0.000000,4.940147,-0.038894,5.051732,0.115722,745,1
30936,31,s8,N,2,L,-0.291500,2.166710,-0.272461,2.281201,0.111811,818,1
31772,32,s1,N,2,L,0.570260,4.818935,0.588874,4.892251,0.074388,836,1
32663,33,s9,N,2,L,-0.824097,2.403838,-0.847376,2.304324,0.098316,890,1
33590,34,s2,N,2,L,1.041917,4.476256,1.053150,4.634342,0.157159,927,0
34390,34,s2,N,2,L,1.041917,4.476256,1.001314,4.487570,0.041763,1727,1
35627,35,s10,N,2,L,-1.214200,2.837091,-1.193074,2.874436,0.041634,1236,1
36645,36,s3,N,2,L,1.333417,3.971364,1.289976,4.013249,0.059782,1018,1
37627,37,s11,N,2,L,-1.394357,3.391557,-1.378105,3.438626,0.049246,981,1
38681,38,s4,N,2,L,1.394357,3.391557,1.438083,3.422869,0.053225,1054,1
39718,39,s12,N,2,L,-1.333417,3.971364,-1.247119,3.975487,0.083949,1036,1
40663,40,s5,N,2,L,1.214200,2.837091,1.255536,2.898792,0.074238,945,1
41645,41,s13,N,2,L,-1.041917,4.476256,-1.042607,4.434955,0.041121,981,1
42700,42,s6,N,2,L,0.824097,2.403838,0.772555,2.461724,0.074887,1054,1
43590,43,s14,N,2,L,-0.570260,4.818935,-0.598539,4.816929,0.028154,890,1
44536,44,s7,N,2,L,0.291500,2.166710,0.312960,2.200839,0.039327,945,1
45409,45,s0,N,2,L,0.000000,4.940147,-0.035898,4.919741,0.041205,872,1
46645,46,s8,N,2,L,-0.291500,2.166710,-0.286744,2.144496,0.021925,1236,1
47427,47,s1,N,2,L,0.570260,4.818935,0.591004,4.797878,0.029532,781,1
48372,48,s9,N,2,L,-0.824097,2.403838,-0.925128,2.290829,0.145218,945,0
48863,48,s9,N,2,L,-0.824097,2.403838,-0.851538,2.453747,0.056568,1436,1
49645,49,s2,N,2,L,1.041917,4.476256,1.103733,4.534475,0.083284,781,1
50881,50,s10,N,2,L,-1.214200,2.837091,-1.221074,2.840778,0.007760,1236,1
52154,51,s3,N,2,L,1.333417,3.971364,1.284640,4.052557,0.094373,1272,1
53481,52,s11,N,2,L,-1.394357,3.391557,-1.357440,3.392112,0.035924,1327,1
54481,53,s4,N,2,L,1.394357,3.391557,1.416893,3.423847,0.039259,1000,1
55409,54,s12,N,2,L,-1.333417,3.971364,-1.310128,4.000644,0.037107,927,1
56554,55,s5,N,2,L,1.214200,2.837091,1.260866,2.953707,0.125285,1145,1
57700,56,s13,N,2,L,-1.041917,4.476256,-1.026373,4.463536,0.019596,1145,1
