mode,path_radius,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,is_stopped,colliding,distance_from_line,distance_outside,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ
N,L,309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.023245,-0.037030,-0.999044,-0.016040,0.999199,-0.036663,
N,L,363,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.054373,-0.090754,-0.994388,-0.009943,0.995861,-0.090345,
N,L,390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.066207,-0.114743,-0.991186,-0.007934,0.993395,-0.114468,
N,L,409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.076897,-0.139428,-0.987242,-0.005587,0.990219,-0.139413,
N,L,427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.086330,-0.163817,-0.982706,-0.002619,0.986423,-0.164207,
N,L,445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.094649,-0.186997,-0.977790,0.000160,0.982197,-0.187855,
N,L,463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.098923,-0.199271,-0.974939,0.001540,0.979712,-0.200403,
N,L,481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.101934,-0.207837,-0.972838,0.002453,0.977876,-0.209170,
N,L,500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.108211,-0.225501,-0.968215,0.004369,0.973816,-0.227294,
N,L,518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.113413,-0.240277,-0.964056,0.006952,0.970101,-0.242601,
N,L,536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.115851,-0.247180,-0.962019,0.008384,0.968263,-0.249794,
N,L,554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.117492,-0.252022,-0.960563,0.009410,0.966936,-0.254845,
N,L,572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.120734,-0.260695,-0.957842,0.011745,0.964458,-0.263977,
N,L,590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.123550,-0.267137,-0.955706,0.013715,0.962533,-0.270818,
N,L,609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.126634,-0.272879,-0.953678,0.013571,0.960851,-0.276733,
N,L,627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.128490,-0.276175,-0.952480,0.013140,0.959882,-0.280095,
N,L,645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.130137,-0.279157,-0.951386,0.012748,0.958996,-0.283134,
N,L,663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.134191,-0.286790,-0.948548,0.011705,0.956680,-0.290905,
N,L,681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.136665,-0.291703,-0.946695,0.011000,0.955156,-0.295898,
N,L,700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.142115,-0.302098,-0.942624,0.009416,0.951834,-0.306469,
N,L,718,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.148703,-0.313801,-0.937772,0.006645,0.947977,-0.318269,
N,L,736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.151766,-0.318935,-0.935547,0.005010,0.946250,-0.323397,
N,L,754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.159560,-0.330922,-0.930070,0.000616,0.942107,-0.335311,
N,L,772,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.168588,-0.342512,-0.924264,-0.003631,0.937895,-0.346901,
N,L,790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.174047,-0.348574,-0.920980,-0.005857,0.935604,-0.353002,
N,L,809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.178831,-0.353581,-0.918150,-0.007811,0.933674,-0.358038,
N,L,827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.185196,-0.359758,-0.914482,-0.010416,0.931245,-0.364244,
N,L,845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.202269,-0.374802,-0.904771,-0.015946,0.925005,-0.379619,
N,L,863,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.209173,-0.380674,-0.900741,-0.017504,0.922427,-0.385775,
N,L,881,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.221322,-0.391768,-0.893048,-0.020365,0.917415,-0.397411,
N,L,899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.226108,-0.396770,-0.889634,-0.021309,0.915082,-0.402703,
N,L,918,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.236573,-0.409626,-0.881044,-0.024838,0.909038,-0.415972,
