mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ,angle
M,454,-0.155092,-1.581707,-0.155092,-1.581707,1.589293,-0.192375,-0.981321,3.500000,0.016211,-0.168951,-0.985491,-0.005746,0.985589,-0.169062,0.193582
M,545,-0.215808,-1.894043,-0.060716,-0.312335,0.318182,-0.223418,-0.974723,3.500000,0.016213,-0.168668,-0.985539,-0.005506,0.985639,-0.168776,0.225320
M,636,-0.286284,-2.204227,-0.070476,-0.310184,0.318090,-0.254227,-0.967144,3.500000,0.016220,-0.167728,-0.985700,-0.004695,0.985806,-0.167824,0.257049
M,727,-0.366499,-2.512158,-0.080215,-0.307931,0.318207,-0.284791,-0.958590,3.500000,0.016209,-0.169228,-0.985444,-0.004670,0.985549,-0.169323,0.288788
M,818,-0.456279,-2.817203,-0.089780,-0.305045,0.317982,-0.315045,-0.949077,3.500000,0.016165,-0.174621,-0.984503,-0.004582,0.984608,-0.174715,0.320504
M,909,-0.555639,-3.119413,-0.099360,-0.302211,0.318125,-0.344995,-0.938604,3.500000,0.016101,-0.180815,-0.983385,-0.004481,0.983490,-0.180907,0.352234
M,999,-0.664466,-3.418412,-0.108827,-0.298999,0.318188,-0.374602,-0.927186,3.500000,0.012319,-0.182677,-0.983096,-0.004522,0.983150,-0.182744,0.383967
M,1090,-0.783657,-3.713426,-0.119191,-0.295014,0.318182,-0.403832,-0.914833,3.500000,0.010279,-0.183082,-0.983044,-0.004548,0.983077,-0.183136,0.415702
M,1181,-0.912075,-4.004592,-0.128418,-0.291166,0.318227,-0.432661,-0.901557,3.500000,0.010248,-0.185118,-0.982663,-0.004527,0.982696,-0.185171,0.447442
M,1272,-1.049464,-4.291346,-0.137389,-0.286754,0.317968,-0.461031,-0.887384,3.500000,0.004833,-0.187575,-0.982238,-0.004591,0.982235,-0.187597,0.479157
M,1363,-1.195945,-4.573944,-0.146481,-0.282598,0.318305,-0.488968,-0.872302,3.500000,-0.005166,-0.193576,-0.981072,-0.004603,0.981079,-0.193553,0.510906
M,1454,-1.351164,-4.851675,-0.155219,-0.277731,0.318163,-0.516400,-0.856347,3.500000,-0.013901,-0.200163,-0.979664,-0.004792,0.979761,-0.200115,0.542642
M,1545,-1.515025,-5.124383,-0.163861,-0.272708,0.318151,-0.543311,-0.839531,3.500000,-0.020819,-0.205592,-0.978416,-0.004966,0.978638,-0.205533,0.574376
M,1636,-1.687375,-5.391813,-0.172349,-0.267430,0.318156,-0.569676,-0.821870,3.500000,-0.029458,-0.208826,-0.977509,-0.005066,0.977952,-0.208768,0.606111
M,1727,-1.868002,-5.653645,-0.180627,-0.261832,0.318091,-0.595461,-0.803384,3.500000,-0.041524,-0.215178,-0.975692,-0.005226,0.976567,-0.215149,0.637840
M,1818,-2.056788,-5.909708,-0.188786,-0.256063,0.318133,-0.620651,-0.784088,3.500000,-0.053081,-0.226172,-0.972640,-0.005700,0.974066,-0.226193,0.669572
M,1909,-2.253566,-6.159767,-0.196778,-0.250058,0.318199,-0.645217,-0.763999,3.500000,-0.061915,-0.239140,-0.969009,-0.007962,0.970959,-0.239112,0.701307
M,2000,-2.458087,-6.403504,-0.204521,-0.243738,0.318178,-0.669133,-0.743143,3.500000,-0.078199,-0.251077,-0.964803,-0.015193,0.967955,-0.250665,0.733042
M,2090,-2.670995,-6.639962,-0.212908,-0.236457,0.318185,-0.692374,-0.721539,3.500000,-0.092808,-0.259353,-0.961313,-0.018697,0.965764,-0.258749,0.764774
M,2181,-2.891200,-6.869589,-0.220206,-0.229628,0.318150,-0.714919,-0.699208,3.500000,-0.100188,-0.260183,-0.960347,-0.024459,0.965556,-0.259043,0.796508
M,2272,-3.118526,-7.092201,-0.227326,-0.222612,0.318172,-0.736745,-0.676171,3.500000,-0.101584,-0.260175,-0.960203,-0.026038,0.965560,-0.258872,0.828244
M,2363,-3.352768,-7.307594,-0.234241,-0.215393,0.318219,-0.757832,-0.652450,3.500000,-0.101584,-0.260175,-0.960203,-0.025445,0.965559,-0.258934,0.859984
M,2454,-3.593541,-7.515419,-0.240773,-0.207826,0.318062,-0.778146,-0.628084,3.500000,-0.101584,-0.260175,-0.960203,-0.025445,0.965559,-0.258934,0.891708
M,2545,-3.840904,-7.715725,-0.247363,-0.200305,0.318294,-0.797691,-0.603066,3.500000,-0.101584,-0.260175,-0.960203,-0.025445,0.965559,-0.258934,0.923457
M,2636,-4.094196,-7.907979,-0.253292,-0.192254,0.317991,-0.816415,-0.577465,3.500000,-0.101584,-0.260175,-0.960203,-0.027526,0.965561,-0.258715,0.955176
M,2727,-4.353586,-8.092314,-0.259390,-0.184335,0.318218,-0.834331,-0.551264,3.500000,-0.102746,-0.260176,-0.960079,-0.034150,0.965541,-0.258001,0.986918
M,2818,-4.618437,-8.268281,-0.264852,-0.175967,0.317979,-0.851393,-0.524528,3.500000,-0.102846,-0.257276,-0.960850,-0.034690,0.966312,-0.255025,1.018636
M,2909,-4.888897,-8.435971,-0.270460,-0.167690,0.318227,-0.867609,-0.497248,3.500000,-0.108901,-0.252849,-0.961357,-0.034245,0.967489,-0.250582,1.050372
M,2999,-5.164377,-8.595020,-0.275480,-0.159049,0.318097,-0.882945,-0.469477,3.500000,-0.110874,-0.252859,-0.961129,-0.034244,0.967490,-0.250582,1.082098
M,3090,-5.445252,-8.744366,-0.280875,-0.149345,0.318112,-0.897393,-0.441232,3.500000,-0.111974,-0.251481,-0.961363,-0.034096,0.967850,-0.249206,1.113825
M,3181,-5.730783,-8.884869,-0.285531,-0.140503,0.318228,-0.910944,-0.412531,3.500000,-0.119222,-0.245300,-0.962088,-0.033425,0.969442,-0.243033,1.145565
M,3272,-6.020516,-9.016300,-0.289733,-0.131432,0.318150,-0.923573,-0.383421,3.500000,-0.119614,-0.244966,-0.962125,-0.033381,0.969527,-0.242700,1.177298
M,3363,-6.314321,-9.138600,-0.293804,-0.122300,0.318242,-0.935277,-0.353918,3.500000,-0.120811,-0.244967,-0.961975,-0.033395,0.969527,-0.242697,1.209039
M,3454,-6.611656,-9.251547,-0.297335,-0.112947,0.318065,-0.946033,-0.324071,3.500000,-0.121548,-0.244968,-0.961882,-0.033404,0.969528,-0.242694,1.240767
M,3545,-6.912472,-9.355127,-0.300816,-0.103580,0.318150,-0.955839,-0.293890,3.500000,-0.126091,-0.244973,-0.961296,-0.033461,0.969529,-0.242682,1.272502
M,3636,-7.216440,-9.449221,-0.303968,-0.094093,0.318199,-0.964684,-0.263410,3.500000,-0.126091,-0.244973,-0.961296,-0.033461,0.969529,-0.242682,1.304241
M,3727,-7.523323,-9.533745,-0.306882,-0.084524,0.318310,-0.972560,-0.232653,3.500000,-0.126091,-0.244973,-0.961296,-0.033461,0.969529,-0.242682,1.335992
M,3818,-7.832431,-9.608521,-0.309108,-0.074777,0.318024,-0.979449,-0.201692,3.500000,-0.126091,-0.244973,-0.961296,-0.033461,0.969529,-0.242682,1.367712
M,3909,-8.143782,-9.673566,-0.311351,-0.065044,0.318072,-0.985353,-0.170522,3.500000,-0.126091,-0.244973,-0.961296,-0.033461,0.969529,-0.242682,1.399437
M,4000,-8.457203,-9.728827,-0.313421,-0.055262,0.318256,-0.990269,-0.139167,3.500000,-0.126091,-0.244973,-0.961296,-0.033461,0.969529,-0.242682,1.431176
M,4090,-8.772245,-9.773105,-0.315042,-0.044277,0.318139,-0.994185,-0.107680,3.500000,-0.126091,-0.244973,-0.961296,-0.033461,0.969529,-0.242682,1.462907
M,4181,-9.088520,-9.807462,-0.316275,-0.034357,0.318135,-0.997102,-0.076084,3.500000,-0.126091,-0.244973,-0.961295,-0.033461,0.969529,-0.242682,1.494639
M,4272,-9.405704,-9.831867,-0.317184,-0.024405,0.318122,-0.999013,-0.044415,3.500000,-0.126091,-0.244973,-0.961296,-0.033461,0.969529,-0.242682,1.526366
M,4363,-9.723631,-9.846304,-0.317926,-0.014437,0.318254,-0.999920,-0.012685,3.500000,-0.126091,-0.244973,-0.961296,-0.033461,0.969529,-0.242682,1.558111
M,4454,-10.041595,-9.850743,-0.317965,-0.004439,0.317996,-0.999819,0.019034,3.500000,-0.126108,-0.244399,-0.961440,-0.033386,0.969674,-0.242113,1.589832
M,4545,-10.359798,-9.845188,-0.318203,0.005555,0.318251,-0.998711,0.050757,3.500000,-0.126108,-0.244399,-0.961440,-0.033386,0.969674,-0.242113,1.621576
M,4636,-10.677464,-9.829652,-0.317665,0.015536,0.318045,-0.996598,0.082408,3.500000,-0.126108,-0.244399,-0.961440,-0.031979,0.969675,-0.242298,1.653298
M,4727,-10.994669,-9.804130,-0.317205,0.025522,0.318231,-0.993481,0.113997,3.500000,-0.124629,-0.244422,-0.961627,-0.025774,0.969653,-0.243122,1.685041
M,4818,-11.310750,-9.768676,-0.316081,0.035454,0.318063,-0.989366,0.145452,3.500000,-0.121412,-0.241714,-0.962722,-0.023806,0.970327,-0.240621,1.716766
M,4909,-11.625675,-9.723295,-0.314925,0.045381,0.318178,-0.984252,0.176770,3.500000,-0.121495,-0.235263,-0.964308,-0.022999,0.971911,-0.234221,1.748500
M,5000,-11.939062,-9.668036,-0.313387,0.055260,0.318222,-0.978147,0.207914,3.500000,-0.121511,-0.233944,-0.964627,-0.022834,0.972230,-0.232911,1.780239
M,5090,-12.250266,-9.601888,-0.311204,0.066148,0.318156,-0.971059,0.238840,3.500000,-0.121511,-0.233944,-0.964627,-0.022834,0.972230,-0.232911,1.811968
M,5181,-12.559292,-9.525984,-0.309026,0.075904,0.318211,-0.962990,0.269538,3.500000,-0.121511,-0.233944,-0.964627,-0.022834,0.972230,-0.232911,1.843709
M,5272,-12.865675,-9.440438,-0.306383,0.085546,0.318102,-0.953956,0.299949,3.500000,-0.121511,-0.233944,-0.964627,-0.022834,0.972230,-0.232911,1.875435
M,5363,-13.169250,-9.345304,-0.303576,0.095135,0.318133,-0.943958,0.330065,3.500000,-0.121591,-0.227633,-0.966126,-0.022044,0.973727,-0.226650,1.907169
M,5454,-13.469759,-9.240654,-0.300508,0.104650,0.318209,-0.933008,0.359856,3.500000,-0.121630,-0.224582,-0.966835,-0.021662,0.974435,-0.223622,1.938909
M,5545,-13.766681,-9.126676,-0.296922,0.113978,0.318047,-0.921124,0.389268,3.500000,-0.121630,-0.224582,-0.966835,-0.021662,0.974435,-0.223622,1.970633
M,5636,-14.059974,-9.003387,-0.293293,0.123288,0.318152,-0.908309,0.418299,3.500000,-0.121630,-0.224582,-0.966835,-0.021662,0.974435,-0.223622,2.002368
M,5727,-14.349286,-8.870929,-0.289312,0.132459,0.318193,-0.894578,0.446912,3.500000,-0.121626,-0.224927,-0.966755,-0.021706,0.974356,-0.223965,2.034106
M,5818,-14.634179,-8.729507,-0.284893,0.141421,0.318063,-0.879952,0.475062,3.500000,-0.121613,-0.226096,-0.966484,-0.021852,0.974085,-0.225125,2.065831
M,5909,-14.914576,-8.579162,-0.280396,0.150346,0.318160,-0.864437,0.502741,3.500000,-0.121576,-0.229562,-0.965671,-0.022285,0.973274,-0.228564,2.097563
M,5999,-15.190111,-8.420081,-0.275536,0.159081,0.318161,-0.848053,0.529911,3.500000,-0.121520,-0.234556,-0.964477,-0.022910,0.972082,-0.233519,2.129292
M,6090,-15.460014,-8.251431,-0.269903,0.168651,0.318262,-0.830807,0.556561,3.500000,-0.121513,-0.235176,-0.964327,-0.022987,0.971932,-0.234134,2.161037
