mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ,angle
N,318,-0.082087,-1.110146,-0.082087,-1.110146,1.113176,-0.145464,-0.989364,3.500000,-0.011490,-0.078492,-0.996849,0.073167,0.994176,-0.079125,0.145982
N,381,-0.113088,-1.330728,-0.031001,-0.220583,0.222750,-0.167409,-0.985888,3.500000,-0.007617,-0.078441,-0.996890,0.073148,0.994204,-0.078788,0.168201
N,409,-0.127470,-1.425056,-0.014382,-0.094328,0.095418,-0.176784,-0.984250,3.500000,-0.005881,-0.077418,-0.996981,0.073146,0.994295,-0.077641,0.177718
N,436,-0.144027,-1.518958,-0.016558,-0.093902,0.095351,-0.186135,-0.982524,3.500000,-0.003254,-0.076004,-0.997102,0.073137,0.994419,-0.076038,0.187227
N,454,-0.155073,-1.581601,-0.011046,-0.062642,0.063609,-0.192365,-0.981323,3.500000,-0.002154,-0.075461,-0.997146,0.073132,0.994467,-0.075416,0.193571
N,472,-0.166134,-1.644333,-0.011061,-0.062732,0.063700,-0.198595,-0.980082,3.500000,-0.001273,-0.075264,-0.997163,0.073127,0.994487,-0.075155,0.199924
N,490,-0.177158,-1.706851,-0.011024,-0.062519,0.063483,-0.204796,-0.978805,3.500000,0.000649,-0.075382,-0.997155,0.072418,0.994540,-0.075137,0.206255
N,509,-0.189307,-1.769368,-0.012149,-0.062517,0.063687,-0.211009,-0.977484,3.500000,0.002575,-0.075498,-0.997143,0.071394,0.994615,-0.075122,0.212607
N,527,-0.202538,-1.831615,-0.013231,-0.062246,0.063637,-0.217209,-0.976125,3.500000,0.003574,-0.075556,-0.997135,0.070633,0.994670,-0.075116,0.218954
N,545,-0.215768,-1.893854,-0.013229,-0.062240,0.063630,-0.223399,-0.974727,3.500000,0.005401,-0.075336,-0.997144,0.069116,0.994802,-0.074785,0.225301
N,563,-0.229003,-1.956125,-0.013236,-0.062270,0.063662,-0.229584,-0.973289,3.500000,0.006118,-0.074833,-0.997177,0.068366,0.994894,-0.074243,0.231651
N,581,-0.242237,-2.018385,-0.013234,-0.062260,0.063651,-0.235759,-0.971812,3.500000,0.007831,-0.073259,-0.997282,0.066572,0.995139,-0.072579,0.237999
N,599,-0.255469,-2.080635,-0.013232,-0.062250,0.063641,-0.241922,-0.970296,3.500000,0.008809,-0.072298,-0.997344,0.065411,0.995288,-0.071571,0.244346
N,618,-0.270879,-2.142443,-0.015410,-0.061808,0.063700,-0.248080,-0.968740,3.500000,0.010325,-0.070474,-0.997460,0.063003,0.995577,-0.069688,0.250698
N,636,-0.286264,-2.204149,-0.015385,-0.061706,0.063595,-0.254220,-0.967147,3.500000,0.010926,-0.069529,-0.997520,0.061856,0.995716,-0.068726,0.257041
N,654,-0.301642,-2.265825,-0.015378,-0.061676,0.063564,-0.260346,-0.965515,3.500000,0.012320,-0.067195,-0.997664,0.059301,0.996033,-0.066353,0.263381
N,672,-0.317063,-2.327677,-0.015421,-0.061852,0.063746,-0.266479,-0.963841,3.500000,0.012786,-0.064815,-0.997815,0.057049,0.996319,-0.063987,0.269738
N,690,-0.332448,-2.389383,-0.015385,-0.061706,0.063595,-0.272587,-0.962131,3.500000,0.012841,-0.063578,-0.997894,0.055825,0.996466,-0.062769,0.276081
