mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ,angle
J,436,-0.143995,-1.518775,-0.143995,-1.518775,1.525586,-0.186117,-0.982528,3.500000,-0.003228,0.071858,-0.997410,0.060396,0.995608,0.071533,0.187208
J,527,-0.202535,-1.831601,-0.058540,-0.312826,0.318256,-0.217207,-0.976125,3.500000,-0.004430,0.070642,-0.997492,0.060361,0.995702,0.070247,0.218952
J,618,-0.270848,-2.142317,-0.068312,-0.310716,0.318137,-0.248068,-0.968743,3.500000,-0.006674,0.065656,-0.997820,0.060283,0.996054,0.065137,0.250685
J,709,-0.348892,-2.450758,-0.078045,-0.308440,0.318161,-0.278678,-0.960384,3.500000,-0.011669,0.058939,-0.998193,0.060078,0.996499,0.058137,0.282418
J,799,-0.436586,-2.756582,-0.087694,-0.305825,0.318150,-0.309006,-0.951060,3.500000,-0.017013,0.048541,-0.998676,0.059376,0.997107,0.047453,0.314148
J,890,-0.534893,-3.059153,-0.098307,-0.302570,0.318140,-0.339023,-0.940778,3.500000,-0.023953,0.034155,-0.999130,0.058236,0.997767,0.032712,0.345878
J,981,-0.642687,-3.358577,-0.107794,-0.299425,0.318237,-0.368707,-0.929546,3.500000,-0.031685,0.020271,-0.999292,0.057228,0.998191,0.018434,0.377617
J,1072,-0.759781,-3.654332,-0.117094,-0.295755,0.318091,-0.398009,-0.917382,3.500000,-0.041503,0.008564,-0.999102,0.056279,0.998396,0.006220,0.409346
J,1163,-0.886142,-3.946345,-0.126360,-0.292012,0.318179,-0.426919,-0.904290,3.500000,-0.052127,-0.002007,-0.998639,0.055393,0.998453,-0.004898,0.441083
J,1254,-1.021600,-4.234216,-0.135458,-0.287871,0.318149,-0.455396,-0.890289,3.500000,-0.058719,-0.009505,-0.998229,0.054857,0.998413,-0.012734,0.472817
J,1345,-1.166041,-4.517704,-0.144441,-0.283488,0.318164,-0.483416,-0.875391,3.500000,-0.066215,-0.014390,-0.997702,0.054355,0.998359,-0.018007,0.504553
J,1436,-1.319271,-4.796433,-0.153229,-0.278730,0.318072,-0.510941,-0.859615,3.500000,-0.074681,-0.020963,-0.996987,0.053709,0.998243,-0.025013,0.536279
J,1527,-1.481279,-5.070377,-0.162008,-0.273944,0.318264,-0.537968,-0.842965,3.500000,-0.078673,-0.026241,-0.996555,0.053254,0.998116,-0.030486,0.568025
J,1618,-1.651690,-5.338907,-0.170411,-0.268530,0.318038,-0.564433,-0.825479,3.500000,-0.083637,-0.028251,-0.996096,0.053039,0.998055,-0.032760,0.599746
J,1709,-1.830562,-5.602114,-0.178872,-0.263206,0.318234,-0.590346,-0.807150,3.500000,-0.085919,-0.028142,-0.995905,0.053026,0.998055,-0.032778,0.631487
J,1799,-2.017529,-5.859452,-0.186967,-0.257338,0.318087,-0.615652,-0.788018,3.500000,-0.085919,-0.028142,-0.995905,0.053026,0.998055,-0.032778,0.663213
J,1890,-2.213493,-6.110282,-0.195965,-0.250830,0.318305,-0.640352,-0.768081,3.500000,-0.085919,-0.028142,-0.995905,0.053026,0.998055,-0.032778,0.694957
J,1981,-2.417121,-6.354684,-0.203627,-0.244402,0.318114,-0.664397,-0.747380,3.500000,-0.085919,-0.028142,-0.995905,0.053026,0.998055,-0.032778,0.726686
J,2072,-2.628273,-6.592515,-0.211152,-0.237830,0.318038,-0.687766,-0.725933,3.500000,-0.085919,-0.028142,-0.995905,0.053026,0.998055,-0.032778,0.758407
J,2163,-2.846820,-6.823632,-0.218547,-0.231117,0.318085,-0.710449,-0.703749,3.500000,-0.085919,-0.028142,-0.995905,0.053026,0.998055,-0.032778,0.790136
J,2254,-3.072677,-7.047925,-0.225857,-0.224294,0.318307,-0.732431,-0.680841,3.500000,-0.085919,-0.028142,-0.995905,0.053026,0.998055,-0.032778,0.821886
J,2345,-3.305310,-7.264863,-0.232632,-0.216937,0.318087,-0.753661,-0.657263,3.500000,-0.085919,-0.028142,-0.995905,0.053026,0.998055,-0.032778,0.853614
J,2436,-3.544685,-7.474424,-0.239375,-0.209561,0.318145,-0.774135,-0.633021,3.500000,-0.085919,-0.028142,-0.995905,0.053026,0.998055,-0.032778,0.885347
J,2527,-3.790509,-7.676352,-0.245825,-0.201928,0.318127,-0.793828,-0.608142,3.500000,-0.085919,-0.028142,-0.995905,0.053026,0.998055,-0.032778,0.917078
J,2618,-4.042543,-7.870451,-0.252033,-0.194099,0.318112,-0.812722,-0.582652,3.500000,-0.085919,-0.028142,-0.995905,0.053026,0.998055,-0.032778,0.948808
J,2709,-4.300556,-8.056544,-0.258013,-0.186093,0.318122,-0.830797,-0.556576,3.500000,-0.085919,-0.028142,-0.995905,0.053026,0.998055,-0.032778,0.980538
J,2799,-4.564445,-8.234540,-0.263889,-0.177996,0.318308,-0.848046,-0.529922,3.500000,-0.085919,-0.028142,-0.995905,0.053026,0.998055,-0.032778,1.012288
J,2890,-4.834239,-8.403128,-0.269794,-0.168588,0.318136,-0.864429,-0.502755,3.500000,-0.085919,-0.028142,-0.995905,0.053026,0.998055,-0.032778,1.044013
J,2981,-5.109224,-8.563177,-0.274985,-0.160049,0.318171,-0.879945,-0.475075,3.500000,-0.089589,-0.028019,-0.995585,0.053042,0.998052,-0.032861,1.075747
J,3072,-5.389043,-8.714479,-0.279819,-0.151302,0.318105,-0.894574,-0.446920,3.500000,-0.089589,-0.028019,-0.995585,0.053042,0.998052,-0.032861,1.107476
J,3163,-5.673537,-8.856948,-0.284494,-0.142468,0.318173,-0.908305,-0.418310,3.500000,-0.089589,-0.028019,-0.995585,0.053042,0.998052,-0.032861,1.139213
J,3254,-5.962335,-8.990396,-0.288798,-0.133448,0.318139,-0.921119,-0.389280,3.500000,-0.089589,-0.028019,-0.995585,0.053042,0.998052,-0.032861,1.170946
J,3345,-6.255139,-9.114689,-0.292805,-0.124293,0.318093,-0.933004,-0.359865,3.500000,-0.089589,-0.028019,-0.995585,0.053042,0.998052,-0.032861,1.202673
J,3436,-6.551773,-9.229752,-0.296633,-0.115063,0.318168,-0.943954,-0.330078,3.500000,-0.089589,-0.028019,-0.995585,0.053042,0.998052,-0.032861,1.234410
