mode,path_radius,total_time,num_collisions,time_colliding,num_stops,time_stopping,distance_traveled_ft,speed_ft_per_second
J,L,94454,26,29181,33,15636,432.952454,4.583714
J,M,96909,34,46454,17,7818,425.892355,4.394764
J,S,147272,70,102272,48,21181,428.000331,2.906176
