mode,path_radius,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,is_stopped,colliding,distance_from_line,distance_outside,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ
J,L,427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.066019,-0.007442,-0.997791,-0.005858,0.999952,-0.007846,
J,L,518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.066015,-0.009712,-0.997771,0.000775,0.999953,-0.009682,
J,L,609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.065981,-0.017524,-0.997667,0.001571,0.999846,-0.017459,
J,L,700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.061047,-0.040366,-0.997318,0.003234,0.999185,-0.040243,
J,L,790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.026650,-0.066660,-0.997420,0.003882,0.997774,-0.066580,
J,L,881,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.029426,-0.100008,-0.994551,-0.005993,0.994982,-0.099874,
J,L,972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.086764,-0.140810,-0.986227,-0.017170,0.990025,-0.139842,
J,L,1063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.126662,-0.165689,-0.978010,-0.023487,0.986176,-0.164031,
J,L,1154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.150653,-0.186284,-0.970877,-0.033955,0.982481,-0.183242,
J,L,1245,0.000000,-0.054872,0.000000,-0.054872,0.054872,0.000000,-1.000000,0,0,0.001915,0.000000,0.603737,-0.167181,-0.205103,-0.964356,-0.044083,0.978699,-0.200511,
J,L,1336,0.000000,-0.169649,0.000000,-0.114777,0.114777,0.000000,-1.000000,0,0,0.005921,0.000000,1.262358,-0.180640,-0.234389,-0.955213,-0.056351,0.972060,-0.227867,
J,L,1427,0.000000,-0.404156,0.000000,-0.234506,0.234506,0.000000,-1.000000,0,0,0.015978,0.000000,2.579602,-0.190052,-0.257420,-0.947425,-0.061080,0.966245,-0.250281,
J,L,1518,0.000000,-0.643609,0.000000,-0.239454,0.239454,0.000000,-1.000000,0,0,0.032681,0.000000,2.634487,-0.189826,-0.263740,-0.945731,-0.060685,0.964555,-0.256808,
J,L,1609,0.000000,-0.888141,0.000000,-0.244531,0.244531,0.000000,-1.000000,0,0,0.056207,0.000000,2.689372,-0.187927,-0.261193,-0.946817,-0.060183,0.965243,-0.254331,
