double time_stamp,w_posX,w_posY,w_posZ,w_dirX,w_dirY,w_dirZ,w_upX,w_upY,w_upZ,t_colorR,t_colorG,t_colorB,t_posX,t_posY,t_posZ,t_scale,t_index,intersectionX,intersectionY,intersectionZ,distance_to_target,button_status,t_slot,mode,scale_char
90.887000,-0.059023,3.448994,-0.040473,0.078553,-0.023220,-0.996639,0.034191,0.999203,-0.020585,0.000000,1.000000,0.000000,0.000000,4.887195,-4.755000,0.135266,0,0.312567,3.339154,-4.755000,1.578123,0,s0,J,L
181.788000,-0.066760,3.444042,-0.060335,0.066449,-0.021204,-0.997564,0.028896,0.999396,-0.019318,0.000000,1.000000,0.000000,0.000000,4.887195,-4.755000,0.135266,0,0.245955,3.344254,-4.755000,1.561651,0,s0,J,L
272.706000,-0.071746,3.441885,-0.065188,0.064390,-0.025609,-0.997596,0.030490,0.999255,-0.023684,0.000000,1.000000,0.000000,0.000000,4.887195,-4.755000,0.135266,0,0.230959,3.321492,-4.755001,1.581691,0,s0,J,L
363.612000,-0.072306,3.442714,-0.067427,0.066436,-0.021061,-0.997569,0.035467,0.999195,-0.018733,0.000000,1.000000,0.000000,0.000000,4.887195,-4.755000,0.135266,0,0.239875,3.343749,-4.755000,1.561224,0,s0,J,L
454.519000,-0.072242,3.442711,-0.070997,0.067070,-0.021089,-0.997525,0.033871,0.999248,-0.018848,0.000000,1.000000,0.000000,0.000000,4.887195,-4.755000,0.135266,0,0.242695,3.343687,-4.755000,1.561709,0,s0,J,L
545.438000,-0.071797,3.443443,-0.071932,0.069916,-0.021146,-0.997329,0.031577,0.999321,-0.018975,0.000000,1.000000,0.000000,0.000000,4.887195,-4.755000,0.135266,0,0.256501,3.344149,-4.755000,1.563403,0,s0,J,L
636.349000,-0.071688,3.445992,-0.072712,0.070904,-0.019864,-0.997285,0.029417,0.999408,-0.017814,0.000000,1.000000,0.000000,0.000000,4.887195,-4.755000,0.135266,0,0.261208,3.352732,-4.755000,1.555765,0,s0,J,L
727.216000,-0.072785,3.462302,-0.072462,0.067613,-0.000073,-0.997711,0.014303,0.999897,0.000896,0.000000,1.000000,0.000000,0.000000,4.887195,-4.755000,0.135266,0,0.244541,3.461961,-4.755000,1.445966,0,s0,J,L
818.153000,-0.076817,3.498348,-0.070489,0.054706,0.056081,-0.996926,0.009037,0.998353,0.056657,0.000000,1.000000,0.000000,0.000000,4.887195,-4.755000,0.135266,0,0.180243,3.761869,-4.755000,1.138425,0,s0,J,L
909.074000,-0.089517,3.567008,-0.060374,0.037132,0.131329,-0.990643,-0.006936,0.991337,0.131161,0.000000,1.000000,0.000000,0.000000,4.887195,-4.755000,0.135266,0,0.086452,4.189373,-4.755000,0.697573,0,s0,J,L
999.997000,-0.106653,3.623436,-0.052466,0.033103,0.181634,-0.982809,-0.028451,0.983120,0.180734,0.000000,1.000000,0.000000,0.000000,4.887195,-4.755000,0.135266,0,0.051735,4.492517,-4.755000,0.391855,0,s0,J,L
1090.889000,-0.107514,3.659324,-0.048072,0.033379,0.204548,-0.978287,-0.040768,0.978297,0.203159,0.000000,1.000000,0.000000,0.000000,4.887195,-4.755000,0.135266,0,0.053084,4.643486,-4.755001,0.244745,0,s0,J,L
1181.780000,-0.107409,3.673479,-0.043044,0.034359,0.211619,-0.976748,-0.043030,0.976732,0.210102,0.000000,1.000000,0.000000,0.000000,4.887195,-4.755000,0.135266,0,0.058342,4.694355,-4.755000,0.197700,0,s0,J,L
1272.689000,-0.114444,3.680680,-0.039783,0.024527,0.214338,-0.976452,-0.045656,0.975966,0.213085,0.000000,1.000000,0.000000,0.000000,4.887195,-4.755000,0.135266,0,0.003996,4.715705,-4.755000,0.167574,0,s0,J,L
1363.631000,-0.119726,3.692356,-0.028747,0.021171,0.225226,-0.974076,-0.043871,0.973566,0.224155,1.000000,0.000000,0.000000,0.000000,4.887195,-4.755000,0.135266,0,-0.017001,4.785162,-4.755001,0.100772,0,s0,J,L
1454.527000,-0.120746,3.700277,-0.024848,0.015939,0.243172,-0.969852,-0.045810,0.969134,0.242239,1.000000,0.000000,0.000000,0.000000,4.887195,-4.755000,0.135266,0,-0.043006,4.886271,-4.755000,0.043006,0,s0,J,L
1545.421000,-0.120751,3.714497,-0.023478,0.016406,0.258536,-0.965862,-0.048571,0.965058,0.257496,1.000000,0.000000,0.000000,0.000000,4.887195,-4.755000,0.135266,0,-0.040382,4.981002,-4.755000,0.099368,0,s0,J,L
