time_stamp,trial_index,slot,mode,size_index,targetRadius,targetX,targetY,userX,userY,distance_from_center,elaspedTime,is_hit
1727,0,s0,J,2,L,0.000000,4.887195,-0.039647,4.978958,0.097285,1727,1
2818,1,s8,J,2,L,-0.291500,2.113758,-0.265661,2.103330,0.027801,1090,1
3999,2,s1,J,2,L,0.570260,4.765983,0.621701,4.641683,0.133324,1181,1
5181,3,s9,J,2,L,-0.824097,2.350886,-0.732579,2.212688,0.164209,1181,0
5818,3,s9,J,2,L,-0.824097,2.350886,-0.776780,2.322392,0.055230,1818,1
7181,4,s2,J,2,L,1.041917,4.423304,1.075844,4.384174,0.051769,1363,1
8272,5,s10,J,2,L,-1.214200,2.784139,-1.241208,2.733107,0.056175,1090,1
9281,6,s3,J,2,L,1.333417,3.918411,1.330430,3.908449,0.010297,1009,1
10463,7,s11,J,2,L,-1.394357,3.338605,-1.395399,3.301303,0.037261,1181,1
11645,8,s4,J,2,L,1.394357,3.338605,1.448449,3.388533,0.072216,1181,1
12827,9,s12,J,2,L,-1.333417,3.918411,-1.402088,3.832881,0.109059,1181,1
14190,10,s5,J,2,L,1.214200,2.784139,1.345068,2.796984,0.127090,1363,1
15463,11,s13,J,2,L,-1.041917,4.423304,-0.985909,4.340593,0.098008,1272,1
16554,12,s6,J,2,L,0.824097,2.350886,0.829490,2.314198,0.035965,1090,1
17736,13,s14,J,2,L,-0.570260,4.765983,-0.616978,4.782333,0.048994,1181,1
18827,14,s7,J,2,L,0.291500,2.113758,0.331860,2.082133,0.049732,1090,1
19918,15,s0,J,2,L,0.000000,4.887195,-0.007969,4.948698,0.060238,1090,1
21009,16,s8,J,2,L,-0.291500,2.113758,-0.159250,2.123273,0.132567,1090,1
22190,17,s1,J,2,L,0.570260,4.765983,0.523410,4.758956,0.046707,1181,1
23463,18,s9,J,2,L,-0.824097,2.350886,-0.792617,2.319553,0.044205,1272,1
24554,19,s2,J,2,L,1.041917,4.423304,0.995837,4.342810,0.090319,1090,1
25554,20,s10,J,2,L,-1.214200,2.784139,-1.221508,2.809810,0.026564,1000,1
26736,21,s3,J,2,L,1.333417,3.918411,1.390098,3.860269,0.079964,1181,1
27918,22,s11,J,2,L,-1.394357,3.338605,-1.389649,3.304982,0.033934,1181,1
29099,23,s4,J,2,L,1.394357,3.338605,1.394532,3.291148,0.047365,1181,1
30281,24,s12,J,2,L,-1.333417,3.918411,-1.324171,3.854451,0.064515,1181,1
31463,25,s5,J,2,L,1.214200,2.784139,1.249889,2.776042,0.034949,1181,1
32736,26,s13,J,2,L,-1.041917,4.423304,-0.967377,4.411208,0.074604,1272,1
33918,27,s6,J,2,L,0.824097,2.350886,0.776959,2.362104,0.047155,1181,1
35190,28,s14,J,2,L,-0.570260,4.765983,-0.590575,4.701048,0.067171,1272,1
36281,29,s7,J,2,L,0.291500,2.113758,0.279130,2.087009,0.028847,1090,1
37372,30,s0,J,2,L,0.000000,4.887195,-0.027855,4.891693,0.028216,1090,1
38554,31,s8,J,2,L,-0.291500,2.113758,-0.321572,2.121405,0.030993,1181,1
39827,32,s1,J,2,L,0.570260,4.765983,0.546859,4.663409,0.102615,1272,1
40918,33,s9,J,2,L,-0.824097,2.350886,-0.848601,2.465380,0.115252,1090,1
41918,34,s2,J,2,L,1.041917,4.423304,1.029236,4.441072,0.021827,999,1
42736,35,s10,J,2,L,-1.214200,2.784139,-1.254510,2.758363,0.046471,818,1
43736,36,s3,J,2,L,1.333417,3.918411,1.361094,3.996244,0.081555,999,1
44918,37,s11,J,2,L,-1.394357,3.338605,-1.411789,3.261882,0.078189,1181,1
