mode,path_radius,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,is_stopped,colliding,distance_from_line,distance_outside,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ
N,L,272,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.039268,-0.064298,-0.997158,-0.054313,0.996590,-0.062123,
N,L,327,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.028871,-0.066650,-0.997359,-0.054073,0.996418,-0.065022,
N,L,354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.025521,-0.076978,-0.996706,-0.050372,0.995863,-0.075623,
N,L,372,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.025123,-0.083786,-0.996167,-0.048371,0.995416,-0.082503,
N,L,390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.025049,-0.090693,-0.995564,-0.047271,0.994870,-0.089440,
N,L,409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.026338,-0.107944,-0.993808,-0.045891,0.993235,-0.106666,
N,L,427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.029227,-0.125004,-0.991726,-0.044766,0.991318,-0.123633,
N,L,445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.031418,-0.134120,-0.990467,-0.044140,0.990176,-0.132680,
N,L,463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.035683,-0.147403,-0.988433,-0.043522,0.988353,-0.145820,
N,L,481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.037592,-0.151896,-0.987682,-0.043433,0.987694,-0.150244,
N,L,500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.041959,-0.158989,-0.986388,-0.043464,0.986614,-0.157177,
N,L,518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.045865,-0.162496,-0.985643,-0.043497,0.986070,-0.160542,
