time_stamp,trial_index,slot,mode,size_index,targetRadius,targetX,targetY,userX,userY,distance_from_center,elaspedTime,is_hit
1181,0,s0,M,2,L,0.000000,4.932915,-0.042672,4.983982,0.065028,1181,1
2181,1,s8,M,2,L,-0.291500,2.159478,-0.128896,2.002752,0.222382,999,0
2454,1,s8,M,2,L,-0.291500,2.159478,-0.191844,2.205269,0.108531,1272,1
3454,2,s1,M,2,L,0.570260,4.811703,0.534486,4.763612,0.058327,999,1
4454,3,s9,M,2,L,-0.824097,2.396606,-0.721757,2.377475,0.103744,1000,1
5818,4,s2,M,2,L,1.041917,4.469024,1.018929,4.413036,0.059206,1363,1
6999,5,s10,M,2,L,-1.214200,2.829859,-1.219448,2.783100,0.046346,1181,1
8272,6,s3,M,2,L,1.333417,3.964131,1.288660,3.954203,0.044431,1272,1
9272,7,s11,M,2,L,-1.394357,3.384325,-1.426821,3.301778,0.087779,999,1
10727,8,s4,M,2,L,1.394357,3.384325,1.367728,3.256640,0.130422,1454,1
11909,9,s12,M,2,L,-1.333417,3.964131,-1.457955,3.902518,0.135495,1181,0
12545,9,s12,M,2,L,-1.333417,3.964131,-1.231214,3.969604,0.099052,1818,1
13818,10,s5,M,2,L,1.214200,2.829859,1.209828,2.826869,0.005273,1272,1
14909,11,s13,M,2,L,-1.041917,4.469024,-1.066768,4.558361,0.090615,1090,1
16181,12,s6,M,2,L,0.824097,2.396606,0.838233,2.376524,0.023778,1272,1
17545,13,s14,M,2,L,-0.570260,4.811703,-0.631305,4.832902,0.063508,1363,1
18727,14,s7,M,2,L,0.291500,2.159478,0.395744,1.996139,0.187193,1181,0
19090,14,s7,M,2,L,0.291500,2.159478,0.252612,2.261121,0.106123,1545,1
20272,15,s0,M,2,L,0.000000,4.932915,-0.044732,4.897827,0.056409,1181,1
21363,16,s8,M,2,L,-0.291500,2.159478,-0.236192,2.191539,0.063034,1090,1
22363,17,s1,M,2,L,0.570260,4.811703,0.644594,4.724937,0.113863,999,1
23363,18,s9,M,2,L,-0.824097,2.396606,-0.788281,2.305174,0.097024,1000,1
24454,19,s2,M,2,L,1.041917,4.469024,0.964002,4.419494,0.089953,1090,1
25272,20,s10,M,2,L,-1.214200,2.829859,-1.273500,2.947333,0.131592,818,1
26181,21,s3,M,2,L,1.333417,3.964131,1.409864,3.862413,0.126449,909,1
27181,22,s11,M,2,L,-1.394357,3.384325,-1.412042,3.281778,0.103482,999,1
28090,23,s4,M,2,L,1.394357,3.384325,1.349947,3.344998,0.058661,909,1
29000,24,s12,M,2,L,-1.333417,3.964131,-1.458394,3.954944,0.121424,909,1
29909,25,s5,M,2,L,1.214200,2.829859,1.278351,2.798770,0.068757,909,1
30818,26,s13,M,2,L,-1.041917,4.469024,-1.171768,4.325484,0.193257,909,0
31272,26,s13,M,2,L,-1.041917,4.469024,-1.063483,4.521345,0.055540,1363,1
32272,27,s6,M,2,L,0.824097,2.396606,0.885436,2.237454,0.163496,999,0
33000,27,s6,M,2,L,0.824097,2.396606,0.791371,2.366921,0.044142,1727,1
34090,28,s14,M,2,L,-0.570260,4.811703,-0.603851,4.803451,0.034537,1090,1
35090,29,s7,M,2,L,0.291500,2.159478,0.384736,2.199273,0.101304,999,1
36181,30,s0,M,2,L,0.000000,4.932915,-0.000702,4.945162,0.011949,1090,1
