mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ,angle
J,445,-0.149557,-1.550321,-0.149557,-1.550321,1.557518,-0.189255,-0.981928,3.500000,0.074627,-0.016270,-0.997079,-0.031559,0.999328,-0.018669,0.190403
J,536,-0.209180,-1.862861,-0.059622,-0.312541,0.318177,-0.220318,-0.975428,3.500000,0.100354,0.001606,-0.994951,-0.030968,0.999519,-0.001510,0.222140
J,627,-0.278557,-2.173238,-0.069377,-0.310377,0.318036,-0.251145,-0.967949,3.500000,0.118864,0.021209,-0.992684,-0.032219,0.999328,0.017493,0.253863
J,718,-0.357687,-2.481427,-0.079130,-0.308189,0.318186,-0.281733,-0.959493,3.500000,0.116970,0.019694,-0.992940,-0.024455,0.999557,0.016944,0.285600
J,809,-0.446448,-2.786948,-0.088762,-0.305521,0.318153,-0.312033,-0.950071,3.500000,0.079589,-0.001979,-0.996826,-0.007642,0.999968,-0.002596,0.317332
J,899,-0.544757,-3.089510,-0.098308,-0.302562,0.318132,-0.342015,-0.939694,3.500000,0.010760,-0.045045,-0.998927,0.004409,0.998977,-0.045000,0.349061
J,990,-0.653573,-3.388487,-0.108817,-0.298977,0.318164,-0.371655,-0.928371,3.500000,-0.050436,-0.081975,-0.995357,0.002581,0.996612,-0.082210,0.380791
J,1081,-0.771753,-3.683964,-0.118180,-0.295477,0.318234,-0.400931,-0.916108,3.500000,-0.084167,-0.088729,-0.992493,0.000222,0.996026,-0.089064,0.412533
J,1172,-0.899136,-3.975531,-0.127383,-0.291567,0.318179,-0.429798,-0.902925,3.500000,-0.098702,-0.090148,-0.991025,-0.010608,0.995927,-0.089537,0.444269
J,1263,-1.035570,-4.262859,-0.136434,-0.287328,0.318075,-0.458224,-0.888837,3.500000,-0.108460,-0.096707,-0.989386,-0.013672,0.995308,-0.095787,0.475996
J,1354,-1.180989,-4.545816,-0.145419,-0.282958,0.318138,-0.486194,-0.873851,3.500000,-0.125998,-0.098899,-0.987088,-0.021551,0.995056,-0.096946,0.507729
J,1445,-1.335252,-4.824114,-0.154263,-0.278297,0.318192,-0.513679,-0.857982,3.500000,-0.145638,-0.100720,-0.984198,-0.028681,0.994816,-0.097563,0.539468
J,1536,-1.498122,-5.097332,-0.162870,-0.273218,0.318079,-0.540638,-0.841256,3.500000,-0.163531,-0.102606,-0.981188,-0.033260,0.994585,-0.098463,0.571195
J,1627,-1.669500,-5.365313,-0.171379,-0.267982,0.318095,-0.567052,-0.823682,3.500000,-0.178236,-0.102976,-0.978585,-0.038810,0.994471,-0.097579,0.602923
J,1718,-1.849259,-5.627848,-0.179758,-0.262535,0.318178,-0.592903,-0.805274,3.500000,-0.182084,-0.099174,-0.978269,-0.044755,0.994705,-0.092510,0.634660
J,1809,-2.037162,-5.884589,-0.187904,-0.256742,0.318157,-0.618155,-0.786057,3.500000,-0.182282,-0.095394,-0.978608,-0.045060,0.995047,-0.088603,0.666393
J,1900,-2.233123,-6.135404,-0.195961,-0.250815,0.318290,-0.642791,-0.766042,3.500000,-0.185901,-0.095512,-0.977915,-0.042244,0.995121,-0.089162,0.698136
J,1990,-2.437565,-6.379049,-0.204442,-0.243645,0.318055,-0.666764,-0.745269,3.500000,-0.198750,-0.095585,-0.975378,-0.033586,0.995312,-0.090695,0.729858
J,2081,-2.649681,-6.616292,-0.212116,-0.237243,0.318241,-0.690079,-0.723734,3.500000,-0.222288,-0.093192,-0.970517,-0.022941,0.995646,-0.090351,0.761598
J,2172,-2.869076,-6.846679,-0.219395,-0.230388,0.318139,-0.712694,-0.701475,3.500000,-0.260322,-0.083240,-0.961927,-0.005163,0.996383,-0.084824,0.793331
