time_stamp,trial_index,slot,mode,size_index,targetRadius,targetX,targetY,userX,userY,distance_from_center,elaspedTime,is_hit
999,0,s0,J,2,L,0.000000,4.751865,0.013074,4.800463,0.049395,999,1
1181,1,s8,J,2,L,-0.291500,1.978428,-0.021954,4.831475,2.812913,181,0
2090,1,s8,J,2,L,-0.291500,1.978428,-0.337485,2.056936,0.088432,1090,1
2818,2,s1,J,2,L,0.570260,4.630652,0.508457,4.748778,0.132910,727,1
3727,3,s9,J,2,L,-0.824097,2.215555,-0.831489,2.287078,0.069922,909,1
4545,4,s2,J,2,L,1.041917,4.287974,0.985508,4.338567,0.075420,818,1
4727,5,s10,J,2,L,-1.214200,2.648809,0.959727,4.262217,2.645550,181,0
5454,5,s10,J,2,L,-1.214200,2.648809,-1.420471,2.471969,0.259408,909,0
7363,5,s10,J,2,L,-1.214200,2.648809,-1.246508,2.638588,0.032868,2818,1
8454,6,s3,J,2,L,1.333417,3.783081,1.349593,3.744350,0.041670,1090,1
9272,7,s11,J,2,L,-1.394357,3.203275,-1.369706,3.166439,0.044320,818,1
9999,8,s4,J,2,L,1.394357,3.203275,1.370774,3.309855,0.107922,727,1
10818,9,s12,J,2,L,-1.333417,3.783081,-1.356315,3.786620,0.022670,818,1
12636,10,s5,J,2,L,1.214200,2.648809,1.153698,2.635756,0.060785,1818,1
13545,11,s13,J,2,L,-1.041917,4.287974,-0.985772,4.282536,0.055818,909,1
14272,12,s6,J,2,L,0.824097,2.215555,0.820071,2.283841,0.065773,727,1
15090,13,s14,J,2,L,-0.570260,4.630652,-0.557232,4.616939,0.018751,818,1
16000,14,s7,J,2,L,0.291500,1.978428,0.370765,1.921045,0.094020,909,1
16909,15,s0,J,2,L,0.000000,4.751865,-0.135929,4.739952,0.136411,909,0
17454,15,s0,J,2,L,0.000000,4.751865,0.045730,4.746288,0.046069,1454,1
18636,16,s8,J,2,L,-0.291500,1.978428,-0.318052,1.965659,0.029023,1181,1
19909,17,s1,J,2,L,0.570260,4.630652,0.518422,4.648527,0.054710,1272,1
20727,18,s9,J,2,L,-0.824097,2.215555,-0.778678,2.271045,0.068849,818,1
21636,19,s2,J,2,L,1.041917,4.287974,1.048773,4.220366,0.067880,909,1
22636,20,s10,J,2,L,-1.214200,2.648809,-1.151852,2.634527,0.063618,999,1
23454,21,s3,J,2,L,1.333417,3.783081,1.447015,3.742074,0.116219,818,1
24636,22,s11,J,2,L,-1.394357,3.203275,-1.398046,3.178775,0.024499,1181,1
25727,23,s4,J,2,L,1.394357,3.203275,1.377648,3.161042,0.045413,1090,1
26545,24,s12,J,2,L,-1.333417,3.783081,-1.218954,3.722310,0.128263,818,1
27454,25,s5,J,2,L,1.214200,2.648809,1.215090,2.645088,0.003689,909,1
28645,26,s13,J,2,L,-1.041917,4.287974,-1.107933,4.308602,0.068126,1190,1
29736,27,s6,J,2,L,0.824097,2.215555,0.739766,2.297129,0.111591,1090,1
30827,28,s14,J,2,L,-0.570260,4.630652,-0.628757,4.570041,0.084217,1090,1
31827,29,s7,J,2,L,0.291500,1.978428,0.241037,1.982860,0.050377,999,1
