double time_stamp,w_posX,w_posY,w_posZ,w_dirX,w_dirY,w_dirZ,w_upX,w_upY,w_upZ,t_colorR,t_colorG,t_colorB,t_posX,t_posY,t_posZ,t_scale,t_index,intersectionX,intersectionY,intersectionZ,distance_to_target,button_status,t_slot,mode,scale_char
90.872000,-0.029302,3.426788,0.054531,0.116839,-0.116032,-0.986349,-0.161765,0.977666,-0.134173,0.000000,1.000000,0.000000,0.000000,4.751865,-4.755000,0.135266,0,0.540413,2.861003,-4.755000,1.946169,0,s0,J,L
181.785000,-0.025100,3.427903,0.056401,0.121840,-0.113017,-0.986094,-0.163793,0.977586,-0.132279,0.000000,1.000000,0.000000,0.000000,4.751865,-4.755000,0.135266,0,0.569386,2.876467,-4.755000,1.939633,0,s0,J,L
272.725000,-0.024931,3.432726,0.059931,0.128693,-0.110365,-0.985524,-0.163127,0.977895,-0.130813,0.000000,1.000000,0.000000,0.000000,4.751865,-4.755000,0.135266,0,0.603821,2.893520,-4.755000,1.933408,0,s0,J,L
363.608000,-0.047185,3.462588,0.041140,0.119952,-0.093042,-0.988410,-0.149338,0.982579,-0.110617,0.000000,1.000000,0.000000,0.000000,4.751865,-4.755000,0.135266,0,0.534868,3.011111,-4.755001,1.806980,0,s0,J,L
454.520000,-0.109379,3.628965,0.023924,0.057256,0.024542,-0.998058,-0.155714,0.987683,0.015354,0.000000,1.000000,0.000000,0.000000,4.751865,-4.755000,0.135266,0,0.164776,3.746478,-4.755000,1.018686,0,s0,J,L
545.433000,-0.144497,3.776585,-0.002319,0.043078,0.117900,-0.992091,-0.124662,0.985886,0.111750,0.000000,1.000000,0.000000,0.000000,4.751865,-4.755000,0.135266,0,0.061870,4.341395,-4.755000,0.412580,0,s0,J,L
636.334000,-0.167698,3.847703,-0.030525,0.036807,0.150986,-0.987850,-0.113261,0.982781,0.145991,0.000000,1.000000,0.000000,0.000000,4.751865,-4.755000,0.135266,0,0.008336,4.569808,-4.755000,0.180210,0,s0,J,L
727.233000,-0.168108,3.862610,-0.047200,0.039027,0.147465,-0.988297,-0.109477,0.983727,0.142461,0.000000,1.000000,0.000000,0.000000,4.751865,-4.755000,0.135266,0,0.017801,4.565069,-4.755000,0.185711,0,s0,J,L
818.145000,-0.169316,3.869110,-0.064186,0.038253,0.150628,-0.987850,-0.107868,0.983420,0.145776,0.000000,1.000000,0.000000,0.000000,4.751865,-4.755000,0.135266,0,0.012327,4.584370,-4.755000,0.166113,0,s0,J,L
909.096000,-0.169243,3.876661,-0.072358,0.040943,0.160197,-0.986236,-0.110183,0.981767,0.154897,1.000000,0.000000,0.000000,0.000000,4.751865,-4.755000,0.135266,0,0.025152,4.637277,-4.755000,0.116029,0,s0,J,L
