mode,path_radius,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,is_stopped,colliding,distance_from_line,distance_outside,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ
J,L,427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.011223,-0.180872,-0.983443,0.008592,0.983486,-0.180782,
J,L,518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.011075,-0.198628,-0.980012,0.009120,0.980052,-0.198534,
J,L,609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.007977,-0.210444,-0.977573,0.009069,0.977580,-0.210372,
J,L,699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.013097,-0.228129,-0.973543,0.000905,0.973623,-0.228160,
J,L,790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.067577,-0.262417,-0.962586,-0.010737,0.964926,-0.262301,
J,L,881,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.148743,-0.315017,-0.937358,-0.032500,0.948948,-0.313755,
J,L,972,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.227490,-0.383759,-0.894973,-0.053524,0.922609,-0.382004,
J,L,1063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.269374,-0.427195,-0.863101,-0.078541,0.902989,-0.422425,
J,L,1154,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.289388,-0.447692,-0.846065,-0.092776,0.892842,-0.440710,
J,L,1245,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.297277,-0.456838,-0.838406,-0.096009,0.887956,-0.449795,
J,L,1336,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.297248,-0.464198,-0.834364,-0.098558,0.884112,-0.456763,
J,L,1427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.300190,-0.470591,-0.829717,-0.100831,0.880616,-0.462979,
J,L,1518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.299498,-0.475975,-0.826891,-0.102667,0.877720,-0.468047,
J,L,1609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.298990,-0.479641,-0.824954,-0.103917,0.875724,-0.471496,
J,L,1699,0.000000,-0.059880,0.000000,-0.059880,0.059880,0.000000,-1.000000,0,0,0.002090,0.000000,0.658622,-0.298470,-0.483276,-0.823019,-0.105157,0.873726,-0.474916,
J,L,1790,0.000000,-0.172139,0.000000,-0.112259,0.112259,0.000000,-1.000000,0,0,0.006008,0.000000,1.234916,-0.298045,-0.486201,-0.821449,-0.106155,0.872104,-0.477667,
J,L,1881,0.000000,-0.172139,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.006008,0.000000,0.000000,-0.298045,-0.486201,-0.821449,-0.106155,0.872104,-0.477667,
J,L,1972,0.000000,-0.172139,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.006008,0.000000,0.000000,-0.298045,-0.486201,-0.821449,-0.106155,0.872104,-0.477667,
J,L,2063,0.000000,-0.172139,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.006008,0.000000,0.000000,-0.298045,-0.486201,-0.821449,-0.106155,0.872104,-0.477667,
J,L,2154,0.000000,-0.172139,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.006008,0.000000,0.000000,-0.298045,-0.486201,-0.821449,-0.106155,0.872104,-0.477667,
J,L,2245,0.000000,-0.172139,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.006008,0.000000,0.000000,-0.298045,-0.486201,-0.821449,-0.106155,0.872104,-0.477667,
J,L,2336,0.000000,-0.379148,0.000000,-0.207010,0.207010,0.000000,-1.000000,0,0,0.014233,0.000000,2.277734,-0.298045,-0.486201,-0.821449,-0.106155,0.872104,-0.477667,
J,L,2427,0.000000,-0.426552,0.000000,-0.047404,0.047404,0.000000,-1.000000,0,0,0.017540,0.000000,0.521409,-0.298045,-0.486201,-0.821449,-0.106155,0.872104,-0.477667,
J,L,2518,0.000000,-0.426552,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.017540,0.000000,0.000000,-0.298045,-0.486201,-0.821449,-0.106155,0.872104,-0.477667,
J,L,2609,0.000000,-0.468971,0.000000,-0.042419,0.042419,-0.002072,-0.999998,0,0,0.020499,0.000000,0.466524,-0.298045,-0.486201,-0.821449,-0.106155,0.872104,-0.477667,
J,L,2699,-0.000093,-0.513874,-0.000093,-0.044902,0.044903,-0.016957,-0.999856,0,0,0.023539,0.000000,0.493966,-0.298045,-0.486201,-0.821449,-0.106155,0.872104,-0.477667,
J,L,2790,-0.001574,-0.601215,-0.001481,-0.087341,0.087354,-0.031847,-0.999493,0,0,0.028154,0.000000,0.960490,-0.298045,-0.486201,-0.821449,-0.106155,0.872104,-0.477667,
J,L,2881,-0.005307,-0.718367,-0.003733,-0.117153,0.117212,-0.046717,-0.998908,0,0,0.033183,0.000000,1.289801,-0.298045,-0.486201,-0.821449,-0.106155,0.872104,-0.477667,
J,L,2972,-0.010786,-0.835520,-0.005479,-0.117152,0.117280,-0.061586,-0.998102,0,0,0.039979,0.000000,1.289801,-0.298045,-0.486201,-0.821449,-0.106155,0.872104,-0.477667,
J,L,3063,-0.017698,-0.947542,-0.006912,-0.112022,0.112235,-0.076434,-0.997075,0,0,0.044815,0.000000,1.234916,-0.298045,-0.486201,-0.821449,-0.106155,0.872104,-0.477667,
J,L,3154,-0.025896,-1.054474,-0.008197,-0.106932,0.107246,-0.091265,-0.995827,0,0,0.047897,0.000000,1.180031,-0.298045,-0.486201,-0.821449,-0.106155,0.872104,-0.477667,
J,L,3245,-0.035692,-1.161362,-0.009796,-0.106888,0.107336,-0.106088,-0.994357,0,0,0.053072,0.000000,1.180031,-0.298045,-0.486201,-0.821449,-0.106155,0.872104,-0.477667,
J,L,3336,-0.047070,-1.268007,-0.011378,-0.106645,0.107251,-0.120876,-0.992668,0,0,0.056646,0.000000,1.180031,-0.298045,-0.486201,-0.821449,-0.106155,0.872104,-0.477667,
