mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ,angle
J,445,-0.149567,-1.550376,-0.149567,-1.550376,1.557574,-0.189260,-0.981927,3.500000,0.006311,-0.199357,-0.979907,0.051195,0.978705,-0.198783,0.190409
J,536,-0.209189,-1.862906,-0.059622,-0.312530,0.318166,-0.220322,-0.975427,3.500000,0.006311,-0.199357,-0.979907,0.051195,0.978705,-0.198783,0.222145
J,627,-0.278560,-2.173252,-0.069371,-0.310346,0.318005,-0.251147,-0.967949,3.500000,0.006311,-0.199357,-0.979907,0.051195,0.978705,-0.198783,0.253865
J,718,-0.357691,-2.481444,-0.079131,-0.308192,0.318189,-0.281734,-0.959492,3.500000,0.003737,-0.198692,-0.980055,0.049185,0.978912,-0.198272,0.285601
J,809,-0.446441,-2.786925,-0.088749,-0.305480,0.318111,-0.312030,-0.950072,3.500000,-0.025043,-0.195416,-0.980401,0.040455,0.979707,-0.196312,0.317329
J,900,-0.544790,-3.089606,-0.098349,-0.302681,0.318259,-0.342025,-0.939691,3.500000,-0.065043,-0.198686,-0.977902,0.038078,0.978770,-0.201395,0.349071
J,990,-0.653616,-3.388605,-0.108827,-0.298999,0.318188,-0.371667,-0.928366,3.500000,-0.081059,-0.210840,-0.974154,0.033320,0.976251,-0.214066,0.380804
J,1081,-0.771770,-3.684006,-0.118154,-0.295401,0.318154,-0.400935,-0.916106,3.500000,-0.088971,-0.223128,-0.970720,0.030095,0.973538,-0.226534,0.412538
J,1172,-0.899127,-3.975511,-0.127357,-0.291505,0.318112,-0.429796,-0.902926,3.500000,-0.098430,-0.230470,-0.968088,0.029303,0.971719,-0.234314,0.444267
J,1263,-1.035608,-4.262937,-0.136481,-0.287426,0.318183,-0.458232,-0.888833,3.500000,-0.107630,-0.231418,-0.966882,0.026720,0.971507,-0.235499,0.476005
J,1354,-1.181014,-4.545862,-0.145406,-0.282926,0.318103,-0.486198,-0.873848,3.500000,-0.109742,-0.231327,-0.966667,0.026423,0.971518,-0.235487,0.507734
J,1445,-1.335264,-4.824134,-0.154250,-0.278272,0.318164,-0.513681,-0.857981,3.500000,-0.109742,-0.231327,-0.966667,0.026423,0.971518,-0.235487,0.539470
J,1536,-1.498153,-5.097381,-0.162889,-0.273247,0.318114,-0.540642,-0.841252,3.500000,-0.113774,-0.231161,-0.966240,0.026430,0.971507,-0.235533,0.571201
J,1627,-1.669535,-5.365365,-0.171382,-0.267983,0.318099,-0.567058,-0.823678,3.500000,-0.117602,-0.231005,-0.965819,0.026095,0.971513,-0.235545,0.602929
J,1718,-1.849326,-5.627940,-0.179791,-0.262576,0.318230,-0.592913,-0.805267,3.500000,-0.121524,-0.230109,-0.965547,0.024837,0.971747,-0.234713,0.634671
J,1809,-2.037155,-5.884580,-0.187829,-0.256640,0.318031,-0.618154,-0.786057,3.500000,-0.121482,-0.226879,-0.966317,0.025240,0.972507,-0.231505,0.666392
