mode,path_radius,total_time,num_collisions,time_colliding,num_stops,time_stopping,distance_traveled_ft,speed_ft_per_second
J,L,171909,12,24818,62,23181,412.653633,2.400418
J,M,109636,4,4999,6,3454,418.311557,3.815446
J,S,160636,16,14181,17,11818,420.211255,2.615917
