time_stamp,trial_index,slot,mode,size_index,targetRadius,targetX,targetY,userX,userY,distance_from_center,elaspedTime,is_hit
1381,0,s0,N,2,L,0.000000,4.318376,0.009785,4.265227,0.052802,1381,1
2945,1,s8,N,2,L,-0.291500,1.544939,-0.349235,1.559992,0.059665,1563,1
4345,2,s1,N,2,L,0.570260,4.197164,0.581671,4.232261,0.035896,1399,1
5600,3,s9,N,2,L,-0.824097,1.782067,-0.849705,1.841457,0.064225,1254,1
6727,4,s2,N,2,L,1.041917,3.854485,1.193461,3.945936,0.171572,1127,0
7381,4,s2,N,2,L,1.041917,3.854485,1.014827,3.822198,0.041220,1781,1
8709,5,s10,N,2,L,-1.214200,2.215320,-1.231464,2.211482,0.017159,1327,1
10109,6,s3,N,2,L,1.333417,3.349592,1.395913,3.376163,0.066313,1400,1
11272,7,s11,N,2,L,-1.394357,2.769786,-1.461548,2.811774,0.077433,1163,1
12836,8,s4,N,2,L,1.394357,2.769786,1.410407,2.782043,0.019998,1563,1
14090,9,s12,N,2,L,-1.333417,3.349592,-1.385821,3.406645,0.075243,1254,1
15436,10,s5,N,2,L,1.214200,2.215320,1.328089,2.191120,0.113599,1345,1
16690,11,s13,N,2,L,-1.041917,3.854485,-1.006060,3.787600,0.074149,1254,1
18363,12,s6,N,2,L,0.824097,1.782067,0.704669,1.678636,0.157611,1672,0
19018,12,s6,N,2,L,0.824097,1.782067,0.843045,1.838796,0.059181,2327,1
20472,13,s14,N,2,L,-0.570260,4.197164,-0.548122,4.152071,0.048956,1454,1
21890,14,s7,N,2,L,0.291500,1.544939,0.265633,1.534032,0.028010,1418,1
23000,15,s0,N,2,L,0.000000,4.318376,-0.053036,4.310216,0.053659,1109,1
24527,16,s8,N,2,L,-0.291500,1.544939,-0.375083,1.598206,0.098924,1527,1
25681,17,s1,N,2,L,0.570260,4.197164,0.548688,4.249055,0.055423,1154,1
27245,18,s9,N,2,L,-0.824097,1.782067,-0.829347,1.767086,0.015389,1563,1
28536,19,s2,N,2,L,1.041917,3.854485,0.989005,3.828053,0.058069,1290,1
30127,20,s10,N,2,L,-1.214200,2.215320,-1.166921,2.146039,0.083876,1590,1
31490,21,s3,N,2,L,1.333417,3.349592,1.278680,3.369154,0.057273,1363,1
32927,22,s11,N,2,L,-1.394357,2.769786,-1.371719,2.767595,0.022043,1436,1
34254,23,s4,N,2,L,1.394357,2.769786,1.396705,2.733994,0.035799,1327,1
35472,24,s12,N,2,L,-1.333417,3.349592,-1.329675,3.296568,0.053059,1218,1
36945,25,s5,N,2,L,1.214200,2.215320,1.162920,2.228036,0.051588,1472,1
38109,26,s13,N,2,L,-1.041917,3.854485,-1.060815,3.790432,0.066643,1163,1
39436,27,s6,N,2,L,0.824097,1.782067,0.849966,1.847557,0.069675,1327,1
40581,28,s14,N,2,L,-0.570260,4.197164,-0.525269,4.161848,0.055971,1145,1
42127,29,s7,N,2,L,0.291500,1.544939,0.297086,1.529232,0.016145,1545,1
43545,30,s0,N,2,L,0.000000,4.318376,0.015690,4.354475,0.038752,1418,1
45054,31,s8,N,2,L,-0.291500,1.544939,-0.322208,1.628862,0.087507,1509,1
46563,32,s1,N,2,L,0.570260,4.197164,0.549798,4.144386,0.055636,1509,1
47909,33,s9,N,2,L,-0.824097,1.782067,-0.787657,1.817458,0.048957,1345,1
49036,34,s2,N,2,L,1.041917,3.854485,1.003014,3.885855,0.049942,1127,1
50436,35,s10,N,2,L,-1.214200,2.215320,-1.203435,2.180085,0.036708,1399,1
51836,36,s3,N,2,L,1.333417,3.349592,1.294692,3.372772,0.044579,1400,1
53418,37,s11,N,2,L,-1.394357,2.769786,-1.370196,2.742095,0.036527,1581,1
54690,38,s4,N,2,L,1.394357,2.769786,1.349991,2.836609,0.079200,1272,1
55927,39,s12,N,2,L,-1.333417,3.349592,-1.334108,3.296745,0.052838,1236,1
