double time_stamp,w_posX,w_posY,w_posZ,w_dirX,w_dirY,w_dirZ,w_upX,w_upY,w_upZ,t_colorR,t_colorG,t_colorB,t_posX,t_posY,t_posZ,t_scale,t_index,intersectionX,intersectionY,intersectionZ,distance_to_target,button_status,t_slot,mode,scale_char
90.904000,0.042420,3.044740,-0.072363,-0.009624,-0.074311,-0.997189,0.196635,0.977623,-0.074750,0.000000,1.000000,0.000000,0.000000,4.476526,-4.755000,0.135266,0,-0.002772,2.695789,-4.755000,1.775814,0,s0,M,L
181.814000,0.040558,3.040547,-0.072346,-0.018872,-0.071548,-0.997259,0.191412,0.978729,-0.073840,0.000000,1.000000,0.000000,0.000000,4.476526,-4.755000,0.135266,0,-0.048054,2.704593,-4.755000,1.767979,0,s0,M,L
272.706000,0.040268,3.041094,-0.072590,-0.019429,-0.068788,-0.997442,0.185655,0.980032,-0.071204,0.000000,1.000000,0.000000,0.000000,4.476526,-4.755000,0.135266,0,-0.050942,2.718173,-4.755000,1.754859,0,s0,M,L
363.594000,0.039868,3.041157,-0.075354,-0.020159,-0.068712,-0.997433,0.177536,0.981535,-0.071205,0.000000,1.000000,0.000000,0.000000,4.476526,-4.755000,0.135266,0,-0.054713,2.718780,-4.755001,1.754368,0,s0,M,L
454.512000,0.041281,3.041752,-0.075295,-0.021636,-0.065667,-0.997607,0.172096,0.982702,-0.068418,0.000000,1.000000,0.000000,0.000000,4.476526,-4.755000,0.135266,0,-0.060214,2.733711,-4.755000,1.740008,0,s0,M,L
545.442000,0.044407,3.062611,-0.074837,-0.023101,-0.045286,-0.998707,0.156489,0.986495,-0.048352,0.000000,1.000000,0.000000,0.000000,4.476526,-4.755000,0.135266,0,-0.063848,2.850390,-4.755000,1.625654,0,s0,M,L
636.344000,0.052180,3.098853,-0.074216,-0.024469,-0.005304,-0.999687,0.153005,0.988185,-0.008988,0.000000,1.000000,0.000000,0.000000,4.476526,-4.755000,0.135266,0,-0.062388,3.074020,-4.755000,1.403864,0,s0,M,L
727.258000,0.064187,3.179220,-0.086742,-0.020858,0.051650,-0.998447,0.149178,0.987646,0.047975,0.000000,1.000000,0.000000,0.000000,4.476526,-4.755000,0.135266,0,-0.033338,3.420710,-4.755001,1.054969,0,s0,M,L
818.170000,0.071411,3.247842,-0.097382,-0.019795,0.111078,-0.993615,0.147728,0.983226,0.106973,0.000000,1.000000,0.000000,0.000000,4.476526,-4.755000,0.135266,0,-0.021378,3.768525,-4.755000,0.703992,0,s0,M,L
909.056000,0.076253,3.315494,-0.113562,-0.026064,0.167990,-0.985444,0.160198,0.973741,0.161758,0.000000,1.000000,0.000000,0.000000,4.476526,-4.755000,0.135266,0,-0.046509,4.106728,-4.755000,0.367700,0,s0,M,L
