double time_stamp,w_posX,w_posY,w_posZ,w_dirX,w_dirY,w_dirZ,w_upX,w_upY,w_upZ,t_colorR,t_colorG,t_colorB,t_posX,t_posY,t_posZ,t_scale,t_index,intersectionX,intersectionY,intersectionZ,distance_to_target,button_status,t_slot,mode,scale_char
90.913000,-0.111525,3.721001,0.126538,0.050827,-0.022747,-0.998448,0.015217,0.999642,-0.022000,0.000000,1.000000,0.000000,0.000000,5.129074,-4.755000,0.135266,0,0.136975,3.609787,-4.755001,1.524884,0,s0,J,L
181.784000,-0.111591,3.718188,0.124379,0.051613,-0.017061,-0.998521,0.008846,0.999823,-0.016626,0.000000,1.000000,0.000000,0.000000,5.129074,-4.755000,0.135266,0,0.140619,3.634815,-4.755000,1.500503,0,s0,J,L
272.706000,-0.118913,3.709740,0.114811,0.050481,-0.014645,-0.998618,0.003666,0.999888,-0.014478,0.000000,1.000000,0.000000,0.000000,5.129074,-4.755000,0.135266,0,0.127259,3.638325,-4.755000,1.495904,0,s0,J,L
363.636000,-0.120993,3.709740,0.114152,0.050481,-0.014645,-0.998618,0.003277,0.999890,-0.014498,0.000000,1.000000,0.000000,0.000000,5.129074,-4.755000,0.135266,0,0.125145,3.638334,-4.755000,1.495718,0,s0,J,L
454.509000,-0.120993,3.709953,0.101711,0.050492,-0.013484,-0.998633,0.003218,0.999906,-0.013339,0.000000,1.000000,0.000000,0.000000,5.129074,-4.755000,0.135266,0,0.124567,3.644373,-4.755000,1.489685,0,s0,J,L
545.435000,-0.126313,3.709867,0.095930,0.050487,-0.013953,-0.998627,0.003990,0.999897,-0.013769,0.000000,1.000000,0.000000,0.000000,5.129074,-4.755000,0.135266,0,0.118935,3.642087,-4.755000,1.491495,0,s0,J,L
636.366000,-0.126191,3.709825,0.091619,0.051154,-0.014181,-0.998590,0.003998,0.999894,-0.013995,0.000000,1.000000,0.000000,0.000000,5.129074,-4.755000,0.135266,0,0.122086,3.640996,-4.755000,1.492827,0,s0,J,L
727.299000,-0.126767,3.710863,0.090199,0.051214,-0.008511,-0.998652,0.004133,0.999957,-0.008310,0.000000,1.000000,0.000000,0.000000,5.129074,-4.755000,0.135266,0,0.121711,3.669571,-4.755000,1.464450,0,s0,J,L
818.152000,-0.140446,3.740590,0.092186,0.057553,0.043749,-0.997383,0.023581,0.998701,0.045168,0.000000,1.000000,0.000000,0.000000,5.129074,-4.755000,0.135266,0,0.139253,3.953207,-4.755001,1.183287,0,s0,J,L
909.077000,-0.145059,3.800734,0.103949,0.050663,0.106447,-0.993027,0.026988,0.993795,0.107906,0.000000,1.000000,0.000000,0.000000,5.129074,-4.755000,0.135266,0,0.102840,4.321588,-4.755000,0.809994,0,s0,J,L
1000.000000,-0.144184,3.843077,0.118841,0.054302,0.149352,-0.987292,0.033387,0.987926,0.151284,0.000000,1.000000,0.000000,0.000000,5.129074,-4.755000,0.135266,0,0.123880,4.580364,-4.755001,0.557468,0,s0,J,L
1090.906000,-0.135671,3.873713,0.127452,0.052785,0.173908,-0.983346,0.032308,0.983906,0.175742,0.000000,1.000000,0.000000,0.000000,5.129074,-4.755000,0.135266,0,0.126414,4.737191,-4.755000,0.407152,0,s0,J,L
1181.819000,-0.134999,3.895477,0.143312,0.050676,0.202073,-0.978059,0.027732,0.978655,0.203633,0.000000,1.000000,0.000000,0.000000,5.129074,-4.755000,0.135266,0,0.118794,4.907498,-4.755000,0.248407,0,s0,J,L
1272.705000,-0.134978,3.913196,0.151953,0.041290,0.217096,-0.975277,0.031077,0.975358,0.218430,0.000000,1.000000,0.000000,0.000000,5.129074,-4.755000,0.135266,0,0.072766,5.005480,-4.755000,0.141430,0,s0,J,L
1363.622000,-0.135096,3.924280,0.161364,0.035723,0.226805,-0.973285,0.031301,0.973175,0.227928,1.000000,0.000000,0.000000,0.000000,5.129074,-4.755000,0.135266,0,0.045353,5.069943,-4.755000,0.073582,0,s0,J,L
