mode,path_radius,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,is_stopped,colliding,distance_from_line,distance_outside,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ
M,L,445,0,0,0,0,0,0,-1,1,0,0,0,0,-0.109426,0.398389,-0.910666,0.015831,0.916749,0.399149
M,L,536,0,0,0,0,0,0,-1,1,0,0,0,0,-0.109773,0.390077,-0.914216,0.015051,0.920321,0.390874
M,L,627,0,0,0,0,0,0,-1,1,0,0,0,0,-0.110452,0.376055,-0.919991,0.014134,0.926155,0.376878
M,L,718,0,0,0,0,0,0,-1,1,0,0,0,0,-0.120767,0.35187,-0.928226,0.013048,0.935552,0.352949
M,L,809,0,0,0,0,0,0,-1,1,0,0,0,0,-0.147165,0.311987,-0.938619,0.019304,0.949677,0.312636
M,L,899,0,0,0,0,0,0,-1,1,0,0,0,0,-0.216823,0.216653,-0.951866,0.02984,0.976078,0.215366
M,L,990,0,0,0,0,0,0,-1,1,0,0,0,0,-0.302683,0.076177,-0.950042,0.025014,0.997092,0.071981
M,L,1081,0,0,0,0,0,0,-1,1,0,0,0,0,-0.378191,-0.087815,-0.921553,0.000974,0.995452,-0.095257
M,L,1172,0,0,0,0,0,0,-1,1,0,0,0,0,-0.423003,-0.229541,-0.876573,-0.03368,0.970696,-0.237936
M,L,1263,0,0,0,0,0,0,-1,1,0,0,0,0,-0.429671,-0.31059,-0.847889,-0.060457,0.946773,-0.316175
M,L,1354,0,0,0,0,0,0,-1,1,0,0,0,0,-0.41218,-0.371074,-0.832113,-0.08356,0.92485,-0.371039
M,L,1445,0,0,0,0,0,0,-1,1,0,0,0,0,-0.405088,-0.388851,-0.827465,-0.091535,0.91775,-0.386467
M,L,1536,0,0,0,0,0,0,-1,1,0,0,0,0,-0.406829,-0.400555,-0.821003,-0.094391,0.912362,-0.398355
M,L,1627,0,0,0,0,0,0,-1,1,0,0,0,0,-0.392164,-0.420007,-0.818414,-0.098799,0.903767,-0.416468
M,L,1718,0,0,0,0,0,0,-1,1,0,0,0,0,-0.379745,-0.436036,-0.815884,-0.105089,0.896574,-0.430247
M,L,1809,0,0,0,0,0,0,-1,1,0,0,0,0,-0.373913,-0.439046,-0.816962,-0.106079,0.895321,-0.432606
M,L,1899,0,0,0,0,0,0,-1,1,0,0,0,0,-0.374603,-0.430786,-0.821034,-0.103233,0.899384,-0.424795
M,L,1990,0,0,0,0,0,0,-1,1,0,0,0,0,-0.376773,-0.418224,-0.826517,-0.100745,0.905481,-0.412255
M,L,2081,0,0,0,0,0,0,-1,1,0,0,0,0,-0.378076,-0.414618,-0.827738,-0.099294,0.907107,-0.409021
M,L,2172,0,0,0,0,0,0,-1,1,0,0,0,0,-0.378295,-0.413103,-0.828395,-0.098664,0.907796,-0.407642
M,L,2263,0,0,0,0,0,0,-1,1,0,0,0,0,-0.378295,-0.413103,-0.828395,-0.098664,0.907796,-0.407642
M,L,2354,0,0,0,0,0,0,-1,1,0,0,0,0,-0.378295,-0.413103,-0.828395,-0.102357,0.90808,-0.406097
M,L,2445,0,0,0,0,0,0,-1,1,0,0,0,0,-0.378295,-0.413103,-0.828395,-0.106948,0.908412,-0.404166
M,L,2536,0,0,0,0,0,0,-1,1,0,0,0,0,-0.378295,-0.413103,-0.828395,-0.112379,0.908776,-0.401867
M,L,2627,0,0,0,0,0,0,-1,1,0,0,0,0,-0.378295,-0.413103,-0.828396,-0.113215,0.908829,-0.401512
M,L,2718,0,0,0,0,0,0,-1,1,0,0,0,0,-0.378295,-0.413103,-0.828395,-0.113215,0.908829,-0.401512
M,L,2809,0,0,0,0,0,0,-1,1,0,0,0,0,-0.378295,-0.413103,-0.828395,-0.113215,0.908829,-0.401512
M,L,2899,0,0,0,0,0,0,-1,1,0,0,0,0,-0.378295,-0.413103,-0.828395,-0.114089,0.908884,-0.40114
M,L,2990,0,-0.212063,0,-0.212063,0.212063,0,-1,0,0,0.007401,0,2.332619,-0.378295,-0.413103,-0.828395,-0.118755,0.909163,-0.399149
M,L,3081,0,-0.793263,0,-0.5812,0.5812,0,-1,0,0,0.046289,0,6.394119,-0.378295,-0.413103,-0.828395,-0.119041,0.909179,-0.399027
M,L,3172,0,-1.312353,0,-0.51909,0.51909,0,-1,0,0,0.10943,0,5.708055,-0.378295,-0.413103,-0.828396,-0.121505,0.909317,-0.39797
M,L,3263,0,-1.364734,0,-0.052381,0.052381,0,-1,0,0,0.11672,0,0.576294,-0.380162,-0.413089,-0.827547,-0.122577,0.909333,-0.397604
M,L,3354,0,-1.364734,0,0,0,-0.013054,-0.999915,1,0,0.11672,0,0,-0.387845,-0.412944,-0.824047,-0.123178,0.909229,-0.397655
M,L,3445,0,-1.364734,0,0,0,-0.052093,-0.998642,1,0,0.11672,0,0,-0.400912,-0.412576,-0.817955,-0.131002,0.909493,-0.394539
M,L,3536,0,-1.364734,0,0,0,-0.097964,-0.99519,1,0,0.11672,0,0,-0.421245,-0.411913,-0.80801,-0.145328,0.910057,-0.38817
M,L,3627,0,-1.364734,0,0,0,-0.14364,-0.98963,1,0,0.11672,0,0,-0.438999,-0.411376,-0.798781,-0.157898,0.910514,-0.382141
M,L,3718,-0.015056,-1.468466,-0.015056,-0.103732,0.104819,-0.182906,-0.98313,0,0,0.118244,0,1.152588,-0.444428,-0.411276,-0.795824,-0.16589,0.9108,-0.378053
M,L,3809,-0.03878,-1.595982,-0.023724,-0.127516,0.129704,-0.191414,-0.981509,0,0,0.117023,0,1.427014,-0.44423,-0.411277,-0.795934,-0.168632,0.910911,-0.376571
M,L,3899,-0.03878,-1.595982,0,0,0,-0.191414,-0.981509,1,0,0.117023,0,0,-0.437664,-0.411243,-0.799581,-0.168753,0.911041,-0.3762
M,L,3990,-0.03878,-1.595982,0,0,0,-0.18241,-0.983223,1,0,0.117023,0,0,-0.422945,-0.410896,-0.80764,-0.169611,0.911427,-0.374877
M,L,4081,-0.03878,-1.595982,0,0,0,-0.170508,-0.985356,1,0,0.117023,0,0,-0.410637,-0.410619,-0.814106,-0.165855,0.9116,-0.376135
M,L,4172,-0.03878,-1.595982,0,0,0,-0.170508,-0.985356,1,0,0.117023,0,0,-0.406474,-0.410591,-0.816207,-0.161095,0.911547,-0.378326
M,L,4263,-0.047287,-1.645146,-0.008507,-0.049164,0.049895,-0.170508,-0.985356,0,0,0.117183,0,0.548851,-0.405885,-0.413562,-0.814999,-0.161116,0.910171,-0.381617
M,L,4354,-0.072814,-1.792665,-0.025527,-0.147519,0.149711,-0.170508,-0.985356,0,0,0.118791,0,1.646554,-0.405582,-0.415085,-0.814376,-0.161795,0.909477,-0.38298
M,L,4445,-0.108544,-1.999146,-0.03573,-0.206481,0.20955,-0.170508,-0.985356,0,0,0.126772,0,2.305176,-0.405582,-0.415085,-0.814376,-0.161795,0.909477,-0.38298
M,L,4536,-0.144279,-2.205655,-0.035735,-0.206508,0.209577,-0.170508,-0.985356,0,0,0.138132,0,2.305176,-0.405582,-0.415085,-0.814376,-0.161795,0.909477,-0.38298
M,L,4627,-0.175767,-2.387627,-0.031489,-0.181972,0.184676,-0.170508,-0.985356,0,0,0.151602,0,2.03075,-0.405582,-0.415086,-0.814376,-0.162787,0.909503,-0.382499
M,L,4718,-0.191505,-2.478575,-0.015738,-0.090948,0.0923,-0.208133,-0.978101,0,0,0.158958,0,1.015375,-0.409933,-0.413884,-0.812807,-0.165629,0.910085,-0.379885
M,L,4809,-0.202924,-2.532238,-0.011419,-0.053664,0.054865,-0.25324,-0.967403,0,0,0.162772,0,0.603737,-0.422991,-0.409391,-0.80838,-0.174088,0.912216,-0.370885
M,L,4899,-0.216823,-2.585332,-0.013898,-0.053094,0.054883,-0.297817,-0.954623,0,0,0.164047,0,0.603737,-0.437786,-0.409261,-0.80053,-0.184612,0.912335,-0.365462
M,L,4990,-0.23317,-2.637732,-0.016347,-0.0524,0.05489,-0.334868,-0.942265,0,0,0.162776,0,0.603737,-0.440288,-0.409264,-0.799155,-0.188475,0.912368,-0.363403
M,L,5081,-0.251548,-2.689443,-0.018377,-0.051711,0.05488,-0.344736,-0.938699,0,0,0.159364,0,0.603737,-0.436827,-0.409227,-0.801071,-0.188495,0.9124,-0.363313
M,L,5172,-0.270473,-2.740977,-0.018926,-0.051534,0.054899,-0.344736,-0.938699,0,0,0.155376,0,0.603737,-0.430918,-0.409161,-0.804299,-0.188561,0.912449,-0.363154
M,L,5263,-0.291116,-2.797186,-0.020643,-0.05621,0.059881,-0.344736,-0.9387,0,0,0.151026,0,0.658622,-0.421454,-0.409014,-0.809373,-0.187808,0.912527,-0.363349
M,L,5354,-0.318633,-2.872114,-0.027517,-0.074928,0.079821,-0.344736,-0.938699,0,0,0.147877,0,0.878162,-0.415254,-0.40894,-0.812608,-0.184479,0.91256,-0.364968
M,L,5445,-0.377135,-3.03141,-0.058501,-0.159296,0.169699,-0.344736,-0.9387,0,0,0.141464,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,5536,-0.43561,-3.190635,-0.058475,-0.159225,0.169622,-0.344736,-0.9387,0,0,0.137149,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,5627,-0.49409,-3.349875,-0.058481,-0.15924,0.169639,-0.344736,-0.9387,0,0,0.136659,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,5718,-0.552554,-3.509068,-0.058463,-0.159193,0.169589,-0.344736,-0.9387,0,0,0.137721,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,5809,-0.611043,-3.668331,-0.058489,-0.159263,0.169664,-0.344736,-0.9387,0,0,0.143152,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,5900,-0.669607,-3.827797,-0.058564,-0.159466,0.16988,-0.352179,-0.935933,0,0,0.149597,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,5990,-0.729274,-3.986366,-0.059667,-0.158568,0.169423,-0.368777,-0.929518,0,0,0.159584,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,6081,-0.791814,-4.144,-0.06254,-0.157634,0.169587,-0.387299,-0.921954,0,0,0.166982,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,6172,-0.857551,-4.300485,-0.065737,-0.156486,0.169732,-0.405682,-0.914014,0,0,0.176497,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,6263,-0.926373,-4.455543,-0.068822,-0.155058,0.169645,-0.423893,-0.905713,0,0,0.182613,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,6354,-0.998268,-4.609159,-0.071895,-0.153615,0.169607,-0.44193,-0.89705,0,0,0.191071,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,6445,-1.073248,-4.761357,-0.07498,-0.152198,0.169665,-0.459796,-0.888025,0,0,0.19632,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,6536,-1.151233,-4.911973,-0.077985,-0.150616,0.169608,-0.477472,-0.878647,0,0,0.203294,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,6627,-1.232252,-5.061065,-0.081019,-0.149092,0.169684,-0.494964,-0.868913,0,0,0.207676,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,6718,-1.316206,-5.208446,-0.083953,-0.147381,0.169615,-0.512252,-0.858835,0,0,0.213155,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,6809,-1.403097,-5.354126,-0.086891,-0.145681,0.169626,-0.529335,-0.848413,0,0,0.216666,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,6899,-1.492905,-5.49807,-0.089808,-0.143943,0.169662,-0.54621,-0.837648,0,0,0.220641,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,6990,-1.585566,-5.640171,-0.092661,-0.142101,0.169643,-0.562864,-0.82655,0,0,0.223283,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,7081,-1.681062,-5.780405,-0.095496,-0.140234,0.169661,-0.579295,-0.815118,0,0,0.225745,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,7172,-1.779338,-5.918687,-0.098275,-0.138282,0.169647,-0.595492,-0.803361,0,0,0.227518,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,7263,-1.880347,-6.054956,-0.10101,-0.13627,0.169624,-0.611448,-0.791285,0,0,0.228461,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,7354,-1.984104,-6.189229,-0.103756,-0.134273,0.169689,-0.627166,-0.778886,0,0,0.229366,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,7445,-2.090519,-6.321388,-0.106415,-0.132159,0.169677,-0.642631,-0.766176,0,0,0.228789,0,1.866095,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,7536,-2.223541,-6.479983,-0.133022,-0.158595,0.206996,-0.65783,-0.753166,0,0,0.228831,0,2.277734,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,7627,-2.364738,-6.641643,-0.141197,-0.16166,0.21464,-0.672778,-0.739844,0,0,0.228717,0,2.360061,-0.413096,-0.408919,-0.813718,-0.18446,0.91257,-0.364951
M,L,7718,-2.509002,-6.800288,-0.144264,-0.158645,0.21443,-0.687441,-0.72624,0,0,0.227663,0,2.360061,-0.413322,-0.407862,-0.814134,-0.183982,0.913043,-0.364009
M,L,7809,-2.656516,-6.956127,-0.147514,-0.155839,0.214584,-0.70184,-0.712335,0,0,0.228932,0,2.360061,-0.414189,-0.403771,-0.815731,-0.18213,0.91486,-0.360361
M,L,7899,-2.807095,-7.108957,-0.150579,-0.15283,0.214548,-0.715955,-0.698146,0,0,0.228392,0,2.360061,-0.414877,-0.400492,-0.816997,-0.180645,0.9163,-0.357437
M,L,7990,-2.960722,-7.258763,-0.153627,-0.149806,0.214577,-0.729785,-0.683676,0,0,0.229435,0,2.360061,-0.414877,-0.400492,-0.816997,-0.180645,0.9163,-0.357437
M,L,8081,-3.117291,-7.40544,-0.156569,-0.146677,0.214542,-0.743321,-0.668935,0,0,0.230279,0,2.360061,-0.415915,-0.400504,-0.816463,-0.180663,0.916294,-0.357443
M,L,8172,-3.276798,-7.548985,-0.159506,-0.143544,0.214586,-0.756562,-0.653922,0,0,0.230222,0,2.360061,-0.420864,-0.396195,-0.816029,-0.178758,0.918162,-0.353588
M,L,8263,-3.439052,-7.689227,-0.162255,-0.140243,0.214464,-0.769491,-0.638657,0,0,0.232448,0,2.360061,-0.425055,-0.387594,-0.817985,-0.174998,0.921822,-0.34586
M,L,8354,-3.604244,-7.826331,-0.165191,-0.137104,0.214676,-0.782126,-0.62312,0,0,0.232862,0,2.360061,-0.427361,-0.376698,-0.821864,-0.170226,0.926329,-0.336063
M,L,8445,-3.772024,-7.960001,-0.16778,-0.13367,0.214518,-0.794438,-0.607345,0,0,0.2349,0,2.360061,-0.429725,-0.365334,-0.825753,-0.165247,0.93087,-0.325845
M,L,8536,-3.94264,-8.090437,-0.170616,-0.130435,0.214763,-0.806446,-0.591309,0,0,0.236694,0,2.360061,-0.431134,-0.358131,-0.82817,-0.16201,0.933664,-0.319411
M,L,8627,-4.121549,-8.221619,-0.178909,-0.131182,0.221849,-0.818108,-0.575064,0,0,0.237662,0,2.442389,-0.431281,-0.35732,-0.828444,-0.161636,0.933975,-0.318691
M,L,8718,-4.303116,-8.349245,-0.181567,-0.127626,0.221935,-0.829448,-0.558584,0,0,0.241228,0,2.442389,-0.431281,-0.35732,-0.828444,-0.161636,0.933975,-0.318691
M,L,8809,-4.503815,-8.484404,-0.200699,-0.135159,0.241967,-0.840459,-0.541874,0,0,0.244023,0,2.66193,-0.431281,-0.35732,-0.828444,-0.161636,0.933975,-0.318691
M,L,8899,-4.751289,-8.643959,-0.247475,-0.159555,0.294451,-0.851138,-0.524941,0,0,0.248927,0,3.238224,-0.431281,-0.35732,-0.828444,-0.161636,0.933975,-0.318691
M,L,8990,-4.997585,-8.795862,-0.246295,-0.151903,0.289372,-0.861473,-0.507804,0,0,0.257331,0,3.183338,-0.431281,-0.35732,-0.828444,-0.161636,0.933975,-0.318691
M,L,9081,-5.238293,-8.93775,-0.240708,-0.141888,0.279415,-0.871462,-0.490461,0,0,0.267909,0,3.073568,-0.431281,-0.35732,-0.828444,-0.161636,0.933975,-0.318691
M,L,9172,-5.481812,-9.074802,-0.243518,-0.137053,0.279436,-0.881104,-0.472921,0,0,0.279853,0,3.073568,-0.431281,-0.35732,-0.828444,-0.161636,0.933975,-0.318691
M,L,9263,-5.727989,-9.206935,-0.246178,-0.132133,0.279397,-0.890392,-0.455194,0,0,0.293135,0,3.073568,-0.431281,-0.35732,-0.828444,-0.161636,0.933975,-0.318691
M,L,9354,-5.976783,-9.334126,-0.248794,-0.127191,0.279421,-0.899323,-0.437284,0,0,0.308136,0,3.073568,-0.431281,-0.35732,-0.828444,-0.161636,0.933975,-0.318691
M,L,9445,-6.196643,-9.44103,-0.21986,-0.106904,0.244472,-0.907894,-0.419199,0,0,0.324491,0,2.689372,-0.434153,-0.35732,-0.826942,-0.161771,0.933971,-0.318636
M,L,9536,-6.418712,-9.543565,-0.222069,-0.102535,0.244598,-0.916105,-0.400937,0,0,0.340398,0,2.689372,-0.437012,-0.35732,-0.825435,-0.161883,0.933965,-0.318596
M,L,9627,-6.638089,-9.639576,-0.219377,-0.096011,0.239467,-0.923944,-0.382525,0,0,0.355586,0,2.634487,-0.437012,-0.35732,-0.825435,-0.161883,0.933965,-0.318596
M,L,9718,-6.859217,-9.731126,-0.221128,-0.09155,0.23933,-0.93141,-0.363972,0,0,0.374052,0,2.634487,-0.437012,-0.35732,-0.825435,-0.161883,0.933965,-0.318596
M,L,9809,-7.082443,-9.818357,-0.223226,-0.087231,0.239664,-0.938891,-0.344213,0,0,0.391771,0,2.634487,-0.437012,-0.35732,-0.825435,-0.161883,0.933965,-0.318596
M,L,9899,-7.302522,-9.899041,-0.220079,-0.080685,0.234403,-0.945946,-0.324325,0,0,0.408668,0,2.579602,-0.437012,-0.35732,-0.825435,-0.161883,0.933965,-0.318596
M,L,9990,-7.519663,-9.97349,-0.217142,-0.074449,0.22955,-0.95391,-0.30009,0,0,0.427568,0,2.524717,-0.437012,-0.35732,-0.825435,-0.16268,0.93397,-0.318176
M,L,10081,-7.786189,-10.057336,-0.266525,-0.083846,0.279403,-0.963247,-0.268618,0,0,0.448621,0,3.073568,-0.437012,-0.35732,-0.825435,-0.16353,0.933974,-0.317727
M,L,10172,-7.913524,-10.092846,-0.127336,-0.03551,0.132194,-0.976669,-0.21475,0,0,0.456881,0,1.454456,-0.437012,-0.35732,-0.825435,-0.16353,0.933974,-0.317727
M,L,10263,-7.913524,-10.092846,0,0,0,-0.988236,-0.152933,1,0,0.456881,0,0,-0.437012,-0.35732,-0.825435,-0.164627,0.933978,-0.317149
M,L,10354,-7.913524,-10.092846,0,0,0,-0.995989,-0.089466,1,0,0.456881,0,0,-0.437012,-0.35732,-0.825435,-0.164627,0.933978,-0.317149
M,L,10445,-7.913524,-10.092846,0,0,0,-0.999113,-0.042101,1,0,0.456881,0,0,-0.437012,-0.35732,-0.825435,-0.164627,0.933978,-0.317149
M,L,10536,-7.913524,-10.092846,0,0,0,-0.999639,-0.026857,1,0,0.456881,0,0,-0.433865,-0.357248,-0.827125,-0.164894,0.934009,-0.316918
M,L,10627,-7.913524,-10.092846,0,0,0,-0.999639,-0.026857,1,0,0.456881,0,0,-0.426696,-0.357531,-0.830724,-0.16653,0.933896,-0.316397
M,L,10718,-7.913524,-10.092846,0,0,0,-0.999476,-0.032356,1,0,0.456881,0,0,-0.413216,-0.364385,-0.834551,-0.169135,0.931216,-0.322847
M,L,10809,-7.913524,-10.092846,0,0,0,-0.999226,-0.039317,1,0,0.456881,0,0,-0.397061,-0.370691,-0.839601,-0.16765,0.928709,-0.330748
M,L,10899,-7.913524,-10.092846,0,0,0,-0.998929,-0.046275,1,0,0.456881,0,0,-0.382804,-0.37689,-0.843454,-0.163488,0.926225,-0.339676
M,L,10990,-8.033134,-10.098387,-0.119609,-0.005541,0.119738,-0.998582,-0.053231,0,0,0.437594,0,1.317243,-0.372378,-0.378506,-0.847389,-0.156638,0.925588,-0.344603
M,L,11081,-8.182611,-10.106355,-0.149478,-0.007968,0.14969,-0.998582,-0.053231,0,0,0.419471,0,1.646554,-0.368926,-0.378464,-0.848916,-0.15359,0.925612,-0.345908
M,L,11172,-8.352066,-10.115388,-0.169455,-0.009033,0.169695,-0.998582,-0.053231,0,0,0.398942,0,1.866095,-0.368926,-0.378464,-0.848916,-0.15359,0.925612,-0.345908
M,L,11263,-8.521437,-10.124416,-0.169371,-0.009028,0.169611,-0.998582,-0.053231,0,0,0.382799,0,1.866095,-0.368926,-0.378464,-0.848916,-0.15359,0.925612,-0.345908
M,L,11354,-8.69086,-10.133448,-0.169423,-0.009031,0.169664,-0.998582,-0.053231,0,0,0.368163,0,1.866095,-0.368926,-0.378464,-0.848916,-0.15359,0.925612,-0.345908
M,L,11445,-8.860262,-10.142478,-0.169402,-0.00903,0.169643,-0.998582,-0.053231,0,0,0.35704,0,1.866095,-0.368926,-0.378464,-0.848916,-0.15359,0.925612,-0.345908
M,L,11536,-9.029668,-10.151508,-0.169406,-0.00903,0.169646,-0.998582,-0.053231,0,0,0.348314,0,1.866095,-0.368926,-0.378464,-0.848916,-0.15359,0.925612,-0.345908
M,L,11627,-9.19154,-10.160137,-0.161872,-0.008629,0.162102,-0.998582,-0.053231,0,0,0.342409,0,1.783767,-0.368926,-0.378464,-0.848916,-0.15359,0.925612,-0.345908
M,L,11718,-9.353498,-10.168771,-0.161959,-0.008634,0.162189,-0.998582,-0.053231,0,0,0.339725,0,1.783767,-0.368926,-0.378464,-0.848916,-0.15359,0.925612,-0.345908
M,L,11809,-9.515424,-10.177402,-0.161925,-0.008632,0.162155,-0.998582,-0.053231,0,0,0.338163,0,1.783767,-0.368926,-0.378464,-0.848916,-0.15359,0.925612,-0.345908
M,L,11899,-9.677378,-10.186036,-0.161954,-0.008634,0.162184,-0.999177,-0.040553,0,0,0.341139,0,1.783767,-0.370573,-0.378471,-0.848195,-0.153599,0.925611,-0.345908
M,L,11990,-9.839375,-10.192611,-0.161997,-0.006575,0.16213,-0.999999,-0.000783,0,0,0.342056,0,1.783767,-0.375552,-0.378503,-0.845988,-0.15466,0.9256,-0.345465
M,L,12081,-10.001522,-10.192738,-0.162148,-0.000127,0.162148,-0.998893,0.04704,0,0,0.341994,0,1.783767,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,12172,-10.163541,-10.185108,-0.162019,0.007629,0.162198,-0.996662,0.081636,0,0,0.334365,0,1.783767,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,12263,-10.325123,-10.171873,-0.161582,0.013235,0.162123,-0.995266,0.09719,0,0,0.325275,0,1.783767,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,12354,-10.486547,-10.15611,-0.161425,0.015763,0.162192,-0.993952,0.109815,0,0,0.315156,0,1.783767,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,12445,-10.647681,-10.138308,-0.161134,0.017802,0.162114,-0.992478,0.122416,0,0,0.305826,0,1.783767,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,12536,-10.808684,-10.118449,-0.161003,0.019858,0.162223,-0.990845,0.135005,0,0,0.297247,0,1.783767,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,12627,-10.96934,-10.09656,-0.160656,0.02189,0.16214,-0.988726,0.149739,0,0,0.28818,0,1.783767,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,12718,-11.129646,-10.072282,-0.160306,0.024278,0.162134,-0.985344,0.170576,0,0,0.280792,0,1.783767,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,12809,-11.289462,-10.044616,-0.159816,0.027666,0.162193,-0.9811,0.193501,0,0,0.270292,0,1.783767,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,12899,-11.44857,-10.013235,-0.159108,0.031381,0.162173,-0.976323,0.216316,0,0,0.26136,0,1.783767,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,12990,-11.619062,-9.97546,-0.170492,0.037775,0.174627,-0.971016,0.239013,0,0,0.247681,0,1.92098,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,13081,-11.788667,-9.933712,-0.169604,0.041748,0.174667,-0.96518,0.261584,0,0,0.235523,0,1.92098,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,13172,-11.957187,-9.88804,-0.16852,0.045672,0.174599,-0.960469,0.278383,0,0,0.219808,0,1.92098,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,13263,-12.160885,-9.829,-0.203698,0.05904,0.212082,-0.956326,0.292303,0,0,0.203566,0,2.332619,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,13354,-12.368449,-9.765557,-0.207564,0.063442,0.217043,-0.952428,0.304764,0,0,0.186289,0,2.387504,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,13445,-12.57519,-9.699403,-0.20674,0.066154,0.217067,-0.948367,0.317175,0,0,0.172114,0,2.387504,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,13536,-12.781026,-9.630562,-0.205836,0.068841,0.217043,-0.944627,0.328146,0,0,0.159426,0,2.387504,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,13627,-12.98595,-9.559375,-0.204924,0.071187,0.216936,-0.940762,0.339068,0,0,0.147482,0,2.387504,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,13718,-13.194873,-9.484075,-0.208923,0.0753,0.222079,-0.936767,0.349953,0,0,0.139897,0,2.442389,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,13809,-13.402827,-9.406388,-0.207954,0.077686,0.221991,-0.932649,0.360786,0,0,0.132847,0,2.442389,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,13899,-13.609967,-9.326258,-0.20714,0.080131,0.222099,-0.928402,0.371576,0,0,0.128395,0,2.442389,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,13990,-13.816116,-9.243751,-0.206149,0.082507,0.222047,-0.924032,0.382314,0,0,0.127069,0,2.442389,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,14081,-14.021261,-9.158873,-0.205145,0.084878,0.222011,-0.919539,0.392998,0,0,0.126297,0,2.442389,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,14172,-14.232308,-9.068674,-0.211047,0.090199,0.229514,-0.913884,0.405974,0,0,0.129738,0,2.524717,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
M,L,14263,-14.44206,-8.975496,-0.209752,0.093178,0.229517,-0.907586,0.419867,0,0,0.134655,0,2.524717,-0.376222,-0.378507,-0.845689,-0.15466,0.925598,-0.345469
