double time_stamp,w_posX,w_posY,w_posZ,w_dirX,w_dirY,w_dirZ,w_upX,w_upY,w_upZ,t_colorR,t_colorG,t_colorB,t_posX,t_posY,t_posZ,t_scale,t_index,intersectionX,intersectionY,intersectionZ,distance_to_target,button_status
90.903000,-0.052959,3.576184,0.031875,0.121555,0.116000,-0.985783,-0.187691,0.977916,0.091931,0.000000,1.000000,0.000000,0.000000,5.003850,-4.755000,0.135266,0,0.537302,4.139471,-4.755000,1.017164,0
181.833000,-0.052476,3.570404,0.031712,0.124232,0.112146,-0.985895,-0.187882,0.978277,0.087604,0.000000,1.000000,0.000000,0.000000,5.003850,-4.755000,0.135266,0,0.550693,4.114893,-4.755000,1.045241,0
272.742000,-0.052320,3.568161,0.031735,0.124977,0.112273,-0.985787,-0.187292,0.978383,0.087685,0.000000,1.000000,0.000000,0.000000,5.003850,-4.755000,0.135266,0,0.554537,4.113330,-4.755000,1.048617,0
363.619000,-0.052320,3.566470,0.029127,0.124977,0.112273,-0.985787,-0.187292,0.978383,0.087685,0.000000,1.000000,0.000000,0.000000,5.003850,-4.755000,0.135266,0,0.554206,4.111341,-4.755000,1.050124,0
454.553000,-0.052503,3.566114,0.027137,0.124011,0.113729,-0.985742,-0.187485,0.978202,0.089272,0.000000,1.000000,0.000000,0.000000,5.003850,-4.755000,0.135266,0,0.549111,4.117846,-4.755000,1.041853,0
545.441000,-0.058194,3.567043,0.026469,0.118728,0.118926,-0.985779,-0.187999,0.977536,0.095289,0.000000,1.000000,0.000000,0.000000,5.003850,-4.755000,0.135266,0,0.517692,4.143886,-4.755000,1.002935,0
636.346000,-0.070730,3.575719,0.027344,0.106915,0.137085,-0.984772,-0.180539,0.976661,0.116356,0.000000,1.000000,0.000000,0.000000,5.003850,-4.755000,0.135266,0,0.448481,4.241446,-4.755000,0.882720,0
727.283000,-0.103602,3.608645,0.034925,0.050444,0.180143,-0.982346,-0.162958,0.971902,0.169860,0.000000,1.000000,0.000000,0.000000,5.003850,-4.755000,0.135266,0,0.142363,4.487023,-4.755000,0.529145,0
818.163000,-0.131411,3.643371,0.054385,0.016930,0.222797,-0.974718,-0.163483,0.962355,0.217131,0.000000,1.000000,0.000000,0.000000,5.003850,-4.755000,0.135266,0,-0.047874,4.742679,-4.755001,0.258885,0
909.103000,-0.143423,3.666334,0.062913,0.012255,0.247025,-0.968932,-0.157505,0.957385,0.242088,1.000000,0.000000,0.000000,0.000000,5.003850,-4.755000,0.135266,0,-0.082485,4.894638,-4.755000,0.133969,0
999.993000,-0.142187,3.678838,0.066698,0.025618,0.258658,-0.965629,-0.159277,0.954663,0.251495,1.000000,0.000000,0.000000,0.000000,5.003850,-4.755000,0.135266,0,-0.014267,4.970401,-4.755000,0.035229,0
1090.920000,-0.140197,3.685941,0.068914,0.036493,0.261131,-0.964613,-0.159187,0.954450,0.252357,1.000000,0.000000,0.000000,0.000000,5.003850,-4.755000,0.135266,0,0.042301,4.991823,-4.755000,0.043949,0
1181.803000,-0.137380,3.687088,0.071684,0.045922,0.257461,-0.965197,-0.160584,0.955553,0.247248,1.000000,0.000000,0.000000,0.000000,5.003850,-4.755000,0.135266,0,0.092262,4.974580,-4.755000,0.096738,0
1272.715000,-0.138426,3.686256,0.073746,0.039202,0.252831,-0.966716,-0.163975,0.955972,0.243371,1.000000,0.000000,0.000000,0.000000,5.003850,-4.755000,0.135266,0,0.057388,4.949144,-4.755000,0.078434,0
1363.655000,-0.140719,3.686784,0.084592,0.026839,0.254666,-0.966657,-0.165003,0.954869,0.246979,1.000000,0.000000,0.000000,0.000000,5.003850,-4.755000,0.135266,0,-0.006350,4.961775,-4.755000,0.041135,1
1454.558000,-0.142211,3.686850,0.086933,0.026429,0.252109,-0.967338,-0.164446,0.955589,0.244555,0.000000,1.000000,0.000000,-0.291500,2.230413,-4.755000,0.135266,1,-0.009924,4.948763,-4.755001,2.643633,0
1545.475000,-0.141619,3.687018,0.090009,0.030683,0.252743,-0.967047,-0.162919,0.955829,0.244642,0.000000,1.000000,0.000000,-0.291500,2.230413,-4.755000,0.135266,1,0.012108,4.953288,-4.755000,2.649475,0
1636.375000,-0.140736,3.686474,0.094088,0.035966,0.249235,-0.967775,-0.165413,0.956528,0.240191,0.000000,1.000000,0.000000,-0.291500,2.230413,-4.755000,0.135266,1,0.039473,4.935277,-4.755000,2.637266,0
1727.248000,-0.140069,3.653957,0.088391,0.039847,0.179938,-0.982871,-0.166705,0.971062,0.171017,0.000000,1.000000,0.000000,-0.291500,2.230413,-4.755000,0.135266,1,0.056290,4.540653,-4.755000,2.296443,0
1818.192000,-0.139119,3.561934,0.064226,0.046414,0.040010,-0.998121,-0.174347,0.984185,0.031344,0.000000,1.000000,0.000000,-0.291500,2.230413,-4.755000,0.135266,1,0.084982,3.755114,-4.755000,1.568532,0
1909.107000,-0.145511,3.446065,0.060478,0.041818,-0.090655,-0.995004,-0.187094,0.977548,-0.096927,0.000000,1.000000,0.000000,-0.291500,2.230413,-4.755000,0.135266,1,0.056872,3.007327,-4.755000,0.849610,0
2000.010000,-0.163636,3.365783,0.079868,0.028139,-0.158878,-0.986897,-0.191917,0.968062,-0.161318,0.000000,1.000000,0.000000,-0.291500,2.230413,-4.755000,0.135266,1,-0.025780,2.587429,-4.755000,0.442314,0
2090.893000,-0.179514,3.346144,0.094538,0.007162,-0.173749,-0.984764,-0.201572,0.964323,-0.171609,0.000000,1.000000,0.000000,-0.291500,2.230413,-4.755000,0.135266,1,-0.144244,2.490505,-4.755000,0.295608,0
2181.847000,-0.191084,3.338646,0.095152,-0.000417,-0.185885,-0.982572,-0.211797,0.960297,-0.181581,0.000000,1.000000,0.000000,-0.291500,2.230413,-4.755000,0.135266,1,-0.193141,2.421085,-4.755001,0.211592,0
2272.736000,-0.197853,3.329978,0.095436,-0.004203,-0.193152,-0.981160,-0.221007,0.957085,-0.187466,0.000000,1.000000,0.000000,-0.291500,2.230413,-4.755000,0.135266,1,-0.218629,2.375116,-4.755000,0.159533,0
2363.660000,-0.199635,3.325795,0.091756,-0.003413,-0.197461,-0.980305,-0.217268,0.957039,-0.192019,0.000000,1.000000,0.000000,-0.291500,2.230413,-4.755000,0.135266,1,-0.216509,2.349520,-4.755000,0.138726,0
