mode,path_radius,total_time,num_collisions,time_colliding,num_stops,time_stopping,distance_traveled_ft,speed_ft_per_second
J,L,82818,14,23636,7,1727,416.325750,5.026988
J,M,89727,29,40727,6,1454,422.996199,4.714247
J,S,126181,38,61545,7,1727,419.527415,3.324789
