mode,path_radius,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,is_stopped,colliding,distance_from_line,distance_outside,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ
J,L,472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.109510,0.064180,-0.991912,0.070671,0.994885,0.072175,
J,L,563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.109510,0.064180,-0.991912,0.070671,0.994885,0.072175,
J,L,654,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.109439,0.063315,-0.991975,0.070766,0.994941,0.071312,
J,L,745,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.106894,0.054401,-0.992781,0.071874,0.995467,0.062288,
J,L,836,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.085098,0.022364,-0.996122,0.076487,0.996652,0.028910,
J,L,927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,0.033372,-0.062122,-0.997510,0.073575,0.995511,-0.059536,
J,L,1018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.022084,-0.174020,-0.984494,0.063915,0.982474,-0.175097,
J,L,1109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.068211,-0.329188,-0.941797,0.047308,0.941867,-0.332639,
J,L,1199,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.099583,-0.465055,-0.879663,0.026252,0.882522,-0.469538,
J,L,1290,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.115422,-0.534802,-0.837057,0.006452,0.842268,-0.539020,
J,L,1381,0.000000,-0.144721,0.000000,-0.144721,0.144721,0.000000,-1.000000,0,0,0.005051,0.000000,1.591669,-0.126564,-0.571563,-0.810739,-0.009108,0.817946,-0.575222,
J,L,1472,0.000000,-0.496407,0.000000,-0.351686,0.351686,0.000000,-1.000000,0,0,0.022413,0.000000,3.869403,-0.130598,-0.585370,-0.800179,-0.020563,0.808517,-0.588113,
J,L,1563,0.000000,-0.848279,0.000000,-0.351872,0.351872,0.000000,-1.000000,0,0,0.052040,0.000000,3.869403,-0.131327,-0.594289,-0.793457,-0.033365,0.802585,-0.595604,
J,L,1654,0.000000,-1.199837,0.000000,-0.351558,0.351558,0.000000,-1.000000,0,0,0.093771,0.000000,3.869403,-0.142843,-0.604372,-0.783793,-0.046069,0.795115,-0.604706,
J,L,1745,0.000000,-1.551771,0.000000,-0.351934,0.351934,-0.051142,-0.998691,0,0,0.147537,0.000000,3.869403,-0.158760,-0.611668,-0.775021,-0.059954,0.789500,-0.610815,
J,L,1836,-0.017990,-1.903067,-0.017990,-0.351295,0.351756,-0.130126,-0.991498,0,0,0.195371,0.000000,3.869403,-0.179518,-0.615975,-0.767038,-0.076113,0.786065,-0.613441,
J,L,1927,-0.061812,-2.236969,-0.043822,-0.333902,0.336765,-0.208286,-0.978068,0,0,0.225725,0.000000,3.704747,-0.198947,-0.617315,-0.761145,-0.092347,0.785024,-0.612544,
J,L,2018,-0.128322,-2.549289,-0.066511,-0.312321,0.319324,-0.219966,-0.975507,0,0,0.239185,0.000000,3.512649,-0.209194,-0.617292,-0.758412,-0.102543,0.785144,-0.610765,
J,L,2109,-0.194177,-2.841343,-0.065855,-0.292054,0.299386,-0.219966,-0.975507,0,0,0.256733,0.000000,3.293109,-0.220732,-0.620276,-0.752685,-0.120831,0.783165,-0.609960,
J,L,2199,-0.258924,-3.128482,-0.064747,-0.287139,0.294348,-0.281857,-0.959456,0,0,0.283886,0.000000,3.238224,-0.225446,-0.620172,-0.751373,-0.132290,0.783571,-0.607055,
J,L,2290,-0.343310,-3.415736,-0.084386,-0.287255,0.299393,-0.357012,-0.934100,0,0,0.300872,0.000000,3.293109,-0.235539,-0.617860,-0.750180,-0.148336,0.785709,-0.600548,
J,L,2381,-0.450174,-3.695341,-0.106864,-0.279604,0.299330,-0.429906,-0.902874,0,0,0.302425,0.000000,3.293109,-0.245207,-0.616224,-0.748427,-0.162087,0.787187,-0.595033,
J,L,2472,-0.578932,-3.965753,-0.128758,-0.270412,0.299502,-0.482270,-0.876023,0,0,0.288544,0.000000,3.293109,-0.248614,-0.616213,-0.747310,-0.172179,0.787362,-0.591958,
J,L,2563,-0.723261,-4.227921,-0.144329,-0.262168,0.299271,-0.482270,-0.876023,0,0,0.265386,0.000000,3.293109,-0.246485,-0.614596,-0.749344,-0.173247,0.788689,-0.589878,
J,L,2654,-0.867681,-4.490254,-0.144420,-0.262333,0.299459,-0.524874,-0.851180,0,0,0.250605,0.000000,3.293109,-0.240096,-0.614537,-0.751464,-0.172758,0.788800,-0.589872,
J,L,2745,-1.024818,-4.745080,-0.157137,-0.254826,0.299380,-0.572813,-0.819686,0,0,0.231440,0.000000,3.293109,-0.236524,-0.614491,-0.752634,-0.172488,0.788864,-0.589865,
J,L,2836,-1.196304,-4.990475,-0.171487,-0.245395,0.299376,-0.572813,-0.819686,0,0,0.203513,0.000000,3.293109,-0.231446,-0.615058,-0.753748,-0.172270,0.788452,-0.590480,
J,L,2927,-1.367746,-5.235805,-0.171441,-0.245330,0.299297,-0.572813,-0.819686,0,0,0.183945,0.000000,3.293109,-0.229164,-0.616237,-0.753483,-0.172308,0.787540,-0.591685,
J,L,3018,-1.539209,-5.481167,-0.171464,-0.245362,0.299337,-0.572812,-0.819686,0,0,0.172801,0.000000,3.293109,-0.223483,-0.616155,-0.755254,-0.167300,0.787601,-0.593039,
J,L,3109,-1.710673,-5.726530,-0.171464,-0.245362,0.299337,-0.572812,-0.819686,0,0,0.170122,0.000000,3.293109,-0.216760,-0.616262,-0.757123,-0.163952,0.787527,-0.594071,
J,L,3199,-1.886465,-5.978084,-0.175791,-0.251554,0.306891,-0.572813,-0.819686,0,0,0.176313,0.000000,3.375437,-0.212945,-0.617616,-0.757103,-0.162593,0.786470,-0.595842,
J,L,3290,-2.065112,-6.233726,-0.178648,-0.255642,0.311878,-0.598826,-0.800879,0,0,0.192926,0.000000,3.430322,-0.212945,-0.617616,-0.757103,-0.162593,0.786470,-0.595842,
J,L,3381,-2.251852,-6.483475,-0.186740,-0.249749,0.311844,-0.656832,-0.754037,0,0,0.209388,0.000000,3.430322,-0.212945,-0.617616,-0.757103,-0.162593,0.786471,-0.595842,
