mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ,angle
N,318,-0.082077,-1.110076,-0.082077,-1.110076,1.113107,-0.145457,-0.989365,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.145975
N,390,-0.117509,-1.362192,-0.035432,-0.252116,0.254594,-0.170532,-0.985352,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.171370
N,418,-0.132981,-1.456312,-0.015472,-0.094120,0.095383,-0.179898,-0.983685,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.180883
N,436,-0.144055,-1.519113,-0.011074,-0.062801,0.063770,-0.186150,-0.982521,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.187243
N,454,-0.155094,-1.581721,-0.011040,-0.062608,0.063574,-0.192377,-0.981321,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.193583
N,472,-0.166095,-1.644109,-0.011001,-0.062387,0.063350,-0.198573,-0.980086,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.199902
N,490,-0.177189,-1.707027,-0.011094,-0.062918,0.063889,-0.204814,-0.978801,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.206273
N,509,-0.189324,-1.769447,-0.012135,-0.062420,0.063589,-0.211017,-0.977483,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.212615
N,527,-0.202556,-1.831701,-0.013232,-0.062253,0.063644,-0.217217,-0.976123,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.218963
N,545,-0.215759,-1.893813,-0.013202,-0.062113,0.063501,-0.223395,-0.974728,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.225296
N,563,-0.229013,-1.956169,-0.013254,-0.062356,0.063749,-0.229589,-0.973288,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.231655
N,581,-0.242231,-2.018358,-0.013218,-0.062188,0.063578,-0.235756,-0.971812,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.237996
N,599,-0.255455,-2.080570,-0.013224,-0.062212,0.063602,-0.241915,-0.970297,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.244339
N,618,-0.270858,-2.142358,-0.015403,-0.061788,0.063679,-0.248072,-0.968742,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.250689
N,636,-0.286251,-2.204098,-0.015394,-0.061740,0.063630,-0.254214,-0.967148,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.257035
N,654,-0.301647,-2.265845,-0.015395,-0.061747,0.063637,-0.260348,-0.965515,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.263383
N,672,-0.317051,-2.327629,-0.015405,-0.061784,0.063676,-0.266475,-0.963842,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.269734
N,690,-0.332421,-2.389274,-0.015370,-0.061645,0.063532,-0.272576,-0.962134,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.276070
N,709,-0.348915,-2.450839,-0.016494,-0.061565,0.063736,-0.278686,-0.960382,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.282426
N,727,-0.366483,-2.512104,-0.017568,-0.061266,0.063735,-0.284785,-0.958591,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.288782
N,745,-0.383991,-2.573162,-0.017508,-0.061057,0.063518,-0.290852,-0.956768,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.295118
N,763,-0.401545,-2.634381,-0.017554,-0.061219,0.063686,-0.296924,-0.954901,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.301470
N,781,-0.419092,-2.695572,-0.017547,-0.061192,0.063658,-0.302981,-0.952997,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.307819
N,800,-0.436634,-2.756743,-0.017543,-0.061171,0.063637,-0.309022,-0.951055,3.500000,-0.058612,-0.585180,-0.808782,-0.058699,0.810794,-0.582382,0.314165
N,818,-0.456299,-2.817266,-0.019665,-0.060523,0.063637,-0.315052,-0.949075,3.500000,-0.058594,-0.585439,-0.808596,-0.058717,0.810606,-0.582640,0.320511
N,836,-0.475919,-2.877648,-0.019619,-0.060382,0.063490,-0.321055,-0.947061,3.500000,-0.058564,-0.585882,-0.808277,-0.058749,0.810287,-0.583082,0.326843
N,854,-0.495606,-2.938241,-0.019688,-0.060592,0.063711,-0.327067,-0.945001,3.500000,-0.058546,-0.586149,-0.808085,-0.058769,0.810093,-0.583348,0.333198
N,872,-0.515281,-2.998793,-0.019675,-0.060553,0.063669,-0.333061,-0.942905,3.500000,-0.058546,-0.586149,-0.808085,-0.058769,0.810093,-0.583348,0.339548
N,890,-0.534939,-3.059296,-0.019658,-0.060502,0.063616,-0.339037,-0.940773,3.500000,-0.058546,-0.586149,-0.808085,-0.058769,0.810093,-0.583348,0.345893
N,909,-0.555659,-3.119470,-0.020720,-0.060174,0.063641,-0.345001,-0.938602,3.500000,-0.058546,-0.586149,-0.808085,-0.058769,0.810093,-0.583348,0.352240
N,927,-0.577421,-3.179259,-0.021762,-0.059789,0.063627,-0.350950,-0.936394,3.500000,-0.058546,-0.586149,-0.808085,-0.058769,0.810093,-0.583348,0.358585
N,945,-0.599155,-3.238972,-0.021734,-0.059713,0.063546,-0.356877,-0.934151,3.500000,-0.058546,-0.586149,-0.808085,-0.058769,0.810093,-0.583348,0.364923
N,963,-0.620952,-3.298860,-0.021797,-0.059888,0.063731,-0.362808,-0.931864,3.500000,-0.058546,-0.586149,-0.808085,-0.058769,0.810093,-0.583348,0.371279
N,981,-0.642681,-3.358561,-0.021729,-0.059701,0.063532,-0.368705,-0.929546,3.500000,-0.058546,-0.586149,-0.808085,-0.058769,0.810093,-0.583348,0.377616
N,999,-0.664474,-3.418436,-0.021793,-0.059875,0.063718,-0.374604,-0.927185,3.500000,-0.058546,-0.586149,-0.808085,-0.058769,0.810093,-0.583348,0.383969
