double time_stamp,w_posX,w_posY,w_posZ,w_dirX,w_dirY,w_dirZ,w_upX,w_upY,w_upZ,t_colorR,t_colorG,t_colorB,t_posX,t_posY,t_posZ,t_scale,t_index,intersectionX,intersectionY,intersectionZ,distance_to_target,button_status,t_slot,mode,scale_char
18.147000,-0.029036,4.037644,0.085832,0.003318,-0.028708,-0.999582,-0.010936,0.999527,-0.028742,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.012965,3.898618,-4.755000,1.506776,0,s0,N,L
36.352000,-0.029354,4.037494,0.085704,0.002465,-0.028727,-0.999584,-0.010586,0.999531,-0.028751,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.017416,3.898379,-4.755000,1.507059,0,s0,N,L
54.545000,-0.029725,4.037426,0.085646,0.001127,-0.028748,-0.999586,-0.011085,0.999525,-0.028759,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.024269,3.898209,-4.755000,1.507322,0,s0,N,L
72.730000,-0.030334,4.037265,0.085182,0.000760,-0.028235,-0.999601,-0.013551,0.999509,-0.028243,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.026653,3.900548,-4.755000,1.505047,0,s0,N,L
90.924000,-0.030484,4.037322,0.084947,0.000748,-0.027599,-0.999619,-0.014587,0.999512,-0.027607,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.026864,3.903694,-4.755000,1.501934,0,s0,N,L
109.044000,-0.031047,4.037183,0.083886,0.000774,-0.027355,-0.999626,-0.017260,0.999476,-0.027364,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.027299,3.904765,-4.755000,1.500881,0,s0,N,L
127.254000,-0.032071,4.037364,0.082508,0.000486,-0.025979,-0.999662,-0.021393,0.999434,-0.025984,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.029717,3.911648,-4.755000,1.494103,0,s0,N,L
145.454000,-0.032553,4.037800,0.081661,-0.001243,-0.023578,-0.999721,-0.023490,0.999447,-0.023542,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.038566,3.923731,-4.755000,1.482316,0,s0,N,L
163.636000,-0.032975,4.038468,0.081374,-0.002650,-0.019935,-0.999798,-0.023816,0.999519,-0.019866,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.045794,3.942035,-4.755000,1.464347,0,s0,N,L
181.803000,-0.032571,4.039144,0.081479,-0.000664,-0.016256,-0.999868,-0.022071,0.999625,-0.016238,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.035782,3.960510,-4.755000,1.445700,0,s0,N,L
199.984000,-0.031516,4.039824,0.081589,0.004678,-0.012549,-0.999910,-0.019663,0.999727,-0.012639,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.008887,3.979125,-4.755000,1.426749,0,s0,N,L
218.194000,-0.031081,4.040297,0.081670,0.007204,-0.009967,-0.999924,-0.020481,0.999739,-0.010113,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,0.003767,3.992085,-4.755001,1.413808,0,s0,N,L
236.337000,-0.031441,4.040622,0.081724,0.004886,-0.008196,-0.999954,-0.018551,0.999794,-0.008285,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.007810,4.000979,-4.755000,1.404954,0,s0,N,L
254.539000,-0.031862,4.040609,0.080770,0.002290,-0.008273,-0.999963,-0.016916,0.999823,-0.008311,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.020786,4.000600,-4.755000,1.405464,0,s0,N,L
272.714000,-0.032186,4.040598,0.080243,0.000122,-0.008336,-0.999965,-0.014727,0.999857,-0.008337,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.031595,4.000290,-4.755000,1.405975,0,s0,N,L
290.890000,-0.032186,4.040598,0.080243,0.000122,-0.008336,-0.999965,-0.014727,0.999857,-0.008337,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.031595,4.000290,-4.755000,1.405975,0,s0,N,L
309.074000,-0.032186,4.040598,0.080243,0.000122,-0.008336,-0.999965,-0.014727,0.999857,-0.008337,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.031595,4.000290,-4.755000,1.405975,0,s0,N,L
327.255000,-0.032186,4.040598,0.080243,0.000122,-0.008336,-0.999965,-0.014727,0.999857,-0.008337,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.031595,4.000290,-4.755000,1.405975,0,s0,N,L
345.449000,-0.032445,4.040165,0.080170,-0.004047,-0.010724,-0.999934,0.000604,0.999942,-0.010726,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.052017,3.988311,-4.755000,1.418518,0,s0,N,L
363.639000,-0.032328,4.040219,0.080179,-0.004004,-0.010428,-0.999938,0.003936,0.999938,-0.010444,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.051690,3.989793,-4.755000,1.417030,0,s0,N,L
381.838000,-0.029623,4.040576,0.078751,-0.003736,-0.008471,-0.999957,0.007541,0.999936,-0.008499,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.047681,3.999630,-4.755000,1.407084,0,s0,N,L
399.990000,-0.026409,4.041195,0.076421,-0.002517,-0.005088,-0.999984,0.007969,0.999955,-0.005108,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.038570,4.016611,-4.755000,1.389865,0,s0,N,L
418.160000,-0.024155,4.042448,0.075800,-0.000576,0.001766,-0.999998,0.009001,0.999958,0.001761,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.026936,4.050978,-4.755000,1.355246,0,s0,N,L
436.353000,-0.022544,4.044301,0.074572,0.002033,0.011919,-0.999927,0.011177,0.999866,0.011941,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,-0.012726,4.101866,-4.755000,1.304062,0,s0,N,L
454.509000,-0.019738,4.048031,0.075334,0.006589,0.032424,-0.999453,0.015891,0.999345,0.032526,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,0.012108,4.204738,-4.755001,1.200653,0,s0,N,L
472.698000,-0.015423,4.053943,0.075956,0.009013,0.047768,-0.998818,0.020117,0.998648,0.047941,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,0.028170,4.284979,-4.755001,1.120066,0,s0,N,L
490.935000,-0.011222,4.064840,0.077220,0.014354,0.069041,-0.997511,0.021869,0.997353,0.069344,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,0.058313,4.399293,-4.755000,1.006013,0,s0,N,L
509.098000,-0.009099,4.070720,0.080207,0.020931,0.078985,-0.996656,0.014704,0.996742,0.079300,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,0.092445,4.453909,-4.755000,0.953717,0,s0,N,L
527.249000,-0.007155,4.075905,0.082774,0.028354,0.086598,-0.995840,0.005120,0.996215,0.086776,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,0.130587,4.496597,-4.755001,0.915620,0,s0,N,L
545.441000,-0.005244,4.081236,0.083285,0.034178,0.094922,-0.994898,-0.002249,0.995484,0.094901,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,0.160965,4.542851,-4.755000,0.874656,0,s0,N,L
563.625000,-0.005244,4.081236,0.083285,0.034178,0.094922,-0.994898,-0.002249,0.995484,0.094901,0.000000,1.000000,0.000000,0.000000,5.405959,-4.755000,0.135266,0,0.160965,4.542851,-4.755000,0.874656,0,s0,N,L
