mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ,angle
J,436,-0.144027,-1.518955,-0.144027,-1.518955,1.525768,-0.186135,-0.982524,3.500000,-0.079477,-0.154914,-0.984726,-0.024067,0.987861,-0.153465,0.187227
J,527,-0.202555,-1.831694,-0.058528,-0.312739,0.318169,-0.217216,-0.976123,3.500000,-0.080846,-0.147728,-0.985718,-0.028838,0.988888,-0.145838,0.218962
J,618,-0.270878,-2.142439,-0.068323,-0.310746,0.318168,-0.248080,-0.968740,3.500000,-0.080814,-0.148657,-0.985581,-0.029886,0.988732,-0.146681,0.250698
J,709,-0.348948,-2.450953,-0.078070,-0.308513,0.318238,-0.278698,-0.960379,3.500000,-0.080566,-0.155445,-0.984554,-0.030439,0.987688,-0.153449,0.282438
J,800,-0.436662,-2.756830,-0.087714,-0.305877,0.318206,-0.309031,-0.951052,3.500000,-0.085981,-0.162640,-0.982932,-0.031108,0.986543,-0.160516,0.314174
J,890,-0.534951,-3.059332,-0.098289,-0.302502,0.318070,-0.339040,-0.940772,3.500000,-0.096619,-0.170589,-0.980594,-0.031973,0.985227,-0.168244,0.345897
J,981,-0.642750,-3.358748,-0.107798,-0.299416,0.318230,-0.368724,-0.929539,3.500000,-0.115590,-0.180476,-0.976764,-0.033220,0.983508,-0.177791,0.377636
J,1072,-0.759884,-3.654585,-0.117134,-0.295837,0.318182,-0.398034,-0.917371,3.500000,-0.146604,-0.191522,-0.970478,-0.035109,0.981467,-0.188387,0.409373
J,1163,-0.886217,-3.946514,-0.126334,-0.291929,0.318092,-0.426935,-0.904282,3.500000,-0.161298,-0.195286,-0.967391,-0.036011,0.980739,-0.191976,0.441101
J,1254,-1.021635,-4.234288,-0.135418,-0.287774,0.318044,-0.455403,-0.890285,3.500000,-0.181636,-0.202472,-0.962296,-0.037775,0.979288,-0.198917,0.472825
J,1345,-1.166048,-4.517716,-0.144413,-0.283428,0.318098,-0.483418,-0.875390,3.500000,-0.194636,-0.208384,-0.958485,-0.040478,0.978047,-0.204417,0.504555
J,1436,-1.319308,-4.796498,-0.153260,-0.278782,0.318132,-0.510948,-0.859612,3.500000,-0.205137,-0.215029,-0.954820,-0.042167,0.976603,-0.210875,0.536287
J,1527,-1.481270,-5.070363,-0.161962,-0.273865,0.318172,-0.537967,-0.842966,3.500000,-0.215108,-0.220193,-0.951443,-0.046016,0.975453,-0.215346,0.568023
J,1618,-1.651811,-5.339088,-0.170542,-0.268725,0.318273,-0.564451,-0.825467,3.500000,-0.226188,-0.220261,-0.948854,-0.046457,0.975430,-0.215355,0.599768
