double time_stamp,w_posX,w_posY,w_posZ,w_dirX,w_dirY,w_dirZ,w_upX,w_upY,w_upZ,t_colorR,t_colorG,t_colorB,t_posX,t_posY,t_posZ,t_scale,t_index,intersectionX,intersectionY,intersectionZ,distance_to_target,button_status,t_slot,mode,scale_char
90.918000,0.011805,3.791061,-0.045580,0.049435,0.109740,-0.992730,-0.058944,0.992533,0.106783,0.000000,1.000000,0.000000,0.000000,5.180701,-4.755000,0.135266,0,0.246318,4.311656,-4.755000,0.899439,0,s0,M,L
181.855000,0.012265,3.792647,-0.045414,0.051376,0.112466,-0.992326,-0.055732,0.992413,0.109590,0.000000,1.000000,0.000000,0.000000,5.180701,-4.755000,0.135266,0,0.256094,4.326411,-4.755000,0.887986,0,s0,M,L
272.754000,0.012418,3.794497,-0.045390,0.051569,0.112762,-0.992283,-0.052166,0.992553,0.110082,0.000000,1.000000,0.000000,0.000000,5.180701,-4.755000,0.135266,0,0.257178,4.329692,-4.755000,0.885165,0,s0,M,L
363.639000,0.013236,3.793802,-0.045088,0.056599,0.108842,-0.992446,-0.055226,0.992859,0.105738,0.000000,1.000000,0.000000,0.000000,5.180701,-4.755000,0.135266,0,0.281842,4.310340,-4.755000,0.911458,0,s0,M,L
454.552000,0.006316,3.796563,-0.039559,0.056142,0.116166,-0.991642,-0.051342,0.992230,0.113328,0.000000,1.000000,0.000000,0.000000,5.180701,-4.755000,0.135266,0,0.273283,4.348955,-4.755000,0.871710,0,s0,M,L
545.497000,0.001545,3.817790,-0.034481,0.041119,0.164255,-0.985560,-0.044059,0.985734,0.162445,0.000000,1.000000,0.000000,0.000000,5.180701,-4.755000,0.135266,0,0.198494,4.604517,-4.755000,0.603249,0,s0,M,L
636.394000,-0.014724,3.847339,-0.018858,0.020424,0.207108,-0.978105,-0.045057,0.977505,0.206040,0.000000,1.000000,0.000000,0.000000,5.180701,-4.755000,0.135266,0,0.084175,4.850188,-4.755000,0.334470,0,s0,M,L
727.292000,-0.031482,3.875645,-0.003757,0.000271,0.252268,-0.967657,-0.056151,0.966135,0.251855,1.000000,0.000000,0.000000,0.000000,5.180701,-4.755000,0.135266,0,-0.030153,5.114293,-4.755000,0.070981,0,s0,M,L
818.214000,-0.034809,3.883652,-0.001068,-0.003752,0.275153,-0.961393,-0.074663,0.958639,0.274656,1.000000,0.000000,0.000000,0.000000,5.180701,-4.755000,0.135266,0,-0.053362,5.244238,-4.755000,0.081067,0,s0,M,L
909.113000,-0.036248,3.888849,0.004011,-0.001203,0.286967,-0.957940,-0.081759,0.954705,0.286101,1.000000,0.000000,0.000000,0.000000,5.180701,-4.755000,0.135266,0,-0.042223,5.314491,-4.755000,0.134925,0,s0,M,L
