mode,path_radius,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,is_stopped,colliding,distance_from_line,distance_outside,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ
0,0.750000,354,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.033119,0.030536,-0.998985,-0.042453,0.998588,0.031932,
0,0.750000,418,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.033160,0.031552,-0.998952,-0.042419,0.998557,0.032948,
0,0.750000,445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.033226,0.033191,-0.998897,-0.042364,0.998503,0.034587,
0,0.750000,463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.033312,0.035271,-0.998822,-0.042287,0.998433,0.036668,
0,0.750000,481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.033426,0.037973,-0.998719,-0.042183,0.998334,0.039371,
0,0.750000,499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.033498,0.039682,-0.998651,-0.042118,0.998268,0.041079,
0,0.750000,518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.033554,0.041063,-0.998593,-0.042065,0.998212,0.042460,
0,0.750000,536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.033693,0.044465,-0.998443,-0.041937,0.998067,0.045863,
0,0.750000,554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.033831,0.047891,-0.998279,-0.041813,0.997909,0.049290,
0,0.750000,572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.033897,0.049520,-0.998198,-0.041755,0.997829,0.050919,
0,0.750000,590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.034010,0.052319,-0.998051,-0.041657,0.997687,0.053720,
0,0.750000,609,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.034048,0.053244,-0.998001,-0.041625,0.997638,0.054645,
0,0.750000,627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.034099,0.054472,-0.997933,-0.041583,0.997571,0.055873,
0,0.750000,645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.034099,0.054472,-0.997933,-0.041583,0.997571,0.055873,
0,0.750000,663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.034099,0.054472,-0.997933,-0.041583,0.997571,0.055873,
0,0.750000,681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.034099,0.054472,-0.997933,-0.041583,0.997571,0.055873,
0,0.750000,700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.033931,0.050704,-0.998137,-0.041714,0.997770,0.052103,
0,0.750000,718,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.034822,0.046054,-0.998332,-0.041865,0.997993,0.047499,
0,0.750000,736,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.036014,0.042184,-0.998461,-0.041978,0.998163,0.043685,
0,0.750000,754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.039727,0.031229,-0.998722,-0.041011,0.998618,0.032856,
0,0.750000,772,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.042089,0.024998,-0.998801,-0.040425,0.998826,0.026702,
0,0.750000,790,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.049120,0.006780,-0.998770,-0.039167,0.999195,0.008709,
0,0.750000,809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.058596,-0.016698,-0.998142,-0.038284,0.999162,-0.014468,
0,0.750000,827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.064620,-0.031487,-0.997413,-0.037911,0.998858,-0.029077,
0,0.750000,845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,1,0,0.000000,0.000000,0.000000,-0.076412,-0.060499,-0.995239,-0.037109,0.997638,-0.057795,
