mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ,angle
J,472,-0.166114,-1.644219,-0.166114,-1.644219,1.652589,-0.198584,-0.980084,3.500000,0.096805,-0.216056,-0.971570,0.091643,0.973943,-0.207453,0.199913
J,563,-0.229011,-1.956159,-0.062897,-0.311940,0.318218,-0.229588,-0.973288,3.500000,0.106843,-0.214342,-0.970898,0.091500,0.974463,-0.205060,0.231654
J,654,-0.301655,-2.265879,-0.072644,-0.309720,0.318125,-0.260351,-0.965514,3.500000,0.119401,-0.205620,-0.971321,0.090541,0.976498,-0.195586,0.263386
J,745,-0.383978,-2.573118,-0.082323,-0.307239,0.318077,-0.290848,-0.956769,3.500000,0.125815,-0.178368,-0.975887,0.086671,0.981919,-0.168296,0.295113
J,836,-0.475939,-2.877712,-0.091961,-0.304594,0.318173,-0.321061,-0.947058,3.500000,0.115832,-0.159027,-0.980456,0.082756,0.985213,-0.150022,0.326850
J,927,-0.577400,-3.179203,-0.101461,-0.301491,0.318106,-0.350944,-0.936396,3.500000,0.102137,-0.138685,-0.985056,0.080646,0.988129,-0.130756,0.358579
J,1018,-0.688282,-3.477364,-0.110882,-0.298162,0.318112,-0.380473,-0.924792,3.500000,0.093989,-0.129274,-0.987145,0.077304,0.989488,-0.122220,0.390308
J,1109,-0.808504,-3.771967,-0.120222,-0.294603,0.318189,-0.409627,-0.912253,3.500000,0.084031,-0.126672,-0.988379,0.066343,0.990397,-0.121290,0.422045
J,1199,-0.937913,-4.062624,-0.129409,-0.290657,0.318164,-0.438363,-0.898798,3.500000,0.084803,-0.149197,-0.985164,0.051073,0.988077,-0.145242,0.453777
J,1290,-1.077361,-4.348543,-0.139448,-0.285918,0.318112,-0.466654,-0.884440,3.500000,0.082544,-0.184875,-0.979289,0.042004,0.982415,-0.181925,0.485504
J,1381,-1.225844,-4.630175,-0.148483,-0.281632,0.318377,-0.494499,-0.869178,3.500000,0.061954,-0.222877,-0.972876,0.031320,0.974703,-0.221301,0.517258
