mode,time_stamp,x,z,dx,dz,distance_traveled,fvec_x,fvec_z,user_speed,hdirX,hdirY,hdirZ,hupX,hupY,hupZ,angle
M,409,-0.127461,-1.425008,-0.127461,-1.425008,1.430697,-0.176779,-0.984251,3.500000,0.101963,-0.390281,-0.915032,0.032872,0.920646,-0.389012,0.177713
M,499,-0.182686,-1.738204,-0.055225,-0.313195,0.318027,-0.207902,-0.978150,3.500000,0.102181,-0.396438,-0.912358,0.033382,0.918008,-0.395154,0.209430
M,590,-0.248856,-2.049525,-0.066170,-0.311322,0.318276,-0.238843,-0.971058,3.500000,0.096150,-0.407711,-0.908035,0.033994,0.913074,-0.406374,0.241174
M,681,-0.324723,-2.358400,-0.075867,-0.308875,0.318056,-0.269522,-0.962994,3.500000,0.079072,-0.421092,-0.903565,0.030612,0.907001,-0.420015,0.272896
M,772,-0.410273,-2.664818,-0.085550,-0.306418,0.318136,-0.299938,-0.953959,3.500000,0.052125,-0.431714,-0.900503,0.019254,0.901996,-0.431315,0.304628
M,863,-0.505425,-2.968458,-0.095152,-0.303640,0.318200,-0.330060,-0.943960,3.500000,0.033151,-0.434326,-0.900146,0.011304,0.900746,-0.434199,0.336367
M,954,-0.610049,-3.268905,-0.104624,-0.300446,0.318142,-0.359843,-0.933013,3.500000,0.029175,-0.434315,-0.900289,0.008533,0.900747,-0.434260,0.368100
M,1045,-0.724041,-3.565872,-0.113992,-0.296968,0.318094,-0.389261,-0.921127,3.500000,0.015200,-0.434305,-0.900638,0.001442,0.900751,-0.434335,0.399829
M,1136,-0.847325,-3.859161,-0.123283,-0.293288,0.318146,-0.418292,-0.908313,3.500000,0.006542,-0.433962,-0.900907,-0.003975,0.900908,-0.433992,0.431564
M,1227,-0.979806,-4.148525,-0.132481,-0.289364,0.318250,-0.446909,-0.894579,3.500000,-0.003245,-0.433529,-0.901134,-0.011600,0.901094,-0.433468,0.463308
M,1318,-1.121261,-4.433483,-0.141455,-0.284958,0.318136,-0.475067,-0.879950,3.500000,-0.014357,-0.434109,-0.900746,-0.019511,0.900789,-0.433819,0.495040
M,1409,-1.271625,-4.713909,-0.150365,-0.280426,0.318195,-0.502749,-0.864432,3.500000,-0.028000,-0.434280,-0.900342,-0.023973,0.900728,-0.433721,0.526776
M,1499,-1.430643,-4.989336,-0.159017,-0.275426,0.318035,-0.529911,-0.848053,3.500000,-0.039141,-0.430066,-0.901949,-0.027468,0.902762,-0.429262,0.558495
M,1590,-1.599308,-5.259263,-0.168665,-0.269927,0.318290,-0.556559,-0.830808,3.500000,-0.048412,-0.425454,-0.903684,-0.031136,0.904948,-0.424381,0.590239
